ItemID,Name,ItemType,ItemTypeDisplayName,Description,ItemClass,TradingCategory,TradingFamily,TradingGroup,BindOnPickup,BindOnEquip,GearScoreOverride,MinGearScore,MaxGearScore,Tier,ItemStatsRef,GrantsHWMBump,IgnoreNameChanges,IgnoreHWMScaling,CanHavePerks,CanReplaceGem,Perk1,Perk2,Perk3,Perk4,Perk5,PerkBucket1,PerkBucket2,PerkBucket3,PerkBucket4,PerkBucket5,ForceRarity,RequiredLevel,UseTypeAffix,UseMaterialAffix,UseMagicAffix,IconCaptureGroup,UiItemClass,ArmorAppearanceM,ArmorAppearanceF,WeaponAppearanceOverride,ConfirmDestroy,ConfirmBeforeUse,ConsumeOnUse,PrefabPath,HousingTags,IconPath,HiResIconPath,MaxStackSize,DeathDropPercentage,Nonremovable,IsMissionItem,IsUniqueItem,ContainerLevel,ContainerGS,IsSalvageable,SalvageResources,IsRepairable,RepairDustModifier,RepairRecipe,CraftingRecipe,RepairGameEventID,SalvageGameEventID,SalvageAchievement,RepairTypes,IngredientCategories,IngredientBonusPrimary,IngredientBonusSecondary,IngredientGearScoreBaseBonus,IngredientGearScoreMaxBonus,ExtraBonusItemChance,Durability,DurabilityDmgOnDeath,DestroyOnBreak,Weight,AcquisitionNotificationId,AudioPickup,AudioPlace,AudioUse,AudioCreated,AudioDestroyed,MannequinTag,SoundTableID,WarboardGatherStat,WarboardDepositStat,Notes,HideInLootTicker,AttributionId
Skin_Monster_MummyHead,@Skin_Monster_MummyHead_MasterName,Armor,,@Skin_Monster_MummyHead_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_mummyclassicmonster_head,m_mummyclassicmonster_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Monster_MummyChest,@Skin_Monster_MummyChest_MasterName,Armor,,@Skin_Monster_MummyChest_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChestLong,,m_mummyclassicmonster_chest,m_mummyclassicmonster_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Monster_MummyHands,@Skin_Monster_MummyHands_MasterName,Armor,,@Skin_Monster_MummyHands_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_mummyclassicmonster_gloves,m_mummyclassicmonster_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Monster_MummyLegs,@Skin_Monster_MummyLegs_MasterName,Armor,,@Skin_Monster_MummyLegs_Description,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_mummyclassicmonster_legs,m_mummyclassicmonster_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Monster_MummyFeet,@Skin_Monster_MummyFeet_MasterName,Armor,,@Skin_Monster_MummyFeet_Description,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_mummyclassicmonster_feet,m_mummyclassicmonster_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Monster_SkeletonHead,@Skin_Monster_SkeletonHead_MasterName,Armor,,@Skin_Monster_SkeletonHead_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_skeletonclassicmonster_head,f_skeletonclassicmonster_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Monster_SkeletonChest,@Skin_Monster_SkeletonChest_MasterName,Armor,,@Skin_Monster_SkeletonChest_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChestLong,,m_skeletonclassicmonster_chest,f_skeletonclassicmonster_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Monster_SkeletonHands,@Skin_Monster_SkeletonHands_MasterName,Armor,,@Skin_Monster_SkeletonHands_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_skeletonclassicmonster_gloves,f_skeletonclassicmonster_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Monster_SkeletonLegs,@Skin_Monster_SkeletonLegs_MasterName,Armor,,@Skin_Monster_SkeletonLegs_Description,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_skeletonclassicmonster_legs,f_skeletonclassicmonster_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Monster_SkeletonFeet,@Skin_Monster_SkeletonFeet_MasterName,Armor,,@Skin_Monster_SkeletonFeet_Description,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_skeletonclassicmonster_feet,f_skeletonclassicmonster_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Mask_AngryEarth,@Skin_Mask_AngryEarth_MasterName,Armor,,@Skin_Mask_AngryEarth_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MediumHead_AngryEarthMask1_T5,MediumHead_AngryEarthMask1_T5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Mask_Demon,@Skin_Mask_Demon_MasterName,Armor,,@Skin_Mask_Demon_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,maskdemon_head,maskdemon_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Mask_PlagueDoctor,@Skin_Mask_PlagueDoctor_MasterName,Armor,,@Skin_Mask_PlagueDoctor_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_maskplaguedoctor_head,m_maskplaguedoctor_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Mask_HalfWooden,@Skin_Mask_HalfWooden_MasterName,Armor,,@Skin_Mask_HalfWooden_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,maskHalfWooden,maskHalfWooden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Monster_GreatAxe,@Skin_Monster_GreatAxe_MasterName,Weapon,,@Skin_Monster_GreatAxe_Description,EquippableTwoHand+2HAxe+Melee,,,,,,,,,,Skin_GreatAxe,,,,,,,,,,,,,,,,,,,,,GreatAxe,UI_Weapon,,,1hGreataxeClassicMonster,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Monster_LifeStaff,@Skin_Monster_LifeStaff_MasterName,Weapon,,@Skin_Monster_LifeStaff_Description,EquippableMainHand+LifeStaff+Magic,,,,,,,,,,Skin_LifeStaff,,,,,,,,,,,,,,,,,,,,,StaffLife,UI_Weapon,,,2hLifeStaffClassicMonster,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Monster_WarHammer,@Skin_Monster_WarHammer_MasterName,Weapon,,@Skin_Monster_WarHammer_Description,EquippableTwoHand+2HHammer+Melee,,,,,,,,,,Skin_WarHammer,,,,,,,,,,,,,,,,,,,,,WarHammer,UI_Weapon,,,2hwarhammerClassicMonster,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Monster_Musket,@Skin_Monster_Musket_MasterName,Weapon,,@Skin_Monster_Musket_Description,EquippableMainHand+Musket+Ranged,,,,,,,,,,Skin_Musket,,,,,,,,,,,,,,,,,,,,,Musket,UI_Weapon,,,2hMusketClassicMonster,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Monster_VoidGauntlet,@Skin_Monster_VoidGauntlet_MasterName,Weapon,,@Skin_Monster_VoidGauntlet_Description,EquippableMainHand+VoidGauntlet+Magic,,,,,,,,,,Skin_VoidGauntlet,,,,,,,,,,,,,,,,,,,,,Gauntlet,UI_Weapon,,,1hVoidGauntletClassicMonster,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Monster_Rapier,@Skin_Monster_Rapier_MasterName,Weapon,,@Skin_Monster_Rapier_Description,EquippableMainHand+Rapier+Melee,,,,,,,,,,Skin_Rapier,,,,,,,,,,,,,,,,,,,,,Rapier,UI_Weapon,,,1hrapierClassicMonster,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_AnglesDemon_FireStaff,@Skin_AnglesDemon_FireStaff_MasterName,Weapon,,@Skin_AnglesDemon_FireStaff_Description,EquippableTwoHand+FireStaff+Magic,,,,,,,,,,Skin_FireStaff,,,,,,,,,,,,,,,,,,,,,StaffFire,UI_Weapon,,,2hStaffFire_AngelDemon,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_AnglesDemon_LifeStaff,@Skin_AnglesDemon_LifeStaff_MasterName,Weapon,,@Skin_AnglesDemon_LifeStaff_Description,EquippableTwoHand+LifeStaff+Magic,,,,,,,,,,Skin_LifeStaff,,,,,,,,,,,,,,,,,,,,,StaffLife,UI_Weapon,,,2hStaffLife_AngelDemon,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_AnglesDemon_WarHammer,@Skin_AnglesDemon_WarHammer_MasterName,Weapon,,@Skin_AnglesDemon_WarHammer_Description,EquippableTwoHand+2HHammer+Melee,,,,,,,,,,Skin_WarHammer,,,,,,,,,,,,,,,,,,,,,WarHammer,UI_Weapon,,,2hWarhammerAngelDemon,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Play_UI_Pickup_Axe,Play_UI_Drop_Axe,Play_UI_Use_Axe,Play_UI_Created_Axe,Play_UI_item_broken,,,,,,,
Skin_AnglesDemon_Spear,@Skin_AnglesDemon_Spear_MasterName,Weapon,,@Skin_AnglesDemon_Spear_Description,Weapon+EquippableTwoHand+Spear+Melee,,,,,,,,,,Skin_Spear,,,,,,,,,,,,,,,,,,,,,Spear,UI_Weapon,,,2hspearAngelDemon,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_WarHammer_Vinespun,@Skin_WarHammer_Vinespun_MasterName,Weapon,,@Skin_WarHammer_Vinespun_Description,EquippableTwoHand+2HHammer+Melee,,,,,,,,,,Skin_WarHammer,,,,,,,,,,,,,,,,,,,,,WarHammer,UI_Weapon,,,2hWarhammerVinespunT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_ShieldT_Vinespun,@Skin_ShieldT_Vinespun_MasterName,Weapon,,@Skin_ShieldT_Vinespun_Description,EquippableOffHand+Shield,,,,,,,,,,Skin_Shield,,,,,,,,,,,,,,,,,,,,,TowerShield,UI_Weapon,,,1hShieldCVinespunT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Rapier_Vinespun,@Skin_Rapier_Vinespun_MasterName,Weapon,,@Skin_Rapier_Vinespun_Description,EquippableMainHand+Rapier+Melee,,,,,,,,,,Skin_Rapier,,,,,,,,,,,,,,,,,,,,,Rapier,UI_Weapon,,,1hRapierVinespunT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Spear_Vinespun,@Skin_Spear_Vinespun_MasterName,Weapon,,@Skin_Spear_Vinespun_Description,EquippableTwoHand+Spear+Melee,,,,,,,,,,Skin_Spear,,,,,,,,,,,,,,,,,,,,,Spear,UI_Weapon,,,2hspearVinespunT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_ShieldR_Vinespun,@Skin_ShieldR_Vinespun_MasterName,Weapon,,@Skin_ShieldR_Vinespun_Description,EquippableOffHand+Shield,,,,,,,,,,Skin_Shield,,,,,,,,,,,,,,,,,,,,,RoundShield,UI_Weapon,,,1hRoundShieldVinespunT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Bow_Vinespun,@Skin_Bow_Vinespun_MasterName,Weapon,,@Skin_Bow_Vinespun_Description,EquippableTwoHand+Bow+Ranged,,,,,,,,,,Skin_Bow,,,,,,,,,,,,,,,,,,,,,Bow,UI_Weapon,,,2hBowVinespunT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Firestaff_Vinespun,@Skin_Firestaff_Vinespun_MasterName,Weapon,,@Skin_Firestaff_Vinespun_Description,EquippableMainHand+FireStaff+Magic,,,,,,,,,,Skin_FireStaff,,,,,,,,,,,,,,,,,,,,,StaffFire,UI_Weapon,,,2hStaffFireVinespunT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_GreatAxe_Vinespun,@Skin_GreatAxe_Vinespun_MasterName,Weapon,,@Skin_GreatAxe_Vinespun_Description,EquippableTwoHand+2HAxe+Melee,,,,,,,,,,Skin_GreatAxe,,,,,,,,,,,,,,,,,,,,,GreatAxe,UI_Weapon,,,2hGreatAxeVinespunT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Hatchet_Vinespun,@Skin_Hatchet_Vinespun_MasterName,Weapon,,@Skin_Hatchet_Vinespun_Description,EquippableMainHand+Hatchet+Melee,,,,,,,,,,Skin_Hatchet,,,,,,,,,,,,,,,,,,,,,ThrowingAxe,UI_Weapon,,,1hThrowingAxeVinespunT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_IceGaunt_Vinespun,@Skin_IceGaunt_Vinespun_MasterName,Weapon,,@Skin_IceGaunt_Vinespun_Description,EquippableMainHand+IceMagic+Magic,,,,,,,,,,Skin_IceGauntlet,,,,,,,,,,,,,,,,,,,,,Gauntlet,UI_Weapon,,,2hicegauntletVinespunT5,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_ShieldK_Vinespun,@Skin_ShieldK_Vinespun_MasterName,Weapon,,@Skin_ShieldK_Vinespun_Description,EquippableOffHand+Shield+Kite,,,,,,,,,,Skin_Shield,,,,,,,,,,,,,,,,,,,,,KiteShield,UI_Weapon,,,1hKiteShieldVinespunT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Lifestaff_Vinespun,@Skin_Lifestaff_Vinespun_MasterName,Weapon,,@Skin_Lifestaff_Vinespun_Description,EquippableMainHand+LifeStaff+Magic,,,,,,,,,,Skin_LifeStaff,,,,,,,,,,,,,,,,,,,,,StaffLife,UI_Weapon,,,2hStaffLifeVinespunT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Longsword_Vinespun,@Skin_Longsword_Vinespun_MasterName,Weapon,,@Skin_Longsword_Vinespun_Description,EquippableMainHand+Sword+Melee,,,,,,,,,,Skin_Longsword,,,,,,,,,,,,,,,,,,,,,Longsword,UI_Weapon,,,1hLongswordVinespunT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Musket_Vinespun,@Skin_Musket_Vinespun_MasterName,Weapon,,@Skin_Musket_Vinespun_Description,EquippableTwoHand+Musket+Ranged,,,,,,,,,,Skin_Musket,,,,,,,,,,,,,,,,,,,,,Musket,UI_Weapon,,,2hMusketVinespunT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_GreatAxe_FenrirsFury,@Skin_GreatAxe_FenrirsFury_MasterName,Weapon,,@Skin_GreatAxe_FenrirsFury_Description,EquippableTwoHand+2HAxe+Melee,,,,,,,,,,Skin_GreatAxe,,,,,,,,,,,,,,,,,,,,,GreatAxe,UI_Weapon,,,GreatAxe_Viking,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Bow_RobinHood,@Skin_Bow_RobinHood_MasterName,Weapon,,@Skin_Bow_RobinHood_Description,EquippableTwoHand+Bow+Ranged,,,,,,,,,,Skin_Bow,,,,,,,,,,,,,,,,,,,,,Bow,UI_Weapon,,,2hBowRobinHood,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Spear_Harpoon,@Skin_Spear_Harpoon_MasterName,Weapon,,@Skin_Spear_Harpoon_Description,EquippableTwoHand+Spear+Melee,,,,,,,,,,Skin_Spear,,,,,,,,,,,,,,,,,,,,,Spear,UI_Weapon,,,2hspearFishermanTwitch,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_LightHead_Demon,@Skin_LightHead_Demon_MasterName,Armor,,@Skin_LightHead_Demon_Description,EquippableHead,,,,,,,,,,GenericItemSkin,,,,,,,,,,,,,,,,,,,,,,,m_demonlight_head,f_demonlight_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_LightChest_Demon,@Skin_LightChest_Demon_MasterName,Armor,,@Skin_LightChest_Demon_Description,EquippableChest,,,,,,,,,,GenericItemSkin,,,,,,,,,,,,,,,,,,,,,,,m_demonlight_chest,f_demonlight_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_LightHands_Demon,@Skin_LightHands_Demon_MasterName,Armor,,@Skin_LightHands_Demon_Description,EquippableHands,,,,,,,,,,GenericItemSkin,,,,,,,,,,,,,,,,,,,,,,,m_demonlight_gloves,f_demonlight_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_LightLegs_Demon,@Skin_LightLegs_Demon_MasterName,Armor,,@Skin_LightLegs_Demon_Description,EquippableLegs,,,,,,,,,,GenericItemSkin,,,,,,,,,,,,,,,,,,,,,,,m_demonlight_legs,f_demonlight_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_LightFeet_Demon,@Skin_LightFeet_Demon_MasterName,Armor,,@Skin_LightFeet_Demon_Description,EquippableFeet,,,,,,,,,,GenericItemSkin,,,,,,,,,,,,,,,,,,,,,,,m_demonlight_feet,f_demonlight_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_MediumHead_Angel,@Skin_MediumHead_Angel_MasterName,Armor,,@Skin_MediumHead_Angel_Description,EquippableHead,,,,,,,,,,GenericItemSkin,,,,,,,,,,,,,,,,,,,,,,,m_angelmedium_head,f_angelmedium_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_MediumChest_Angel,@Skin_MediumChest_Angel_MasterName,Armor,,@Skin_MediumChest_Angel_Description,EquippableChest,,,,,,,,,,GenericItemSkin,,,,,,,,,,,,,,,,,,,,,ChestLong,,m_angelmedium_chest,f_angelmedium_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_MediumHands_Angel,@Skin_MediumHands_Angel_MasterName,Armor,,@Skin_MediumHands_Angel_Description,EquippableHands,,,,,,,,,,GenericItemSkin,,,,,,,,,,,,,,,,,,,,,,,m_angelmedium_gloves,f_angelmedium_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_MediumLegs_Angel,@Skin_MediumLegs_Angel_MasterName,Armor,,@Skin_MediumLegs_Angel_Description,EquippableLegs,,,,,,,,,,GenericItemSkin,,,,,,,,,,,,,,,,,,,,,,,m_angelmedium_legs,f_angelmedium_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_MediumFeet_Angel,@Skin_MediumFeet_Angel_MasterName,Armor,,@Skin_MediumFeet_Angel_Description,EquippableFeet,,,,,,,,,,GenericItemSkin,,,,,,,,,,,,,,,,,,,,,,,m_angelmedium_feet,f_angelmedium_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_HeavyHead_Angel,@Skin_HeavyHead_Angel_MasterName,Armor,,@Skin_HeavyHead_Angel_Description,EquippableHead,,,,,,,,,,GenericItemSkin,,,,,,,,,,,,,,,,,,,,,,,m_angelheavy_head,f_angelheavy_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_HeavyChest_Angel,@Skin_HeavyChest_Angel_MasterName,Armor,,@Skin_HeavyChest_Angel_Description,EquippableChest,,,,,,,,,,GenericItemSkin,,,,,,,,,,,,,,,,,,,,,ChestLong,,m_angelheavy_chest,f_angelheavy_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_HeavyHands_Angel,@Skin_HeavyHands_Angel_MasterName,Armor,,@Skin_HeavyHands_Angel_Description,EquippableHands,,,,,,,,,,GenericItemSkin,,,,,,,,,,,,,,,,,,,,,,,m_angelheavy_gloves,f_angelheavy_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_HeavyLegs_Angel,@Skin_HeavyLegs_Angel_MasterName,Armor,,@Skin_HeavyLegs_Angel_Description,EquippableLegs,,,,,,,,,,GenericItemSkin,,,,,,,,,,,,,,,,,,,,,,,m_angelheavy_legs,f_angelheavy_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_HeavyFeet_Angel,@Skin_HeavyFeet_Angel_MasterName,Armor,,@Skin_HeavyFeet_Angel_Description,EquippableFeet,,,,,,,,,,GenericItemSkin,,,,,,,,,,,,,,,,,,,,,,,m_angelheavy_feet,f_angelheavy_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Head_RobinHood,@Skin_Head_RobinHood_MasterName,Armor,,@Skin_Head_RobinHood_Description,EquippableHead,,,,,,,,,,GenericItemSkin,,,,,,,,,,,,,,,,,,,,,,,m_robinHood_head,f_robinHood_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_RobinHood,@Skin_Chest_RobinHood_MasterName,Armor,,@Skin_Chest_RobinHood_Description,EquippableChest,,,,,,,,,,GenericItemSkin,,,,,,,,,,,,,,,,,,,,,ChestLong,,m_robinHood_chest,f_robinHood_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Hands_RobinHood,@Skin_Hands_RobinHood_MasterName,Armor,,@Skin_Hands_RobinHood_Description,EquippableHands,,,,,,,,,,GenericItemSkin,,,,,,,,,,,,,,,,,,,,,,,m_robinHood_hands,f_robinHood_hands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Legs_RobinHood,@Skin_Legs_RobinHood_MasterName,Armor,,@Skin_Legs_RobinHood_Description,EquippableLegs,,,,,,,,,,GenericItemSkin,,,,,,,,,,,,,,,,,,,,,,,m_robinHood_legs,f_robinHood_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Feet_RobinHood,@Skin_Feet_RobinHood_MasterName,Armor,,@Skin_Feet_RobinHood_Description,EquippableFeet,,,,,,,,,,GenericItemSkin,,,,,,,,,,,,,,,,,,,,,,,m_robinHood_feet,f_robinHood_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AmuletIsabellaT1,@AmuletIsabellaT1_MasterName,Armor,,@AmuletIsabellaT1_Description,EquippableAmulet+Jewelry,,,,1,1,100,100,200,1,AmuletCONT2,,,,1,0,PerkID_Stat_ArmorSentry,PerkID_Weapon_DmgLost,,,,,,,,,3,,1,1,1,,UI_Armor,,,,,,,,,lyshineui/images/icons/items/Armor/AmuletIsabellaT1.png,lyshineui/images/icons/items_hires/AmuletIsabellaT1.png,1,0,,,,,,0,,1,0.5,SalvageLarge_MetalPreciousT2,SalvageLarge_MetalPreciousT2,,,,,,,,,,,150,0.12,0,1,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,
Skin_Chest_ClothT5Var2,@Skin_Chest_ClothT5Var2_MasterName,Armor,,@Skin_Chest_ClothT5Var2_Description,EquippableChest,,,,,,,,,,GenericItemSkin,,,,,,,,,,,,,,,,,,,,,ChestLong,,m_clotht5var2_chest,f_clotht5var2_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Feet_ClothT5Var2,@Skin_Feet_ClothT5Var2_MasterName,Armor,,@Skin_Feet_ClothT5Var2_Description,EquippableFeet,,,,,,,,,,GenericItemSkin,,,,,,,,,,,,,,,,,,,,,,,m_clotht5var2_feet,f_clotht5var2_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Hands_ClothT5Var2,@Skin_Hands_ClothT5Var2_MasterName,Armor,,@Skin_Hands_ClothT5Var2_Description,EquippableHands,,,,,,,,,,GenericItemSkin,,,,,,,,,,,,,,,,,,,,,,,m_clotht5var2_hands,f_clotht5var2_hands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Head_ClothT5Var2,@Skin_Head_ClothT5Var2_MasterName,Armor,,@Skin_Head_ClothT5Var2_Description,EquippableHead,,,,,,,,,,GenericItemSkin,,,,,,,,,,,,,,,,,,,,,,,m_clotht5var2_head,f_clotht5var2_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Legs_ClothT5Var2,@Skin_Legs_ClothT5Var2_MasterName,Armor,,@Skin_Legs_ClothT5Var2_Description,EquippableLegs,,,,,,,,,,GenericItemSkin,,,,,,,,,,,,,,,,,,,,,,,m_clotht5var2_legs,f_clotht5var2_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_SorcererHunterVar2,@Skin_Chest_SorcererHunterVar2_MasterName,Armor,,@Skin_Chest_SorcererHunterVar2_Description,EquippableChest,,,,,,,,,,GenericItemSkin,,,,,,,,,,,,,,,,,,,,,ChestLong,,m_sorcererHunterVar2_chest,f_sorcererHunterVar2_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
