Id,GravityMod,UphillAngleThreshold,UphillSpeedAccelScaler,DownhillAngleThreshold,DownhillSpeedAccelScaler,DashSpeedScaler,DashAccelScaler,StaminaMax,StaminaRegenRate,StaminaDrainRate,StaminaLightHitThreshold,StaminaLightHitCost,StaminaHeavyHitThreshold,StaminaHeavyHitCost,StaminaHitRegenDelay,OnRoadMaxSpeed,OffRoadMaxSpeed,InVeryShallowWaterMaxSpeed,InShallowWaterMaxSpeed,InDeepWaterMaxSpeed,OnRoadMinSpeed,OffRoadMinSpeed,OnRoadWalkSpeed,OnRoadSlowWalkSpeed,OffRoadWalkSpeed,OffRoadSlowWalkSpeed,OnRoadAccel,OffRoadAccel,OnRoadDecel,OffRoadDecel,OnRoadTurnRateMinSpeed,OnRoadTurnRateMinSpeedGamepad,OffRoadTurnRateMinSpeed,OffRoadTurnRateMinSpeedGamepad,OnRoadTurnRateMidSpeed,OnRoadTurnRateMidSpeedGamepad,OffRoadTurnRateMidSpeed,OffRoadTurnRateMidSpeedGamepad,OnRoadTurnRateMaxSpeed,OnRoadTurnRateMaxSpeedGamepad,OffRoadTurnRateMaxSpeed,OffRoadTurnRateMaxSpeedGamepad,OnRoadTurnRateAtMinSpeed,OnRoadTurnRateAtMinSpeedGamepad,OffRoadTurnRateAtMinSpeed,OffRoadTurnRateAtMinSpeedGamepad,OnRoadTurnRateAtMidSpeed,OnRoadTurnRateAtMidSpeedGamepad,OffRoadTurnRateAtMidSpeed,OffRoadTurnRateAtMidSpeedGamepad,OnRoadTurnRateAtMaxSpeed,OnRoadTurnRateAtMaxSpeedGamepad,OffRoadTurnRateAtMaxSpeed,OffRoadTurnRateAtMaxSpeedGamepad,OnRoadWalkAccel,OffRoadWalkAccel,OnRoadWalkDecel,OffRoadWalkDecel,OnRoadWalkTurnRate,OffRoadWalkTurnRate,InVeryShallowWaterMinSpeed,InVeryShallowWaterAccel,InVeryShallowWaterDecel,InVeryShallowWaterTurnRateMinSpeed,InVeryShallowWaterTurnRateMinSpeedGamepad,InVeryShallowWaterTurnRateMidSpeed,InVeryShallowWaterTurnRateMidSpeedGamepad,InVeryShallowWaterTurnRateMaxSpeed,InVeryShallowWaterTurnRateMaxSpeedGamepad,InVeryShallowWaterTurnRateAtMinSpeed,InVeryShallowWaterTurnRateAtMinSpeedGamepad,InVeryShallowWaterTurnRateAtMidSpeed,InVeryShallowWaterTurnRateAtMidSpeedGamepad,InVeryShallowWaterTurnRateAtMaxSpeed,InVeryShallowWaterTurnRateAtMaxSpeedGamepad,InVeryShallowWaterWalkSpeed,InVeryShallowWaterSlowWalkSpeed,InVeryShallowWaterWalkAccel,InVeryShallowWaterWalkDecel,InVeryShallowWaterWalkTurnRate,InShallowWaterMinSpeed,InShallowWaterAccel,InShallowWaterDecel,InShallowWaterTurnRateMinSpeed,InShallowWaterTurnRateMinSpeedGamepad,InShallowWaterTurnRateMidSpeed,InShallowWaterTurnRateMidSpeedGamepad,InShallowWaterTurnRateMaxSpeed,InShallowWaterTurnRateMaxSpeedGamepad,InShallowWaterTurnRateAtMinSpeed,InShallowWaterTurnRateAtMinSpeedGamepad,InShallowWaterTurnRateAtMidSpeed,InShallowWaterTurnRateAtMidSpeedGamepad,InShallowWaterTurnRateAtMaxSpeed,InShallowWaterTurnRateAtMaxSpeedGamepad,InShallowWaterWalkSpeed,InShallowWaterSlowWalkSpeed,InShallowWaterWalkAccel,InShallowWaterWalkDecel,InShallowWaterWalkTurnRate,InDeepWaterMinSpeed,InDeepWaterAccel,InDeepWaterDecel,InDeepWaterTurnRateMinSpeed,InDeepWaterTurnRateMinSpeedGamepad,InDeepWaterTurnRateMidSpeed,InDeepWaterTurnRateMidSpeedGamepad,InDeepWaterTurnRateMaxSpeed,InDeepWaterTurnRateMaxSpeedGamepad,InDeepWaterTurnRateAtMinSpeed,InDeepWaterTurnRateAtMinSpeedGamepad,InDeepWaterTurnRateAtMidSpeed,InDeepWaterTurnRateAtMidSpeedGamepad,InDeepWaterTurnRateAtMaxSpeed,InDeepWaterTurnRateAtMaxSpeedGamepad,InDeepWaterWalkSpeed,InDeepWaterSlowWalkSpeed,InDeepWaterWalkAccel,InDeepWaterWalkDecel,InDeepWaterWalkTurnRate
ConfigMountRiding_108,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,10.605,8.034,7.6323,6.363,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_109,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,10.62,8.046,7.6437,6.372,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_110,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,10.635,8.058,7.6551,6.381,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_111,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,10.65,8.07,7.6665,6.39,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_112,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,10.665,8.082,7.6779,6.399,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_113,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,10.68,8.094,7.6893,6.408,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_114,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,10.695,8.106,7.7007,6.417,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_115,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,10.71,8.118,7.7121,6.426,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_116,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,10.725,8.13,7.7235,6.435,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_117,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,10.74,8.142,7.7349,6.444,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_118,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,10.755,8.154,7.7463,6.453,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_119,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,10.77,8.166,7.7577,6.462,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_120,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,10.785,8.178,7.7691,6.471,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_121,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,10.8,8.19,7.7805,6.48,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_122,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,10.815,8.202,7.7919,6.489,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_123,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,10.83,8.214,7.8033,6.498,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_124,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,10.845,8.226,7.8147,6.507,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_125,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,10.86,8.238,7.8261,6.516,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_126,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,10.875,8.25,7.8375,6.525,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_127,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,10.89,8.262,7.8489,6.534,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_128,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,10.905,8.274,7.8603,6.543,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_129,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,10.92,8.286,7.8717,6.552,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_130,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,10.935,8.298,7.8831,6.561,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_131,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,10.95,8.31,7.8945,6.57,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_132,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,10.965,8.322,7.9059,6.579,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_133,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,10.98,8.334,7.9173,6.588,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_134,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,10.995,8.346,7.9287,6.597,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_135,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,11.01,8.358,7.9401,6.606,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_136,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,11.025,8.37,7.9515,6.615,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_137,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,11.04,8.382,7.9629,6.624,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
