Name,Default,Player,Flesh,FleshHead,Armor,ArmorHead,Damned,Dryad,Ghost,Turkey,Skeleton,AncientGuardian,GhostCharred,GhostFrozen,GhostShipwrecked,GhostHanged,GhostPlagued,BearElemental,Bear,Regurgitator,SprigganForest,CorruptedEntity,BlightFiend,FrostWolf,EarthWolf,Lost,Withered,Dynasty,DunePhantom,AnubianGuardianBrute,AnubianGuardianBruteShield,AENaga,AnubianLocustScarab,Sun,MageArcaneShield,RockNPC,EvilKnightFireChampion,AngryEarth,Upyr,Leviathan
IceGauntlet_Proj_Heavy+Resist,IceGauntletResist,IceGauntletPlayerResist,IceGauntletResist,IceGauntletResist,IceGauntletResist,IceGauntletResist,IceGauntletResist,IceGauntletResist,IceGauntletResist,IceGauntletResist,IceGauntletResist,IceGauntletResist,IceGauntletResist,IceGauntletResist,IceGauntletResist,IceGauntletResist,IceGauntletResist,IceGauntletResist,IceGauntletResist,IceGauntletResist,IceGauntletResist,IceGauntletResist,IceGauntletResist,IceGauntletResist,IceGauntletResist,IceGauntletResist,IceGauntletResist,IceGauntletResist,IceGauntletResist,IceGauntletResist,Play_Imp_Proj_SandElementalShield,IceGauntletResist,IceGauntletResist,IceGauntletResist,Play_Imp_Proj_HolyShield,IceGauntletResist,IceGauntletResist,IceGauntletResist,,IceGauntletResist
IceGauntlet_Proj+Crit,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_Proj_HolyShield,Play_Imp_IceGauntlet,Play_Imp_EvilKnightFireChampion,Play_Imp_IceGauntlet,,Play_Imp_LeviathanBody
IceGauntlet_Proj_Heavy+Crit,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_Proj_HolyShield,Play_Imp_IceGauntlet,Play_Imp_EvilKnightFireChampion,Play_Imp_IceGauntlet,,Play_Imp_LeviathanBody
VoidGauntlet_Proj,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_Proj_HolyShield,Play_Imp_VoidGauntlet,Play_Imp_EvilKnightFireChampion,Play_Imp_VoidGauntlet,,Play_Imp_LeviathanBody
VoidGauntlet_Proj_Heavy,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_Proj_HolyShield,Play_Imp_VoidGauntlet,Play_Imp_EvilKnightFireChampion,Play_Imp_VoidGauntlet,,Play_Imp_LeviathanBody
VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_EvilKnightFireChampion,Play_Imp_VoidGauntlet_Blade,,Play_Imp_LeviathanBody
VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_EvilKnightFireChampion,Play_Imp_VoidGauntlet_Special,,Play_Imp_LeviathanBody
VoidGauntlet_Rupture,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_EvilKnightFireChampion,Play_Imp_VoidGauntlet_Special,,Play_Imp_LeviathanBody
VoidGauntlet_Proj+Resist,VoidGauntletResist,VoidGauntletPlayerResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,Play_Imp_Proj_SandElementalShield,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,Play_Imp_Proj_HolyShield,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,,
VoidGauntlet_Proj+Crit,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_Proj_HolyShield,Play_Imp_VoidGauntlet,Play_Imp_EvilKnightFireChampion,Play_Imp_VoidGauntlet,,Play_Imp_LeviathanBody
VoidGauntlet_Proj_Heavy+Crit,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_VoidGauntlet,Play_Imp_Proj_HolyShield,Play_Imp_VoidGauntlet,Play_Imp_EvilKnightFireChampion,Play_Imp_VoidGauntlet,,Play_Imp_LeviathanBody
VoidGauntlet_Proj_Heavy+Resist,VoidGauntletResist,VoidGauntletPlayerResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,Play_Imp_Proj_SandElementalShield,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,Play_Imp_Proj_HolyShield,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,,VoidGauntletResist
VoidGauntlet_Blade+Resist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,Play_Imp_Proj_SandElementalShield,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,,VoidGauntletBladeResist
VoidGauntlet_Blade+Crit,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_EvilKnightFireChampion,Play_Imp_VoidGauntlet_Blade,,Play_Imp_LeviathanBody
VoidGauntlet_Rupture+Crit,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_EvilKnightFireChampion,Play_Imp_VoidGauntlet_Special,,Play_Imp_LeviathanBody
VoidGauntlet_Rupture+Resist,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_EvilKnightFireChampion,Play_Imp_VoidGauntlet_Special,,Play_Imp_LeviathanBody
VoidGauntlet_Special+Crit,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_EvilKnightFireChampion,Play_Imp_VoidGauntlet_Special,,Play_Imp_LeviathanBody
VoidGauntlet_Special+Resist,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_EvilKnightFireChampion,Play_Imp_VoidGauntlet_Special,,Play_Imp_LeviathanBody
Blunderbuss,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Armor,Play_Imp_Bullet_Armor,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Ghost,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Skeleton,Play_Imp_Bullet_Skeleton,Play_Imp_Bullet_Ghost,Play_Imp_Bullet_Ghost,Play_Imp_Bullet_Ghost,Play_Imp_Bullet_Ghost,Play_Imp_Bullet_Ghost,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Proj_HolyShield,Play_Imp_Bullet_Skeleton,Play_Imp_Bullet_Armor,Play_Imp_Bullet_Flesh,,
Blunderbuss_Claw,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Ghost,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Skeleton,Play_Imp_Bullet_Skeleton,Play_Imp_Bullet_Ghost,Play_Imp_Bullet_Ghost,Play_Imp_Bullet_Ghost,Play_Imp_Bullet_Ghost,Play_Imp_Bullet_Ghost,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Proj_HolyShield,Play_Imp_Bullet_Skeleton,Play_Imp_Bullet_Armor,Play_Imp_Bullet_Flesh,,
Blunderbuss_Net,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Armor,Play_Imp_Bullet_Armor,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Ghost,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Skeleton,Play_Imp_Bullet_Skeleton,Play_Imp_Bullet_Ghost,Play_Imp_Bullet_Ghost,Play_Imp_Bullet_Ghost,Play_Imp_Bullet_Ghost,Play_Imp_Bullet_Ghost,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Proj_HolyShield,Play_Imp_Bullet_Skeleton,Play_Imp_Bullet_Armor,Play_Imp_Bullet_Flesh,,
