WeaponAppearanceID,Name,Description,ItemClass,Art ID Names,Weapon Material name Info,MeshOverride,SkinOverride1,MaterialOverride1,SkinOverride2,MaterialOverride2,SkinOverride3,MaterialOverride3,SkinOverride4,MaterialOverride4,MaskRColor,MaskROverride,MaskR,MaskGColor,MaskGOverride,MaskG,MaskBColor,MaskBOverride,MaskB,MaskASpecColor,MaskASpec,MaskAGlossShift,MaskAGloss,EmissiveColor,EmissiveIntensity,SoundTableID,IconCaptureGroup,IconPath,HiResIconPath
URBassDarkFaeT5,@URBassDarkFaeT5_TransmogName,@Skin_UprightBass_DarkFae_Description,EquippableTool+InstrumentUprightBass,bassDarkFae,DarkFae,Objects/Instruments/URBasses/URBassDarkFae/musi_urba_urbassDarkFae.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_UprightBass,Bass,lyshineui/images/icons/items/MusicalActions/URBassDarkFaeT5.png,lyshineui/images/icons/items_hires/URBassDarkFaeT5.png
AzothFluteDarkFaeT5,@AzothFluteDarkFaeT5_TransmogName,@Skin_Flute_DarkFae_Description,EquippableTool+InstrumentFlute,fluteDarkFae,DarkFae,Objects/Instruments/AzothFlutes/AzothFluteDarkFae/musi_azfl_azothfluteDarkFae.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_Flute,Flute,lyshineui/images/icons/items/MusicalActions/AzothFluteDarkFaeT5.png,lyshineui/images/icons/items_hires/AzothFluteDarkFaeT5.png
DrumsDarkFaeT5,,,,drumDarkFae,DarkFae,,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_Drums,Drum,,
MandolinWinterConvergenceT5,@MandolinWinterConvergenceT5_TransmogName,@Skin_Mandolin_WinterConvergence_Description,EquippableTool+InstrumentMandolin,mandolinWinterConvergence,WinterConvergence,objects/instruments/mandolins/mandolinWinterConvergence/musi_mand_mandolinWinterConvergence.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_Mandolin,Mandolin,lyshineui/images/icons/items/MusicalActions/MandolinWinterConvergenceT5.png,lyshineui/images/icons/items_hires/MandolinWinterConvergenceT5.png
GuitarWinterConvergenceT5,@GuitarWinterConvergenceT5_TransmogName,@Skin_Guitar_WinterConvergence_Description,EquippableTool+InstrumentGuitar,guitarWinterConvergence,WinterConvergence,objects/instruments/guitars/guitarWinterConvergence/musi_guit_guitarWinterConvergence.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_Guitar,Guitar,lyshineui/images/icons/items/MusicalActions/GuitarWinterConvergenceT5.png,lyshineui/images/icons/items_hires/GuitarWinterConvergenceT5.png
URBassWinterConvergenceT5,@URBassWinterConvergenceT5_TransmogName,@Skin_UprightBass_WinterConvergence_Description,EquippableTool+InstrumentUprightBass,bassWinterConvergence,WinterConvergence,objects/instruments/URBasses/urbassWinterConvergence/musi_urba_urbassWinterConvergence.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_UprightBass,Bass,lyshineui/images/icons/items/MusicalActions/URBassWinterConvergenceT5.png,lyshineui/images/icons/items_hires/URBassWinterConvergenceT5.png
AzothFluteWinterConvergenceT5,@AzothFluteWinterConvergenceT5_TransmogName,@Skin_Flute_WinterConvergence_Description,EquippableTool+InstrumentFlute,fluteWinterConvergence,WinterConvergence,objects/Instruments/azothflutes/azothfluteWinterConvergence/musi_azfl_azothfluteWinterConvergence.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_Flute,Flute,lyshineui/images/icons/items/MusicalActions/AzothFluteWinterConvergenceT5.png,lyshineui/images/icons/items_hires/AzothFluteWinterConvergenceT5.png
DrumsWinterConvergenceT5,@DrumsWinterConvergenceT5_TransmogName,@Skin_Drum_WinterConvergence_Description,EquippableTool+InstrumentDrums,drumWinterConvergence,WinterConvergence,objects/instruments/drums/drumsWinterConvergence/musi_drums_drumsWinterConvergence.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_Drums,Drum,lyshineui/images/icons/items/MusicalActions/DrumsWinterConvergenceT5.png,lyshineui/images/icons/items_hires/DrumsWinterConvergenceT5.png
GuitarFirelightT5,@GuitarFirelightT5_TransmogName,@Skin_Mar2023_GuitarFirelightT5_Description,EquippableTool+InstrumentGuitar,guitarFirelight,Firelight,objects/instruments/guitars/guitarFirelight/musi_guit_guitarFirelight.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_Guitar,Guitar,lyshineui/images/icons/items/MusicalActions/GuitarFirelightT5.png,lyshineui/images/icons/items_hires/GuitarFirelightT5.png
URBassFirelightT5,@URBassFirelightT5_TransmogName,@Skin_Mar2023_URBassFirelightT5_Description,EquippableTool+InstrumentUprightBass,bassFirelight,Firelight,objects/instruments/URBasses/urbassFirelight/musi_urba_urbassFirelight.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_UprightBass,Bass,lyshineui/images/icons/items/MusicalActions/URBassFirelightT5.png,lyshineui/images/icons/items_hires/URBassFirelightT5.png
DrumsFirelightT5,@DrumsFirelightT5_TransmogName,@Skin_Mar2023_DrumsFirelightT5_Description,EquippableTool+InstrumentDrums,drumFirelight,Firelight,objects/instruments/drums/drumsFirelight/musi_drums_drumsFirelight.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_Drums,Drum,lyshineui/images/icons/items/MusicalActions/DrumsFirelightT5.png,lyshineui/images/icons/items_hires/DrumsFirelightT5.png
