ItemID,Loc Note,DerivedFromText,DerivedFromIcon,RefinedAtText,RefinedAtLabelText,RefinedAtIcon,CanBeCraftedTextsSmall,CanBeCraftedIconsSmall,SpecialInstructions,UsedAtTexts,UsedAtIcons,CommonUsesLabelText,CommonUsesTextsLarge,CommonUsesIconsLarge,CommonUsesItemsLarge,CommonUsesTextsSmall,CommonUsesIconsSmall,CommonUsesItemsSmall,CanBeCraftedTextsLarge,CanBeCraftedIconsLarge,ResourcesLabelText,ResourcesTexts,ResourcesIcons,ResourcesAmounts,RefineryInputText,RefineryInputIcon,RefineryInputAmount,RefineryOutputText,RefineryOutputIcon,RefineryOutputAmount,MainHeaderIcon,ResourcesHeaderIcon
TransmutationCatalystT4,Faction Shop,@TransmutationCatalystT4_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TransmutationCatalystT5,Faction Shop,@TransmutationCatalystT5_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ReagentConverterT3,Faction Shop,@ReagentConverterT3_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ReagentConverterT4,Faction Shop,@ReagentConverterT4_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ReagentConverterT5,Faction Shop,@ReagentConverterT5_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BasilT1,Herb Plants,@BasilT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SaffronT1,Herb Plants,@SaffronT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThymeT1,Herb Plants,@ThymeT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OreganoT1,Herb Plants,@OreganoT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DillT1,Herb Plants,@DillT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ParsleyT1,Herb Plants,@ParsleyT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RosemaryT1,Herb Plants,@RosemaryT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TarragonT1,Herb Plants,@TarragonT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SageT1,Herb Plants,@SageT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MintT1,Herb Plants,@MintT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PeppercornT1,Herb Plants,@PeppercornT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CinnamonT1,Herb Plants,@CinnamonT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NutmegT1,Herb Plants,@NutmegT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PaprikaT1,Herb Plants,@PaprikaT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GingerT1,Herb Plants,@GingerT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GarlicT1,Herb Plants,@GarlicT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SaltT1,Provision Containers,@SaltT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SugarT1,Provision Containers,@SugarT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SeasoningBlendT1,Kitchen Tier 2,@SeasoningBlendT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeatGameT1,Rabbits,@MeatGameT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VenisonT1,Elk,@VenisonT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PorkT1,"Boar,Pigs",@PorkT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurkeyBreastT1,"Turkey,Uncommon",@TurkeyBreastT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurkeyThighT1,"Turkey,Uncommon",@TurkeyThighT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BearFlankT1,"Bear,Rare",@BearFlankT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HamHockT1,"Boar,Rare",@HamHockT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RabbitT1,"Rabbits,Rare",@RabbitT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VenisonTenderloinT1,"Elk,Rare",@VenisonTenderloinT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WolfLoinT1,"Wolves,Rare",@WolfLoinT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrimeRedMeatT1,"Wolves,Bears,Cows,Sheep,Goats,Cats,Alligators,Bison,Rare",@PrimeRedMeatT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PorkBellyT1,"Boar,Rare",@PorkBellyT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FishRoeT1,"Sturgeon,Paddlefish",@FishRoeT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeatSquidT1,Squid,@MeatSquidT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FishOilT1,"Fish,Uncommon",@FishOilT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SquidInkT1,Squid,@SquidInkT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WaterT1,"FreshwaterSources,Wells",@WaterT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RedMeatT1,"Wolves,Bears,Cows,Sheep,Goats,Cats,Alligators,Bison",@RedMeatT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FishT1,Common Fish,@FishT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FishT2,Uncommon Fish,@FishT2_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FishT3,Rare Fish,@FishT3_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FishT4,Epic Fish,@FishT4_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WheatT1,Wheat Plants,@WheatT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RiceT1,Provision Containers,@RiceT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EggT1,"Turkey,TurkeyNest",@EggT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PoultryT1,Turkey,@PoultryT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StrawberryT1,Strawberry Plants,@StrawberryT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CranberryT1,Cranberry Plants,@CranberryT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BroccoliT1,Broccoli Plants,@BroccoliT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MelonT1,Melon Plants,@MelonT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SquashT1,Squash Plants,@SquashT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NutT1,Nut Clusters,@NutT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BerryT1,Berry Bushes,@BerryT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BarleyT1,Barley Plants,@BarleyT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PotatoT1,Potato Plants,@PotatoT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CornT1,Corn Stalks,@CornT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CarrotT1,Carrot Plants,@CarrotT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CabbageT1,Cabbage Plants,@CabbageT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HoneyT1,Bees Nests and Honey Trees,@HoneyT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MushroomT1,"Sporebloom,Toadpot,andanyotherFungi",@MushroomT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CauliflowerT1,Provision Containers,@CauliflowerT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FlourT1,Kitchen Tier 2,@FlourT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CookingOilT1,Kitchen Tier 2,@CookingOilT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CheeseT1,Provision Containers,@CheeseT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BreadT1,Kitchen Tier 2,@BreadT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SausageT1,Kitchen Tier 2,@SausageT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PastaT1,Kitchen Tier 2,@PastaT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PastryCrustT1,Kitchen Tier 2,@PastryCrustT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ButterT1,Kitchen Tier 2,@ButterT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OrangeT1,Provision Containers,@OrangeT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LemonT1,Provision Containers,@LemonT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AppleT1,Provision Containers,@AppleT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StringBeanT1,Provision Containers,@StringBeanT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CoconutT1,Provision Containers,@CoconutT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YeastT1,Provision Containers,@YeastT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MilkT1,Provision Containers,@MilkT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TomatoT1,Provision Containers,@TomatoT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OnionT1,Provision Containers,@OnionT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueberryT1,Blueberry Bushes,@BlueberryT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EnrichedRedMeatT5,Animals in the Brimstone Sands territory,@EnrichedRedMeatT5_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EnrichedMeatPortionT5,Kitchen Tier 2,@EnrichedMeatPortionT5_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ArmadilloMeatT5,Armadillos,@ArmadilloMeatT5_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ScorpionMeatT5,Scorpions,@ScorpionMeatT5_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FishSauceT1,Kitchen Tier 2,@FishSauceT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VoidPitcherT1,Void Pitcher Fungus,@VoidPitcherT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SpinecapT1,Spinecap Fungus,@SpinecapT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BumbleblossomT1,Bumbleblossom Fungus,@BumbleblossomT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TanglewispT1,Tanglewisp Fungus,@TanglewispT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ToadpotT1,Toadpot Fungus,@ToadpotT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PetalcapT1,Petalcap Fungus,@PetalcapT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TubecapT1,Tubecap Fungus,@TubecapT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SporebloomT1,Sporebloom Fungus,@SporebloomT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PlatecapT1,Platecap Fungus,@PlatecapT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TendrilspineT1,Tendrilspine Fungus,@TendrilspineT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShellbedT1,Shellbed Fungus,@ShellbedT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BloodsporeT1,Bloodspore Fungus,@BloodsporeT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TwistcapT1,Twistcap Fungus,@TwistcapT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GillflowerT1,Gillflower Fungus,@GillflowerT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SuncreeperT1,Suncreeper Fungus,@SuncreeperT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FungalSlimeT1,Any Fungi,@FungalSlimeT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FungalSporesT1,Any Fungi,@FungalSporesT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MushroomFinsT1,Any Fungi,@MushroomFinsT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GlowingCapT1,Any Fungi,@GlowingCapT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ToadstoolFringeT1,Any Fungi,@ToadstoolFringeT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PaddlefishGillsT1,Paddlefish,@PaddlefishGillsT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodEyeT1,Cod,@CodEyeT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HalibutVisceraT1,Halibut,@HalibutVisceraT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CatfishWhiskersT1,Catfish,@CatfishWhiskersT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SnailSlimeT1,Snail,@SnailSlimeT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SculpinScalesT1,Sculpin,@SculpinScalesT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FrogfishTailT1,Frogfish,@FrogfishTailT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StarfishT1,Starfish,@StarfishT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AzothWaterT1,Azoth Water Seeps,@AzothWaterT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AloeGelT1,Succulent Plants,@AloeGelT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HerbT1,Herb Plants,@HerbT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ReedT1,Bulrush Plants,@ReedT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BulrushCobT1,Bulrush Plants,@BulrushCobT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThornyVineT1,Briar Plants,@ThornyVineT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BriarBudsT1,Briar Plants,@BriarBudsT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LodestoneFireT1,Scorchstone,@LodestoneFireT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LodestoneWaterT1,Springstone,@LodestoneWaterT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LodestoneDeathT1,Blightcrag,@LodestoneDeathT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LodestoneSoulT1,Soulspire,@LodestoneSoulT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LodestoneEarthT1,Earthcrag,@LodestoneEarthT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LodestoneAirT1,Shockspire,@LodestoneAirT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LodestoneLifeT1,Lifejewel,@LodestoneLifeT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EarthshellTailT1,Earthshell Turtle,@EarthshellTailT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SalamanderSlimeT1,Salamander Snail,@SalamanderSlimeT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightningBeetleWingsT1,Lightning Beetle,@LightningBeetleWingsT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SpinefishFinsT1,Floating Spinefish,@SpinefishFinsT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LifemothEyesT1,Lifemoth,@LifemothEyesT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SoulwyrmTongueT1,Soulwyrm,@SoulwyrmTongueT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlightmothDustT1,Blightmoth,@BlightmothDustT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlightrootT1,Blightroot Plant,@BlightrootT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlightrootT2,Blightroot Plant,@BlightrootT2_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlightrootT3,Blightroot Plant,@BlightrootT3_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DragongloryT1,Dragonglory Plant,@DragongloryT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DragongloryT2,Dragonglory Plant,@DragongloryT2_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DragongloryT3,Dragonglory Plant,@DragongloryT3_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EarthspineT1,Earthspine Plant,@EarthspineT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EarthspineT2,Earthspine Plant,@EarthspineT2_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EarthspineT3,Earthspine Plant,@EarthspineT3_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LifebloomT1,Lifebloom Plant,@LifebloomT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LifebloomT2,Lifebloom Plant,@LifebloomT2_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LifebloomT3,Lifebloom Plant,@LifebloomT3_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RivercressT1,Rivercress Plant,@RivercressT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RivercressT2,Rivercress Plant,@RivercressT2_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RivercressT3,Rivercress Plant,@RivercressT3_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShockbulbT1,Shockbulb Plant,@ShockbulbT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShockbulbT2,Shockbulb Plant,@ShockbulbT2_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShockbulbT3,Shockbulb Plant,@ShockbulbT3_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SoulsproutT1,Soulsprout Plant,@SoulsproutT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SoulsproutT2,Soulsprout Plant,@SoulsproutT2_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SoulsproutT3,Soulsprout Plant,@SoulsproutT3_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AlchemyEarthT1,"Earthspine,Earthcrag,EarthshellTurtle",@AlchemyEarthT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AlchemyEarthT2,Arcane Repository,,,@AlchemyEarthT2_RefinedAt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AlchemyEarthT3,Arcane Repository,,,@AlchemyEarthT3_RefinedAt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AlchemyFireT1,"Dragonglory,Scorchstone,SalamanderSnail",@AlchemyFireT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AlchemyFireT2,Arcane Repository,,,@AlchemyFireT2_RefinedAt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AlchemyFireT3,Arcane Repository,,,@AlchemyFireT3_RefinedAt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AlchemyAirT1,"Shockbulb,Shockspire,LightningBeetle",@AlchemyAirT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AlchemyAirT2,Arcane Repository,,,@AlchemyAirT2_RefinedAt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AlchemyAirT3,Arcane Repository,,,@AlchemyAirT3_RefinedAt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AlchemyWaterT1,"Rivercress,Springstone,FoatingSpinefish",@AlchemyWaterT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AlchemyWaterT2,Arcane Repository,,,@AlchemyWaterT2_RefinedAt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AlchemyWaterT3,Arcane Repository,,,@AlchemyWaterT3_RefinedAt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AlchemySpiritT1,"Soulsprout,Soulspire,Soulwyrm",@AlchemySpiritT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AlchemySpiritT2,Arcane Repository,,,@AlchemySpiritT2_RefinedAt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AlchemySpiritT3,Arcane Repository,,,@AlchemySpiritT3_RefinedAt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AlchemyLifeT1,"Lifebloom,Lifejewel,Lifemoth",@AlchemyLifeT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AlchemyLifeT2,Arcane Repository,,,@AlchemyLifeT2_RefinedAt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AlchemyLifeT3,Arcane Repository,,,@AlchemyLifeT3_RefinedAt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AlchemyDeathT1,"Blightroot,Blightcrag,Blightmoth",@AlchemyDeathT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AlchemyDeathT2,Arcane Repository,,,@AlchemyDeathT2_RefinedAt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AlchemyDeathT3,Arcane Repository,,,@AlchemyDeathT3_RefinedAt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EssenceEarthT1,Arcane Repository,,,@EssenceEarthT1_RefinedAt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EssenceFireT1,Arcane Repository,,,@EssenceFireT1_RefinedAt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EssenceAirT1,Arcane Repository,,,@EssenceAirT1_RefinedAt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EssenceWaterT1,Arcane Repository,,,@EssenceWaterT1_RefinedAt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EssenceSpiritT1,Arcane Repository,,,@EssenceSpiritT1_RefinedAt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EssenceLifeT1,Arcane Repository,,,@EssenceLifeT1_RefinedAt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EssenceDeathT1,Arcane Repository,,,@EssenceDeathT1_RefinedAt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STRBonusT1,"Containers,HumanoidEnemies",@STRBonusT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STRBonusT2,Forge Tier 3,,,,,,@STRBonusT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
STRBonusT3,Forge Tier 4,,,,,,@STRBonusT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
STRBonusT4,Forge Tier 5,,,,,,@STRBonusT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
DEXBonusT1,"Containers,HumanoidEnemies",@DEXBonusT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEXBonusT2,Workshop Tier 3,,,,,,@DEXBonusT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
DEXBonusT3,Workshop Tier 4,,,,,,@DEXBonusT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
DEXBonusT4,Workshop Tier 5,,,,,,@DEXBonusT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
INTBonusT1,"Containers,HumanoidEnemies",@INTBonusT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTBonusT2,Arcane Repository Tier 3,,,,,,@INTBonusT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
INTBonusT3,Arcane Repository Tier 4,,,,,,@INTBonusT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
INTBonusT4,Arcane Repository Tier 5,,,,,,@INTBonusT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
CONBonusT1,"Containers,HumanoidEnemies",@CONBonusT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONBonusT2,Outfitter Tier 3,,,,,,@CONBonusT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
CONBonusT3,Outfitter Tier 4,,,,,,@CONBonusT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
CONBonusT4,Outfitter Tier 5,,,,,,@CONBonusT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FOCBonusT1,"Containers,HumanoidEnemies",@FOCBonusT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FOCBonusT2,Arcane Repository Tier 3,,,,,,@FOCBonusT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FOCBonusT3,Arcane Repository Tier 4,,,,,,@FOCBonusT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FOCBonusT4,Arcane Repository Tier 5,,,,,,@FOCBonusT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
STRDEXBonusT1,Wolves,@STRDEXBonusT1_DerivedFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
