VariantID,Visual_Chest,Visual_Loot,GatherableEntryID,LootTableComponent,GatheringRadius,InteractionRadius,DetectableRadius,DepletedPreload,DepletedSFX,DepletedFX,Idle_VFX,MarkerRadius,Name,LoS_Override,MarkerOffset_Z,InteractTag,DepletedFXOffset_Y,DepletedFXOffset_Z,IdleFXOffset_Y,IdleFXOffset_Z,LootLockSlice,Idle_SFX_Preload,Depleted_SFX_Particle_Preload,Depleted_SFX_Offset_Y,Depleted_SFX_Offset_Z,Idle_SFX_Offset_Y,Idle_SFX_Offset_Z,Idle_SFX_Play,Idle_SFX_Stop,AudioPreload_gathering,SFX_Gathering,Required_Progression,LootLockVariant
10WS_DoubloonChestWeekly_Locked,,slices\POIs\LootContainers\10WS_CutlassKeys\Locked_Doubloon_Chest.dynamicslice,10ws_DoubloonChestWeeklyKey,DoubloonChestWeeklyKey,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,Loot.GlyphChest_big_open1,6,@10ws_DoubloonChestWeeklyKey_DisplayName,false,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
10WS_TreasureChest_01,,,LootLargeT3ElitePOI_CutlassTreasure,DoubloonChestPvE_TreasureMap,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,,6,@10ws_DoubloonChestElite_DisplayName,false,-0.5,,,,,,slices\WorldEvents\CutlassKeys\Interact\TreasureChests\WorldEvent_IO_BuriedTreasure_01.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
10WS_BuriedTreasure,,,LootLargeT3ElitePOI_CutlassTreasure,DoubloonChestPvE_TreasureMap,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,,6,@10ws_DoubloonChestElite_DisplayName,false,-0.5,,,,,,slices\WorldEvents\CutlassKeys\Interact\TreasureChests\WorldEvent_IO_BuriedTreasure_01.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
10WS_BuriedTreasure_Stone,,,LootLargeT3ElitePOI_CutlassTreasure,DoubloonChestPvE_TreasureMap,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,,6,@10ws_DoubloonChestElite_DisplayName,false,-0.5,,,,,,slices\WorldEvents\CutlassKeys\Interact\TreasureChests\WorldEvent_IO_BuriedTreasure_Stone.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
10WS_BuriedTreasure_Mining,,,LootLargeT3ElitePOI_CutlassTreasure,DoubloonChestPvE_TreasureMap,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,,6,@10ws_DoubloonChestElite_DisplayName,false,-0.5,,,,,,slices\WorldEvents\CutlassKeys\Interact\TreasureChests\WorldEvent_IO_BuriedTreasure_Mining.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
10WS_BuriedTreasure_Skinning,,,LootLargeT3ElitePOI_CutlassTreasure,DoubloonChestPvE_TreasureMap,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,,6,@10ws_DoubloonChestElite_DisplayName,false,-0.5,,,,,,slices\WorldEvents\CutlassKeys\Interact\TreasureChests\WorldEvent_IO_BuriedTreasure_01.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
10WS_BuriedTreasure_Bush,,,LootLargeT3ElitePOI_CutlassTreasure,DoubloonChestPvE_TreasureMap,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,,6,@10ws_DoubloonChestElite_DisplayName,false,-0.5,,,,,,slices\WorldEvents\CutlassKeys\Interact\TreasureChests\WorldEvent_IO_BuriedTreasure_Bush.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
10WS_BuriedTreasure_Puddle,,,LootLargeT3ElitePOI_CutlassTreasure,DoubloonChestPvE_TreasureMap,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,,6,@10ws_DoubloonChestElite_DisplayName,false,-0.5,,,,,,slices\WorldEvents\CutlassKeys\Interact\TreasureChests\WorldEvent_IO_BuriedTreasure_Puddle.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
10WS_BuriedTreasure_Interact,,,LootLargeT3ElitePOI_CutlassTreasure,DoubloonChestPvE_TreasureMap,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,,6,@10ws_DoubloonChestElite_DisplayName,false,-0.5,,,,,,slices\WorldEvents\CutlassKeys\Interact\TreasureChests\WorldEvent_IO_BuriedTreasure_Interact.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
10WS_BuriedTreasure_Proximity,,,LootLargeT3ElitePOI_CutlassTreasure,DoubloonChestPvE_TreasureMap,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,,6,@10ws_DoubloonChestElite_DisplayName,false,-0.5,,,,,,slices\WorldEvents\CutlassKeys\Interact\TreasureChests\WorldEvent_IO_BuriedTreasure_01.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
10WS_BuriedTreasure_08_01,,,LootLargeT3ElitePOI_CutlassTreasure,DoubloonChestPvE_TreasureMap,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,,6,@10ws_DoubloonChestElite_DisplayName,false,-0.5,,,,,,slices\WorldEvents\CutlassKeys\Interact\TreasureChests\WorldEvent_IO_BuriedTreasure_08_01.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
10WS_BuriedTreasure_Bush_08_02,,,LootLargeT3ElitePOI_CutlassTreasure,DoubloonChestPvE_TreasureMap,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,,6,@10ws_DoubloonChestElite_DisplayName,false,-0.5,,,,,,slices\WorldEvents\CutlassKeys\Interact\TreasureChests\WorldEvent_IO_BuriedTreasure_Bush_08_02.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
10WS_BuriedTreasure_08_03,,,LootLargeT3ElitePOI_CutlassTreasure,DoubloonChestPvE_TreasureMap,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,,6,@10ws_DoubloonChestElite_DisplayName,false,-0.5,,,,,,slices\WorldEvents\CutlassKeys\Interact\TreasureChests\WorldEvent_IO_BuriedTreasure_08_03.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
10WS_BuriedTreasure_Mining_08_04,,,LootLargeT3ElitePOI_CutlassTreasure,DoubloonChestPvE_TreasureMap,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,,6,@10ws_DoubloonChestElite_DisplayName,false,-0.5,,,,,,slices\WorldEvents\CutlassKeys\Interact\TreasureChests\WorldEvent_IO_BuriedTreasure_Mining_08_04.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
10WS_BuriedTreasure_08_05,,,LootLargeT3ElitePOI_CutlassTreasure,DoubloonChestPvE_TreasureMap,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,,6,@10ws_DoubloonChestElite_DisplayName,false,-0.5,,,,,,slices\WorldEvents\CutlassKeys\Interact\TreasureChests\WorldEvent_IO_BuriedTreasure_08_05.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
10WS_BuriedTreasure_08_06,,,LootLargeT3ElitePOI_CutlassTreasure,DoubloonChestPvE_TreasureMap,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,,6,@10ws_DoubloonChestElite_DisplayName,false,-0.5,,,,,,slices\WorldEvents\CutlassKeys\Interact\TreasureChests\WorldEvent_IO_BuriedTreasure_08_06.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
10WS_BuriedTreasure_08_07,,,LootLargeT3ElitePOI_CutlassTreasure,DoubloonChestPvE_TreasureMap,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,,6,@10ws_DoubloonChestElite_DisplayName,false,-0.5,,,,,,slices\WorldEvents\CutlassKeys\Interact\TreasureChests\WorldEvent_IO_BuriedTreasure_08_07.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
10WS_BuriedTreasure_08_08,,,LootLargeT3ElitePOI_CutlassTreasure,DoubloonChestPvE_TreasureMap,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,,6,@10ws_DoubloonChestElite_DisplayName,false,-0.5,,,,,,slices\WorldEvents\CutlassKeys\Interact\TreasureChests\WorldEvent_IO_BuriedTreasure_08_08.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
10WS_BuriedTreasure_08_09,,,LootLargeT3ElitePOI_CutlassTreasure,DoubloonChestPvE_TreasureMap,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,,6,@10ws_DoubloonChestElite_DisplayName,false,-0.5,,,,,,slices\WorldEvents\CutlassKeys\Interact\TreasureChests\WorldEvent_IO_BuriedTreasure_08_09.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
10WS_BuriedTreasure_08_10,,,LootLargeT3ElitePOI_CutlassTreasure,DoubloonChestPvE_TreasureMap,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,,6,@10ws_DoubloonChestElite_DisplayName,false,-0.5,,,,,,slices\WorldEvents\CutlassKeys\Interact\TreasureChests\WorldEvent_IO_BuriedTreasure_08_10.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
10WS_BuriedTreasure_Puddle_08_11,,,LootLargeT3ElitePOI_CutlassTreasure,DoubloonChestPvE_TreasureMap,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,,6,@10ws_DoubloonChestElite_DisplayName,false,-0.5,,,,,,slices\WorldEvents\CutlassKeys\Interact\TreasureChests\WorldEvent_IO_BuriedTreasure_Puddle_08_11.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
10WS_BuriedTreasure_08_12,,,LootLargeT3ElitePOI_CutlassTreasure,DoubloonChestPvE_TreasureMap,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,,6,@10ws_DoubloonChestElite_DisplayName,false,-0.5,,,,,,slices\WorldEvents\CutlassKeys\Interact\TreasureChests\WorldEvent_IO_BuriedTreasure_08_12.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
10WS_BuriedTreasure_Stone_08_13,,,LootLargeT3ElitePOI_CutlassTreasure,DoubloonChestPvE_TreasureMap,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,,6,@10ws_DoubloonChestElite_DisplayName,false,-0.5,,,,,,slices\WorldEvents\CutlassKeys\Interact\TreasureChests\WorldEvent_IO_BuriedTreasure_Stone_08_13.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
10WS_BuriedTreasure_08_14,,,LootLargeT3ElitePOI_CutlassTreasure,DoubloonChestPvE_TreasureMap,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,,6,@10ws_DoubloonChestElite_DisplayName,false,-0.5,,,,,,slices\WorldEvents\CutlassKeys\Interact\TreasureChests\WorldEvent_IO_BuriedTreasure_08_14.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
10WS_BuriedTreasure_08_15,,,LootLargeT3ElitePOI_CutlassTreasure,DoubloonChestPvE_TreasureMap,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,,6,@10ws_DoubloonChestElite_DisplayName,false,-0.5,,,,,,slices\WorldEvents\CutlassKeys\Interact\TreasureChests\WorldEvent_IO_BuriedTreasure_08_15.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
10WS_BuriedTreasure_08_16,,,LootLargeT3ElitePOI_CutlassTreasure,DoubloonChestPvE_TreasureMap,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,,6,@10ws_DoubloonChestElite_DisplayName,false,-0.5,,,,,,slices\WorldEvents\CutlassKeys\Interact\TreasureChests\WorldEvent_IO_BuriedTreasure_08_16.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
10WS_BuriedTreasure_08_17,,,LootLargeT3ElitePOI_CutlassTreasure,DoubloonChestPvE_TreasureMap,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,,6,@10ws_DoubloonChestElite_DisplayName,false,-0.5,,,,,,slices\WorldEvents\CutlassKeys\Interact\TreasureChests\WorldEvent_IO_BuriedTreasure_08_17.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
10WS_BuriedTreasure_08_18,,,LootLargeT3ElitePOI_CutlassTreasure,DoubloonChestPvE_TreasureMap,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,,6,@10ws_DoubloonChestElite_DisplayName,false,-0.5,,,,,,slices\WorldEvents\CutlassKeys\Interact\TreasureChests\WorldEvent_IO_BuriedTreasure_08_18.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
10WS_BuriedTreasure_08_19,,,LootLargeT3ElitePOI_CutlassTreasure,DoubloonChestPvE_TreasureMap,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,,6,@10ws_DoubloonChestElite_DisplayName,false,-0.5,,,,,,slices\WorldEvents\CutlassKeys\Interact\TreasureChests\WorldEvent_IO_BuriedTreasure_08_19.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
10WS_BuriedTreasure_08_20,,,LootLargeT3ElitePOI_CutlassTreasure,DoubloonChestPvE_TreasureMap,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,,6,@10ws_DoubloonChestElite_DisplayName,false,-0.5,,,,,,slices\WorldEvents\CutlassKeys\Interact\TreasureChests\WorldEvent_IO_BuriedTreasure_08_20.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
10WS_BuriedTreasure_Stone_08_21,,,LootLargeT3ElitePOI_CutlassTreasure,DoubloonChestPvE_TreasureMap,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,,6,@10ws_DoubloonChestElite_DisplayName,false,-0.5,,,,,,slices\WorldEvents\CutlassKeys\Interact\TreasureChests\WorldEvent_IO_BuriedTreasure_Stone_08_21.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
10WS_BuriedTreasure_08_22,,,LootLargeT3ElitePOI_CutlassTreasure,DoubloonChestPvE_TreasureMap,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,,6,@10ws_DoubloonChestElite_DisplayName,false,-0.5,,,,,,slices\WorldEvents\CutlassKeys\Interact\TreasureChests\WorldEvent_IO_BuriedTreasure_08_22.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
10WS_BuriedTreasure_08_23,,,LootLargeT3ElitePOI_CutlassTreasure,DoubloonChestPvE_TreasureMap,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,,6,@10ws_DoubloonChestElite_DisplayName,false,-0.5,,,,,,slices\WorldEvents\CutlassKeys\Interact\TreasureChests\WorldEvent_IO_BuriedTreasure_08_23.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
10WS_BuriedTreasure_08_24,,,LootLargeT3ElitePOI_CutlassTreasure,DoubloonChestPvE_TreasureMap,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,,6,@10ws_DoubloonChestElite_DisplayName,false,-0.5,,,,,,slices\WorldEvents\CutlassKeys\Interact\TreasureChests\WorldEvent_IO_BuriedTreasure_08_24.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
10WS_BuriedTreasure_Mining_08_25,,,LootLargeT3ElitePOI_CutlassTreasure,DoubloonChestPvE_TreasureMap,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,,6,@10ws_DoubloonChestElite_DisplayName,false,-0.5,,,,,,slices\WorldEvents\CutlassKeys\Interact\TreasureChests\WorldEvent_IO_BuriedTreasure_Mining_08_25.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
10WS_BuriedTreasure_08_26,,,LootLargeT3ElitePOI_CutlassTreasure,DoubloonChestPvE_TreasureMap,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,,6,@10ws_DoubloonChestElite_DisplayName,false,-0.5,,,,,,slices\WorldEvents\CutlassKeys\Interact\TreasureChests\WorldEvent_IO_BuriedTreasure_08_26.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
10WS_BuriedTreasure_08_27,,,LootLargeT3ElitePOI_CutlassTreasure,DoubloonChestPvE_TreasureMap,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,,6,@10ws_DoubloonChestElite_DisplayName,false,-0.5,,,,,,slices\WorldEvents\CutlassKeys\Interact\TreasureChests\WorldEvent_IO_BuriedTreasure_08_27.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
10WS_BuriedTreasure_08_28,,,LootLargeT3ElitePOI_CutlassTreasure,DoubloonChestPvE_TreasureMap,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,,6,@10ws_DoubloonChestElite_DisplayName,false,-0.5,,,,,,slices\WorldEvents\CutlassKeys\Interact\TreasureChests\WorldEvent_IO_BuriedTreasure_08_28.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
World_Water_Well,,,LootMediumT1_Standing,Settlement_Water,0.85,3,2.5,loot_container,Play_Loot_Depleted_WorldWaterWell,cFX_Loot.Chest_Big_Celebration01,Loot.Chest_big_peek01,4,@LootContainer_Settlement_Water_DisplayName,false,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_WorldWaterWell,,
17DW_EliteTarotChest,,,LootLargeT3ElitePOI,BrimstoneGlyphLockChests,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,Loot.GlyphChest_big_open1,6,@LootContainer_Elite_Tarot_DisplayName,false,-0.5,,,,,,slices\WorldEvents\Dunwood\Gimmicks\ArcanaTarot\ArcanaTarot_PuzzleChest\WorldEvent_IO_ArcanaTarotChest_ELITE_T5_Master.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_quest,Play_Gather_Interact_AncientChest,,
17DW_EliteTarotChest_03_01,,,LootLargeT3ElitePOI,BrimstoneGlyphLockChests,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,Loot.GlyphChest_big_open1,6,@LootContainer_Elite_Tarot_DisplayName,false,-0.5,,,,,,slices\WorldEvents\Dunwood\Gimmicks\ArcanaTarot\ArcanaTarot_PuzzleChest\WorldEvent_IO_ArcanaTarotChest_ELITE_T5_Master.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_quest,Play_Gather_Interact_AncientChest,,
17DW_EliteTarotChest_03_02,,,LootLargeT3ElitePOI,BrimstoneGlyphLockChests,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,Loot.GlyphChest_big_open1,6,@LootContainer_Elite_Tarot_DisplayName,false,-0.5,,,,,,slices\WorldEvents\Dunwood\Gimmicks\ArcanaTarot\ArcanaTarot_PuzzleChest\WorldEvent_IO_ArcanaTarotChest_ELITE_T5_Master.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_quest,Play_Gather_Interact_AncientChest,,17DW_ArcanaLock_Chest_02
17DW_EliteTarotChest_03_03,,,LootLargeT3ElitePOI,BrimstoneGlyphLockChests,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,Loot.GlyphChest_big_open1,6,@LootContainer_Elite_Tarot_DisplayName,false,-0.5,,,,,,slices\WorldEvents\Dunwood\Gimmicks\ArcanaTarot\ArcanaTarot_PuzzleChest\WorldEvent_IO_ArcanaTarotChest_ELITE_T5_Master.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_quest,Play_Gather_Interact_AncientChest,,17DW_ArcanaLock_Chest_03
17DW_EliteTarotChest_03_04,,,LootLargeT3ElitePOI,BrimstoneGlyphLockChests,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,Loot.GlyphChest_big_open1,6,@LootContainer_Elite_Tarot_DisplayName,false,-0.5,,,,,,slices\WorldEvents\Dunwood\Gimmicks\ArcanaTarot\ArcanaTarot_PuzzleChest\WorldEvent_IO_ArcanaTarotChest_ELITE_T5_Master.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_quest,Play_Gather_Interact_AncientChest,,17DW_ArcanaLock_Chest_04
17DW_EliteTarotChest_03_05,,,LootLargeT3ElitePOI,BrimstoneGlyphLockChests,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,Loot.GlyphChest_big_open1,6,@LootContainer_Elite_Tarot_DisplayName,false,-0.5,,,,,,slices\WorldEvents\Dunwood\Gimmicks\ArcanaTarot\ArcanaTarot_PuzzleChest\WorldEvent_IO_ArcanaTarotChest_ELITE_T5_Master.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_quest,Play_Gather_Interact_AncientChest,,17DW_ArcanaLock_Chest_05
17DW_EliteTarotChest_03_06,,,LootLargeT3ElitePOI,BrimstoneGlyphLockChests,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,Loot.GlyphChest_big_open1,6,@LootContainer_Elite_Tarot_DisplayName,false,-0.5,,,,,,slices\WorldEvents\Dunwood\Gimmicks\ArcanaTarot\ArcanaTarot_PuzzleChest\WorldEvent_IO_ArcanaTarotChest_ELITE_T5_Master.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_quest,Play_Gather_Interact_AncientChest,,17DW_ArcanaLock_Chest_06
17DW_EliteTarotChest_03_07,,,LootLargeT3ElitePOI,BrimstoneGlyphLockChests,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,Loot.GlyphChest_big_open1,6,@LootContainer_Elite_Tarot_DisplayName,false,-0.5,,,,,,slices\WorldEvents\Dunwood\Gimmicks\ArcanaTarot\ArcanaTarot_PuzzleChest\WorldEvent_IO_ArcanaTarotChest_ELITE_T5_Master.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_quest,Play_Gather_Interact_AncientChest,,17DW_ArcanaLock_Chest_07
17DW_EliteTarotChest_03_08,,,LootLargeT3ElitePOI,BrimstoneGlyphLockChests,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,Loot.GlyphChest_big_open1,6,@LootContainer_Elite_Tarot_DisplayName,false,-0.5,,,,,,slices\WorldEvents\Dunwood\Gimmicks\ArcanaTarot\ArcanaTarot_PuzzleChest\WorldEvent_IO_ArcanaTarotChest_ELITE_T5_Master.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_quest,Play_Gather_Interact_AncientChest,,17DW_ArcanaLock_Chest_08
