TaskID,Type,FailOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TargetDescriptionTaskId,TP_DescriptionTag,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticPinZOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
FM_08_PVP_Spy_Marauder_task_ordie,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_08_PVP_Spy_Marauder_turnin,M_task_die_reset,,,
FM_08_PVP_Spy_Marauder_turnin,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_08_PVP_Spy_Marauder_task,FM_08_PVP_Spy_Marauder_remove,,,
FM_08_PVP_Spy_Marauder_task,TaskGatherAndReturnItems,,1,1,FM_PVP_Marauders_item_2,PVP_0001_DeadDropGiveItem,100,,true,,poi_30244_factionarea,,,true,,,,,,,IO_PVP_0001_DeadDropGiveItem,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_espionage_step_2_at_POI,6696.7 5922.0 39.9,,,,,,,,,,,,,,,,,
FM_08_PVP_Spy_Marauder_remove,TaskRemoveItem,,,1,FM_PVP_Marauders_item_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FM_08_PVP_Spy_Marauder_DummyEvent,TaskGameEvent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM_08_PVP_Poach_Marauder_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_08_PVP_Poach_Marauder_first,M_ReturnToGiver,,,
FM_08_PVP_Poach_Marauder_first,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,1,,,,,,,,,,,,FM_08_PVP_Poach_Marauder_task,M_task_die_reset,,,
FM_08_PVP_Poach_Marauder_task,TaskKillContribution,,,3,,,,,true,,poi_20221_factionarea,,,true,,,,,,,,,,Tiger_08QP04,,,,,,,,,,,,,,,,,,,,,@objective_mission_destroy_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_08_PVP_Poach_Marauder_DummyEvent,TaskGameEvent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM_08_PVP_Control_Marauder_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_08_PVP_Control_Marauder_first,M_ReturnToGiver,,,
FM_08_PVP_Control_Marauder_first,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,1,,,,,,,,,,,,FM_08_PVP_Control_Marauder_task,M_task_die_reset,,,
FM_08_PVP_Control_Marauder_task,PatrolTask,,,,,,,,true,,poi_20221_factionarea,,,true,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,@objective_mission_task_patrol_timer,,,,,,,,,,,,,,,,,,
FM_08_PVP_Control_Marauder_DummyEvent,TaskGameEvent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM_08_PVP_Spy_Syndicate_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_08_PVP_Spy_Syndicate_2_step_container,M_ReturnToGiver,,,
FM_08_PVP_Spy_Syndicate_2_step_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,1,,,,,,,,,,,,FM_08_PVP_Spy_Syndicate_first_ordie,FM_08_PVP_Spy_Syndicate_task_ordie,,,
FM_08_PVP_Spy_Syndicate_first_ordie,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_08_PVP_Spy_Syndicate_first,M_task_die_reset,,,
FM_08_PVP_Spy_Syndicate_first,TaskGatherItems,,,1,FM_PVP_Syndicate_item_1,PVP_0001_DeadDropGiveItem,100,,,,poi_30244_factionarea,,,true,,,,,,,IO_PVP_0001_DeadDropGiveItem,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_espionage_step_1_at_POI,6696.7 5922.0 39.9,,,,,,,,,,,,,,,,,
FM_08_PVP_Spy_Syndicate_task_ordie,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_08_PVP_Spy_Syndicate_turnin,M_task_die_reset,,,
FM_08_PVP_Spy_Syndicate_turnin,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_08_PVP_Spy_Syndicate_task,FM_08_PVP_Spy_Syndicate_remove,,,
FM_08_PVP_Spy_Syndicate_task,TaskGatherAndReturnItems,,1,1,FM_PVP_Syndicate_item_2,PVP_0002_DeadDropGiveItem,100,,true,,poi_30257_factionarea,,,true,,,,,,,IO_PVP_0002_DeadDropGiveItem,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_espionage_step_2_at_POI,6802.6 5102.3 108.8,,,,,,,,,,,,,,,,,
FM_08_PVP_Spy_Syndicate_remove,TaskRemoveItem,,,1,FM_PVP_Syndicate_item_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FM_08_PVP_Spy_Syndicate_DummyEvent,TaskGameEvent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM_08_PVP_Poach_Syndicate_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_08_PVP_Poach_Syndicate_first,M_ReturnToGiver,,,
FM_08_PVP_Poach_Syndicate_first,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,1,,,,,,,,,,,,FM_08_PVP_Poach_Syndicate_task,M_task_die_reset,,,
FM_08_PVP_Poach_Syndicate_task,TaskKillContribution,,,3,,,,,true,,poi_30244_factionarea,,,true,,,,,,,,,,Tiger_08QP04,,,,,,,,,,,,,,,,,,,,,@objective_mission_destroy_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_08_PVP_Poach_Syndicate_DummyEvent,TaskGameEvent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM_08_PVP_Control_Syndicate_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_08_PVP_Control_Syndicate_first,M_ReturnToGiver,,,
FM_08_PVP_Control_Syndicate_first,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,1,,,,,,,,,,,,FM_08_PVP_Control_Syndicate_task,M_task_die_reset,,,
FM_08_PVP_Control_Syndicate_task,PatrolTask,,,,,,,,true,,poi_30244_factionarea,,,true,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,@objective_mission_task_patrol_timer,,,,,,,,,,,,,,,,,,
FM_08_PVP_Control_Syndicate_DummyEvent,TaskGameEvent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM_08_PVP_Spy_Covenant_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_08_PVP_Spy_Covenant_2_step_container,M_ReturnToGiver,,,
FM_08_PVP_Spy_Covenant_2_step_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,1,,,,,,,,,,,,FM_08_PVP_Spy_Covenant_first_ordie,FM_08_PVP_Spy_Covenant_task_ordie,,,
FM_08_PVP_Spy_Covenant_first_ordie,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_08_PVP_Spy_Covenant_first,M_task_die_reset,,,
FM_08_PVP_Spy_Covenant_first,TaskGatherItems,,,1,FM_PVP_Covenant_item_1,PVP_0002_DeadDropGiveItem,100,,true,,poi_30257_factionarea,,,true,,,,,,,IO_PVP_0002_DeadDropGiveItem,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_espionage_step_1_at_POI,6802.6 5102.3 108.8,,,,,,,,,,,,,,,,,
FM_08_PVP_Spy_Covenant_task_ordie,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_08_PVP_Spy_Covenant_turnin,M_task_die_reset,,,
FM_08_PVP_Spy_Covenant_turnin,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_08_PVP_Spy_Covenant_task,FM_08_PVP_Spy_Covenant_remove,,,
FM_08_PVP_Spy_Covenant_task,TaskGatherAndReturnItems,,1,1,FM_PVP_Covenant_item_2,PVP_0003_DeadDropGiveItem,100,,,,poi_20221_factionarea,,,true,,,,,,,IO_PVP_0003_DeadDropGiveItem,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_espionage_step_2_at_POI,6089.8 4991.9 41.2,,,,,,,,,,,,,,,,,
FM_08_PVP_Spy_Covenant_remove,TaskRemoveItem,,,1,FM_PVP_Covenant_item_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FM_08_PVP_Spy_Covenant_DummyEvent,TaskGameEvent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM_08_PVP_Poach_Covenant_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_08_PVP_Poach_Covenant_first,M_ReturnToGiver,,,
FM_08_PVP_Poach_Covenant_first,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,1,,,,,,,,,,,,FM_08_PVP_Poach_Covenant_task,M_task_die_reset,,,
FM_08_PVP_Poach_Covenant_task,TaskKillContribution,,,3,,,,,true,,poi_30257_factionarea,,,true,,,,,,,,,,Tiger_08QP04,,,,,,,,,,,,,,,,,,,,,@objective_mission_destroy_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_08_PVP_Poach_Covenant_DummyEvent,TaskGameEvent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM_08_PVP_Control_Covenant_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_08_PVP_Control_Covenant_first,M_ReturnToGiver,,,
FM_08_PVP_Control_Covenant_first,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,1,,,,,,,,,,,,FM_08_PVP_Control_Covenant_task,M_task_die_reset,,,
FM_08_PVP_Control_Covenant_task,PatrolTask,,,,,,,,true,,poi_30257_factionarea,,,true,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,@objective_mission_task_patrol_timer,,,,,,,,,,,,,,,,,,
FM_08_PVP_Control_Covenant_DummyEvent,TaskGameEvent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM_08_H_01_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_08_H_01_tasks_first_container,M_ReturnToGiver,,,
FM_08_H_01_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_08_H_01_leg_A_task,FM_08_H_01_leg_B_task,FM_08_H_01_leg_C_task,,
FM_08_H_01_leg_A_task,TaskGatherAndReturnItems,,,3,FM_hunt_item_1_08,Alligator_Black_60_08QP01,100,,true,,ebonscalereach1,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_08_H_01_leg_B_task,TaskGatherAndReturnItems,,,3,FM_hunt_item_2_08,Goat_Mountain_08QP02,100,,true,,ebonscalereach2,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_08_H_01_leg_C_task,TaskGatherAndReturnItems,,,3,FM_hunt_item_3_08,Wolf_Elemental_Earth_08QP01,100,,true,,ebonscalereach1,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_08_H_02_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_08_H_02_tasks_first_container,M_ReturnToGiver,,,
FM_08_H_02_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_08_H_02_leg_A_task,FM_08_H_02_leg_B_task,FM_08_H_02_leg_C_task,,
FM_08_H_02_leg_A_task,TaskGatherAndReturnItems,,,1,FM_hunt_item_4_08,Elk_Strange_Named_08QP04,100,,true,,ebonscalereach4,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,7355.74 6294.65 232.51,,,,,,,,,,,,,,,,,
FM_08_H_02_leg_B_task,TaskGatherAndReturnItems,,,3,FM_hunt_item_5_08,Wolf_Black_08QP07a,100,,true,,ebonscalereach7,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_08_H_02_leg_C_task,TaskGatherAndReturnItems,,,3,FM_hunt_item_6_08,Rabbit_08QP03,100,,true,,ebonscalereach3,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_08_H_03_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_08_H_03_tasks_first_container,M_ReturnToGiver,,,
FM_08_H_03_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_08_H_03_leg_A_task,FM_08_H_03_leg_B_task,FM_08_H_03_leg_C_task,,
FM_08_H_03_leg_A_task,TaskGatherAndReturnItems,,,3,FM_hunt_item_7_08,Bear_Black_08QP06b,100,,true,,ebonscalereach6,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_08_H_03_leg_B_task,TaskGatherAndReturnItems,,,3,FM_hunt_item_8_08,Tiger_08QP02,100,,true,,ebonscalereach5,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_08_H_03_leg_C_task,TaskGatherAndReturnItems,,,3,FM_hunt_item_9_08,Bison_60,100,,true,,ebonscalereach6,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_08_EXP_01_container,ConsecutiveTaskContainer,,,,,,,,,,dungeon_entrance_20204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_08_EXP_01_tasks_first_container,M_ReturnToGiver,,,
FM_08_EXP_01_tasks_first_container,SimpleTaskContainer,,,,,,,,,,dungeon_entrance_20204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_08_EXP_01_leg_A_task,,,1,,,,,,,,,,,,FM_08_EXP_01_leg_A_task,,,,
FM_08_EXP_01_leg_A_task,TaskKillContribution,,,2,,,,,,,dungeon_entrance_20204,DungeonEbonscale00,,true,,,,,,,,,,Dynasty_Summoner_DG_Ebonscale_00,,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,4745 4323,,,,,,,,,,,,,,,,,
FM_08_EXP_02_container,ConsecutiveTaskContainer,,,,,,,,,,dungeon_entrance_20204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_08_EXP_02_Task_Goto,FM_08_EXP_02_Kill,M_ReturnToGiver,,
FM_08_EXP_02_Task_Goto,TaskGameMode,,,,,,,,,,dungeon_entrance_20204,DungeonEbonscale00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9900_TravelToPOI_generic,,,,,,,,,,,,,,,,,,
FM_08_EXP_02_Kill,TaskKillContribution,,,1,,,,,,,,DungeonEbonscale00,,true,,,,,,,,,,Dynasty_Warrior_Named_DG_Ebonscale_00,,,,,,,,,,,,,,,,,,,,,@9900_KillQuest_Generic,,,,,,,,,,,,,,,,,,
FM_08_EXP_03_container,ConsecutiveTaskContainer,,,,,,,,,,dungeon_entrance_20204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_08_EXP_03_tasks_first_container,M_ReturnToGiver,,,
FM_08_EXP_03_tasks_first_container,SimpleTaskContainer,,,,,,,,,,dungeon_entrance_20204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_08_EXP_03_leg_A_task,,,1,,,,,,,,,,,,FM_08_EXP_03_leg_A_task,,,,
FM_08_EXP_03_leg_A_task,TaskHaveAndReturnItems,,,3,FM_loot_item_38,,,100,,,dungeon_entrance_20204,DungeonEbonscale00,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
