TaskID,Type,FailOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticPinZOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
09A_M6_Container_Main,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09A_M6_Container_Reset,09A_M6_Container_swap,09A_M6_Container_01,09A_M6_Container_Rescues,09A_M6_Container_02
09A_M6_Container_Reset,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M6_SwapActive_Fionn_M6_Reset,,,,
09A_M6_SwapActive_Fionn_M6_Reset,TaskLockAchievement,,,,SwapActive_09A_Fionn_M6_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M6_Container_swap,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M6_SwapActive_Fionn_M6,09A_M6_SwapActive_Ramla_M6,09A_M6_SwapActive_JospehineRescueOn,09A_M6_SwapActive_VashonRescueOn,09A_M6_SwapActive_ZaydenRescueOn
09A_M6_SwapActive_Fionn_M6,TaskUnlockAchievement,,,,SwapActive_09A_Fionn_M6_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M6_SwapActive_Ramla_M6,TaskUnlockAchievement,,,,SwapActive_09A_Ramla_M6_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M6_SwapActive_JospehineRescueOn,TaskUnlockAchievement,,,,SwapActive_09A_M6_Rescue_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M6_SwapActive_VashonRescueOn,TaskUnlockAchievement,,,,SwapActive_09A_M6_Rescue_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M6_SwapActive_ZaydenRescueOn,TaskUnlockAchievement,,,,SwapActive_09A_M6_Rescue_C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M6_Container_01,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M6_Container_Fionn,09A_M6_Container_droppedLore,09A_M6_Task2,09A_M6_UnlockRamlaAchievement,
09A_M6_Container_Fionn,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M6_trigger_Fionn,09A_M6_Task1,09A_M6_UnlockFionnAchievement,,
09A_M6_trigger_Fionn,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,M6_Fionn_Trigger,@09A_M6_FollowTrail,,9033.97 442.15 43.17,,,true,,1,,,,,,,,,,,,
09A_M6_Task1,TaskConversationTopic,,,,09A_Fionn,,,,,,,,,,,,,,,,09a_M6_Topic_Fionn,,,,,,,,,,,,,,,,,,,,,,@09A_M6_Task_Fionn_TalkTo,,,,,,,,,,,,,,,,,,,
09A_M6_UnlockFionnAchievement,TaskUnlockAchievement,,,,09A_FionnMet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M6_Container_droppedLore,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M6_Lore_container_1,09A_M6_Lore_container_2,09A_M6_Lore_container_3,09A_M6_WhisperPlant_Mahantaram,09A_M6_collectSupplies1
09A_M6_Lore_container_1,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M6_readLore1,09A_M6_voiceLore1,,,
09A_M6_readLore1,TaskAchievement,,,1,Lore_unlock_09A_FirstLight_Title_03_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09A_M6_FindNotes1,,9148.91 424.25 64.780,,,,,,,,,,,,,,,,,
09A_M6_voiceLore1,TaskTriggerGameEvent,,,1,,,,,,,,,,,,,,,,,,,09A_M6_JihoonKim_VoiceLoreNote01_interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M6_Lore_container_2,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M6_readLore2,09A_M6_voiceLore2,,,
09A_M6_readLore2,TaskAchievement,,,1,Lore_unlock_09A_FirstLight_Title_03_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09A_M6_FindNotes2,,9213.32 363.74 58.12,,,,,,,,,,,,,,,,,
09A_M6_voiceLore2,TaskTriggerGameEvent,,,1,,,,,,,,,,,,,,,,,,,09A_M6_JihoonKim_VoiceLoreNote02_interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M6_Lore_container_3,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M6_readLore3,09A_M6_voiceLore3,,,
09A_M6_readLore3,TaskAchievement,,,1,Lore_unlock_09A_FirstLight_Title_03_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09A_M6_FindNotes3,,9322.89 281.80 54.96,,,,,,,,,,,,,,,,,
09A_M6_voiceLore3,TaskTriggerGameEvent,,,1,,,,,,,,,,,,,,,,,,,09A_M6_JihoonKim_VoiceLoreNote03_interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M6_WhisperPlant_Mahantaram,TaskGameEvent,,,1,09A_WhisperPlant_Mahantaram,,,,,,,,,,,,,,,IO_09A_WhisperPlant_Mahantaram,,,09A_WhisperPlant_Mahantaram_Interact,,,,,,,,,,,,,,,,,,,,@09A_Task_WhisperPlant,,9413.48 281.46 58.98,,,,,,,,,,,,,,,,,
09A_M6_collectSupplies1,TaskHaveAndReturnItems,,,1,09A_M6_RamlasSupplies,09A_M6_DroppedSupplies,100,,,,,,,,,,,,,IO_09A_M6_DroppedSupplies,,,,,,,,,,,,,,,,,,,,,,,@09A_M6_CollectSupplies,,9543.50 301.57 47.51,,,,,,,,,,,,,,,,,
09A_M6_Task2,TaskConversationTopic,,,,09A_Ramla,,,,,,,,,,,,,,,,09a_M6_Topic_Ramla,,,,,,,,,,,,,,,,,,,,,,@09A_M6_Task_Ramla_TalkTo,,9728 355 47,,,,,,,,,,,,,,,,,
09A_M6_UnlockRamlaAchievement,TaskUnlockAchievement,,,,09A_RamlaMet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M6_Container_Rescues,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M6_GoToSaircor,09A_M6_trigger_Josephine,09A_M6_Container_Josephine,09A_M6_Container_Vashon,09A_M6_Container_Zayden
09A_M6_GoToSaircor,TaskGoToPOITag,,,,,,,,true,,shipwreck_40045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09A_M6_Container_01,,,,,,,,,,,,,,,,,,,
09A_M6_trigger_Josephine,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,M6_Rescue_Trigger,@09A_M6_RescuePeople,,9867.35 226.96 57.92,,,true,,1,,,,,,,,,,,,
09A_M6_Container_Josephine,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M6_Rescue_Josephine,09A_M6_SwapActive_JospehineRescueOff,,,
09A_M6_Rescue_Josephine,TaskConversationTopic,,,1,09a_Josephine_Rescue,,,,,,,,,,,,,,,,09a_M6_Josephine_Rescue,,,,,,,,,,,,,,,,,,,,,,@09a_M6_Rescue_Josephine,,9865.52 217.11 59.10,,,,,,,,,,,,,,,,,
09A_M6_SwapActive_JospehineRescueOff,TaskLockAchievement,,,1,SwapActive_09A_M6_Rescue_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M6_Container_Vashon,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M6_Rescue_Vashon,09A_M6_SwapActive_VashonRescueOff,,,
09A_M6_Rescue_Vashon,TaskConversationTopic,,,1,09a_Vachon_Rescue,,,,,,,,,,,,,,,,09a_M6_Vachon_Rescue,,,,,,,,,,,,,,,,,,,,,,@09a_M6_Rescue_Vashon,,9925.60 232.71 55.92,,,,,,,,,,,,,,,,,
09A_M6_SwapActive_VashonRescueOff,TaskLockAchievement,,,1,SwapActive_09A_M6_Rescue_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M6_Container_Zayden,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M6_Rescue_Zayden,09A_M6_SwapActive_ZaydenRescueOff,,,
09A_M6_Rescue_Zayden,TaskConversationTopic,,,1,09a_Zayden_Rescue,,,,,,,,,,,,,,,,09a_M6_Zayden_Rescue,,,,,,,,,,,,,,,,,,,,,,@09a_M6_Rescue_Zayden,,9958.76 284.27 60.30,,,,,,,,,,,,,,,,,
09A_M6_SwapActive_ZaydenRescueOff,TaskLockAchievement,,,1,SwapActive_09A_M6_Rescue_C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M6_Container_02,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09A_M6_Container_02,,,1,,,,,,,,,,,,09A_M6_trigger_jailer,09A_M6_SwapActive_Kim_M6,09A_M6_Kill_Guards,09A_M6_BreakBars,09A_M6_SwapBarsOff
09A_M6_trigger_jailer,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,M6_Jailer_Trigger,@09A_M6_Container_02,,9999.05 246.67 57.31,,,true,,1,,,,,,,,,,,,
09A_M6_SwapActive_Kim_M6,TaskUnlockAchievement,,,,SwapActive_09A_Kim_M6_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M6_Kill_Guards,TaskKillContribution,,,1,,,,,,,,,,,,,,,,,,,FL_AnubianGuardian_Horus_Named_09FL01,,,,,,,,,,,,,,,,,,,,@09A_M6_Kill_Guards,,10002.100586 242.278427 57.317253,,,,,,,,,,,,,,,,,
09A_M6_BreakBars,TaskGameEvent,,,1,,,,,,,,,,,,,,,,IO_09A_M6_BreakBars,,,09A_M6_BreakBars_Interact,,,,,,,,,,,,,,,,,,,,@09A_M6_BreakBars_task,,10007.744141 233.526581 59.400803,,,,,,,,,,,,,,,,,
09A_M6_SwapBarsOff,TaskUnlockAchievement,,,1,09A_M6_BarsVisible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M7_Container_Main,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09A_M7_SetSwaps_Container,09A_M7_Container_Tideswallow,09A_M7_Thanks_Josephine,09A_M7_SetSwaps2_Container,
09A_M7_SetSwaps_Container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M7_LockJosephine,09A_M7_SwapHidden_Kim_On,09A_M7_SwapActive_Kim_Off,,
09A_M7_LockJosephine,TaskLockAchievement,,,1,SwapActive_09A_Kievan_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M7_SwapHidden_Kim_On,TaskLockAchievement,,,,SwapActive_09A_Kim_M6_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M7_SwapActive_Kim_Off,TaskLockAchievement,,,,SwapActive_09a_Kim_SC_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M7_Container_Tideswallow,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M7_Wires_Josephine,09A_M7_GoToTideswallow,09A_M7_UnlockJosephine,09A_M7_RepairPylon1,09A_M7_StartInterface
09A_M7_Wires_Josephine,TaskConversationTopic,,,1,09a_Josephine,,,,,,,,,,,,,,,,09a_M7_Josephine_Wires,,,,,,,,,,,,,,,,,,,,,,@09A_M7_TalkToJosephine,,,,,,,,,,,,,,,,,,,
09A_M7_GoToTideswallow,TaskTriggerArea,,,1,,,,,true,,drowned_cave_40055,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,M7_FindWay_Trigger,@09A_M7_GoToTideswallow,,9849.54 597.52 45.0 ,,,true,,,,,,,,,,,,,,
09A_M7_UnlockJosephine,TaskUnlockAchievement,,,1,SwapActive_09A_Kievan_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M7_RepairPylon1,TasKGameEvent,,,2,,,,,,,,,,,,,,,,IO_09A_S8_Pylon1,,,09A_S8_Pylon1_Interact,,,,,,,,,,,,,,,,,,,,@09A_S8_Pylons,,,,,true,,,,,,,,,,,,,,
09A_M7_StartInterface,TaskHaveAndReturnItems,,,1,09A_M7_BeastLordEmblem,09A_S8_Interface,100,,,,,,,,,,,,,IO_09A_S8_Interface,,,,,,,,,,,,,,,,,,,,,,,@09A_S8_Container04,,9834.1855 632.5317 49.0347,,,true,,,,,,,,,,,,,,
09A_M7_StopLaser,TaskUnlockAchievement,,,,09A_M7_LasersOff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M7_Thanks_Josephine,TaskConversationTopic,,,1,09a_Josephine_S8End,,,,,,,,,,,,,,,,09a_M7_Josephine_Thanks,,,,,,,,,,,,,,,,,,,,,,@09A_M7_TalkToJosephine2,,,,,,,,,,,,,,,,,,,
09A_M7_SetSwaps2_Container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M7_SwapBarsOn,09A_M7_SwapHidden_Kim_M6,09A_M7_SwapActive_Kim_SC,,
09A_M7_SwapBarsOn,TaskLockAchievement,,,1,09A_M6_BarsVisible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M7_SwapHidden_Kim_M6,TaskLockAchievement,,,,SwapActive_09A_Kim_M6_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M7_SwapActive_Kim_SC,TaskUnlockAchievement,,,,SwapActive_09a_Kim_SC_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M8_Container_Main,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09A_M8_UnlockTaurusSwap,09A_M8_EnterLabyrinth,09A_M8_Container_Failsafes,09A_M8_Container_3,
09A_M8_UnlockTaurusSwap,TaskUnlockAchievement,,,1,SwapActive_09A_Taurus_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M8_EnterLabyrinth,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_09A_M8_1,@09A_M8_EnterLabyrinth,,9883 1189 69.11,,,true,,,,,,,,,,,,,,
09A_M8_Container_Failsafes,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M8_Container_Triggers,09A_M8_ReachFortress_Failsafe,09A_M8_ReachFortress_Shortcut,,
09A_M8_Container_Triggers,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M8_Container_1,09A_M8_Container_2,,,
09A_M8_ReachFortress_Failsafe,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_09A_M8_12,,,,1,,,,,,,,,,,,,,,,
09A_M8_ReachFortress_Shortcut,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_09A_M8_13,,,,1,,,,,,,,,,,,,,,,
09A_M8_Container_1,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M8_Trail2,09A_M8_Trail3,09A_M8_Trail4,09A_M8_Trail5,09A_M8_Trail6
09A_M8_Trail2,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_09A_M8_2,@09A_M8_FollowTrail,,9892.962 1230.233 64.3,,,true,,,,,,,,,,,,,,
09A_M8_Trail3,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_09A_M8_3,@09A_M8_FollowTrail,,9882.24 1276.79 64.5,,,true,,,,,,,,,,,,,,
09A_M8_Trail4,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_09A_M8_4,@09A_M8_FollowTrail,,9930.45 1309.38 70.1,,,true,,,,,,,,,,,,,,
09A_M8_Trail5,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_09A_M8_5,@09A_M8_FollowTrail,,10006.31 1327.64 70.1,,,true,,,,,,,,,,,,,,
09A_M8_Trail6,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_09A_M8_6,@09A_M8_FollowTrail,,10064.42 1319.4 64.5,,,true,,,,,,,,,,,,,,
09A_M8_Container_2,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M8_Trail7,09A_M8_Trail8,09A_M8_Trail9,09A_M8_Trail10,09A_M8_ReachFortress
09A_M8_Trail7,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_09A_M8_7,@09A_M8_FollowTrail,,10059.74 1251.88 67.44,,,true,,,,,,,,,,,,,,
09A_M8_Trail8,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_09A_M8_8,@09A_M8_FollowTrail,,10072 1213.76 65,,,true,,,,,,,,,,,,,,
09A_M8_Trail9,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_09A_M8_9,@09A_M8_FollowTrail,,9996.3 1187.26 66.06,,,true,,,,,,,,,,,,,,
09A_M8_Trail10,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_09A_M8_10,@09A_M8_FollowTrail,,9969.6 1216.99 74.1,,,true,,,,,,,,,,,,,,
09A_M8_ReachFortress,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_09A_M8_11,@09A_M8_ReachFortress,,9981.72 1261 72.5,,,true,,,,,,,,,,,,,,
09A_M8_Container_3,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M8_TalkToTaurus,09A_M8_UnlockCinematic,09A_M8_InteractWithDrum,09A_M8_LockCinematic1,09A_M8_LockCinematic2
09A_M8_TalkToTaurus,TaskConversationTopic,,,,09A_Taurus,,,,,,,,,,,,,,,,09A_M8_Topic_Taurus,,,,,,,,,,,,,,,,,,,,,,@09A_M8_TalkToTaurus,,,,,,,,,,,,,,,,,,,
09A_M8_UnlockCinematic,TaskUnlockAchievement,,,,09A_BeastLordsCinematic_Unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M8_InteractWithDrum,TaskInteract,,,1,09A_M8_Drum,,,,,,,,,,,,,,,IO_09A_M8_Drum,,,09A_M8_Drum_Interact,,,,,,,,,,,,,,,,,,,,@09A_M8_InteractWithDrum,,10026.6396 1287.9685 100.7865,,,,,,,,,,,,false,,,,,
09A_M8_LockCinematic1,TaskLockAchievement,,,,09A_BeastLordsCinematic_Unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M8_LockCinematic2,TaskUnlockAchievement,,,,Cinematic_BeastLords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M9_Container_Main,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09A_M9_TalkToShirzad,09A_M9_Container_1,,,
09A_M9_TalkToShirzad,TaskConversationTopic,,,1,09A_Shirzad,,,,,,,,,,,,,,,,09A_M9_Topic_Shirzad,,,,,,,,,,,,,,,,,,,,,,@09A_M9_Task_TalkToShirzad,,,,,,,,,,,,,,,,,,,
09A_M9_Container_1,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M9_EnterTheGrotto,09A_M9_Checkpoint1,09A_M9_Checkpoint2,09A_M9_Checkpoint3,09A_M9_ExitTheGrotto
09A_M9_EnterTheGrotto,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_09A_M9_Enter,@09A_M9_Task_EnterTheGrotto,,9683 1725 59,,,true,,,,,,,,,,,,,,
09A_M9_Checkpoint1,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_09A_M9_P1,@09A_M9_Task_Checkpoint,,9615 1638 42,,,true,,,,,,,,,,,,,,
09A_M9_Checkpoint2,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_09A_M9_P2,@09A_M9_Task_Checkpoint,,9743 1699 52,,,true,,,,,,,,,,,,,,
09A_M9_Checkpoint3,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_09A_M9_P3,@09A_M9_Task_Checkpoint,,9666 1792 55,,,true,,,,,,,,,,,,,,
09A_M9_ExitTheGrotto,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_09A_M9_Exit,@09A_M9_Task_ExitTheGrotto,,9585 1776 67,,,true,,,,,,,,,,,,,,
09A_M10_Container_Main,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09A_M10_UnlockKurokSwap,09A_M10_TalkToKurok,09A_M10_Container_1,,
09A_M10_UnlockKurokSwap,TaskUnlockAchievement,,,1,SwapActive_09A_Kurok_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09A_M10_TalkToKurok,TaskConversationTopic,,,1,09A_Kurok,,,,,,,,,,,,,,,,09A_M10_Topic_Kurok,,,,,,,,,,,,,,,,,,,,,,@09A_M10_Task_TalkToKurok,,,,,,,,,,,,,,,,,,,
09A_M10_Container_1,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09A_M10_Task_Container_01,,,,,,,,,,,,,,,09A_M10_DefeatElite1,09A_M10_DefeatElite2,09A_M10_DefeatElite3,09A_M10_Container_2,
09A_M10_DefeatElite1,TaskKillContribution,,,1,,,,,,,,,,,,,,,,,,,FL_Gorilla_Ice_named_09FL07,,,,,,,,,,,,,,,,,,,,@09A_M10_Task_DefeatElite1,,8984 1784,,,,,,,,,,,,,,,,,
09A_M10_DefeatElite2,TaskKillContribution,,,1,,,,,,,,,,,,,,,,,,,FL_Gorilla_Lightning_named_09FL07,,,,,,,,,,,,,,,,,,,,@09A_M10_Task_DefeatElite2,,9030 1790,,,,,,,,,,,,,,,,,
09A_M10_DefeatElite3,TaskKillContribution,,,1,,,,,,,,,,,,,,,,,,,FL_Gorilla_Fire_named_09FL07,,,,,,,,,,,,,,,,,,,,@09A_M10_Task_DefeatElite3,,9054 1744,,,,,,,,,,,,,,,,,
09A_M10_Container_2,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M10_Container_3,09A_M10_WhisperPlant_Nyhart,,,
09A_M10_Container_3,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M10_WhisperTrigger,09A_M10_DefeatElite2_Failsafe,,,
09A_M10_WhisperTrigger,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_09A_M10_1,,,,1,,,,,,,,,,,,,,,,
