TaskID,Type,FailOnCondition,StayActive,RequiredLevel,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
FM_C_0405_leg_C_task,TaskKillContribution,,,,8,,,,,1,,abandoned_village_40266,,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_C_0406_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_0406_tasks_first_container,M_ReturnToGiver,,,
FM_C_0406_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_C_0406_leg_A_task,FM_C_0406_leg_B_task,FM_C_0406_leg_C_task,,
FM_C_0406_leg_A_task,TaskKillContribution,,,,4,,,,,1,,ancient_tower_40217,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_C_0406_leg_B_task,TaskKillContribution,,,,6,,,,,1,,ancient_tower_40219,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_C_0406_leg_C_task,TaskKillContribution,,,,4,,,,,1,,ancient_tower_40218,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_C_0407_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_0407_tasks_first_container,M_ReturnToGiver,,,
FM_C_0407_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_C_0407_leg_A_task,FM_C_0407_leg_B_task,FM_C_0407_leg_C_task,,
FM_C_0407_leg_A_task,TaskKillContribution,,,,8,,,,,1,,abandoned_fishing_village_40246,,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_C_0407_leg_B_task,TaskKillContribution,,,,4,,,,,1,,ancient_tower_40218,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_C_0407_leg_C_task,TaskKillContribution,,,,6,,,,,1,,ancient_tower_40219,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_C_0408_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_0408_tasks_first_container,M_ReturnToGiver,,,
FM_C_0408_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_C_0408_leg_A_task,FM_C_0408_leg_B_task,FM_C_0408_leg_C_task,,
FM_C_0408_leg_A_task,TaskKillContribution,,,,4,,,,,1,,ancient_tower_40217,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_C_0408_leg_B_task,TaskKillContribution,,,,5,,,,,1,,nettlerest_graveyard_40151,,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_C_0408_leg_C_task,TaskKillContribution,,,,3,,,,,1,,ancient_tower_40215,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_C_0410_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_0410_tasks_first_container,M_ReturnToGiver,,,
FM_C_0410_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_C_0410_leg_A_task,FM_C_0410_leg_B_task,FM_C_0410_leg_C_task,,
FM_C_0410_leg_A_task,TaskKillContribution,,,,6,,,,,1,,ancient_tower_40220,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_C_0410_leg_B_task,TaskKillContribution,,,,3,,,,,1,,ancient_lookout_40112,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_C_0410_leg_C_task,TaskKillContribution,,,,4,,,,,1,,ancient_bridge_40126,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_0461_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0461_tasks_first_container,M_ReturnToGiver,,,
FM_0461_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_0461_leg_A_task,FM_0461_leg_B_task,FM_0461_leg_C_task,,
FM_0461_leg_A_task,TaskHaveAndReturnItems,,,,7,FM_loot_item_1_04,,,100,1,,undead_bastion_40207,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_0461_leg_B_task,TaskHaveAndReturnItems,,,,4,FM_loot_item_2_04,,,100,1,,ancient_ruins_40223,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_0461_leg_C_task,TaskHaveAndReturnItems,,,,7,FM_loot_item_3_04,,,100,1,,undead_bastion_40227,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_0462_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0462_tasks_first_container,M_ReturnToGiver,,,
FM_0462_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_0462_leg_A_task,FM_0462_leg_B_task,FM_0462_leg_C_task,,
FM_0462_leg_A_task,TaskHaveAndReturnItems,,,,8,FM_loot_item_4_04,,,100,1,,undead_bastion_40227,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_0462_leg_B_task,TaskHaveAndReturnItems,,,,8,FM_loot_item_5_04,,,100,1,,undead_bastion_40207,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_0462_leg_C_task,TaskHaveAndReturnItems,,,,8,FM_loot_item_6_04,,,100,1,,undead_bastion_50232,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_0463_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0463_tasks_first_container,M_ReturnToGiver,,,
FM_0463_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_0463_leg_A_task,FM_0463_leg_B_task,FM_0463_leg_C_task,,
FM_0463_leg_A_task,TaskHaveAndReturnItems,,,,4,FM_loot_item_7_04,,,100,1,,withered_farm_3_40149,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_0463_leg_B_task,TaskHaveAndReturnItems,,,,4,FM_loot_item_8_04,,,100,1,,cave_40224,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_0463_leg_C_task,TaskHaveAndReturnItems,,,,4,FM_loot_item_9_04,,,100,1,,abandoned_village_40266,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_0464_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0464_tasks_first_container,M_ReturnToGiver,,,
FM_0464_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_0464_leg_A_task,FM_0464_leg_B_task,FM_0464_leg_C_task,,
FM_0464_leg_A_task,TaskHaveAndReturnItems,,,,8,FM_loot_item_10_04,,,100,1,,abandoned_village_40266,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_0464_leg_B_task,TaskHaveAndReturnItems,,,,8,FM_loot_item_11_04,,,100,1,,cave_40247,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_0464_leg_C_task,TaskHaveAndReturnItems,,,,8,FM_loot_item_12_04,,,100,1,,abandoned_fishing_village_40246,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_0465_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0465_tasks_first_container,M_ReturnToGiver,,,
FM_0465_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_0465_leg_A_task,FM_0465_leg_B_task,FM_0465_leg_C_task,,
FM_0465_leg_A_task,TaskHaveAndReturnItems,,,,8,FM_loot_item_13_04,,,100,1,,abandoned_village_40266,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_0465_leg_B_task,TaskHaveAndReturnItems,,,,8,FM_loot_item_14_04,,,100,1,,abandoned_farm_village_40201,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_0465_leg_C_task,TaskHaveAndReturnItems,,,,4,FM_loot_item_15_04,,,100,1,,cave_40224,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_0467_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0467_tasks_first_container,M_ReturnToGiver,,,
FM_0467_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_0467_leg_A_task,FM_0467_leg_B_task,FM_0467_leg_C_task,,
FM_0467_leg_A_task,TaskHaveAndReturnItems,,,,1,FM_loot_item_19_04,,,100,1,,ancient_tower_40217,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_0467_leg_B_task,TaskHaveAndReturnItems,,,,1,FM_loot_item_20_04,,,100,1,,ancient_tower_40218,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_0467_leg_C_task,TaskHaveAndReturnItems,,,,1,FM_loot_item_21_04,,,100,1,,ancient_tower_40219,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_0468_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0468_tasks_first_container,M_ReturnToGiver,,,
FM_0468_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_0468_leg_A_task,FM_0468_leg_B_task,FM_0468_leg_C_task,,
FM_0468_leg_A_task,TaskHaveAndReturnItems,,,,1,FM_loot_item_22_04,,,100,1,,ancient_tower_40217,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_0468_leg_B_task,TaskHaveAndReturnItems,,,,1,FM_loot_item_23_04,,,100,1,,ancient_tower_40219,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_0468_leg_C_task,TaskHaveAndReturnItems,,,,5,FM_loot_item_24_04,,,100,1,,nettlerest_graveyard_40151,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_0469_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0469_tasks_first_container,M_ReturnToGiver,,,
FM_0469_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_0469_leg_A_task,FM_0469_leg_B_task,FM_0469_leg_C_task,,
FM_0469_leg_A_task,TaskHaveAndReturnItems,,,,1,FM_loot_item_25_04,,,100,1,,ancient_tower_40219,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_0469_leg_B_task,TaskHaveAndReturnItems,,,,1,FM_loot_item_26_04,,,100,1,,ancient_lookout_40114,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_0469_leg_C_task,TaskHaveAndReturnItems,,,,1,FM_loot_item_27_04,,,100,1,,ancient_lookout_40113,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_0470_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0470_tasks_first_container,M_ReturnToGiver,,,
FM_0470_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_0470_leg_A_task,FM_0470_leg_B_task,FM_0470_leg_C_task,,
FM_0470_leg_A_task,TaskHaveAndReturnItems,,,,1,FM_loot_item_28_04,,,100,1,,ancient_lookout_40113,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_0470_leg_B_task,TaskHaveAndReturnItems,,,,1,FM_loot_item_29_04,,,100,1,,ancient_lookout_40109,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_0470_leg_C_task,TaskHaveAndReturnItems,,,,12,FM_loot_item_30_04,,,100,1,,shattered_obelisk,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_S_0461_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_0461_tasks_first_container,M_ReturnToGiver,,,
FM_S_0461_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_S_0461_leg_A_task,FM_S_0461_leg_B_task,FM_S_0461_leg_C_task,,
FM_S_0461_leg_A_task,TaskHaveAndReturnItems,,,,7,FM_loot_item_1_04,,,100,1,,undead_bastion_40207,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_S_0461_leg_B_task,TaskHaveAndReturnItems,,,,4,FM_loot_item_2_04,,,100,1,,ancient_ruins_40223,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_S_0461_leg_C_task,TaskHaveAndReturnItems,,,,7,FM_loot_item_3_04,,,100,1,,undead_bastion_40227,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_S_0462_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_0462_tasks_first_container,M_ReturnToGiver,,,
FM_S_0462_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_S_0462_leg_A_task,FM_S_0462_leg_B_task,FM_S_0462_leg_C_task,,
FM_S_0462_leg_A_task,TaskHaveAndReturnItems,,,,8,FM_loot_item_4_04,,,100,1,,undead_bastion_40227,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_S_0462_leg_B_task,TaskHaveAndReturnItems,,,,8,FM_loot_item_5_04,,,100,1,,undead_bastion_40207,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_S_0462_leg_C_task,TaskHaveAndReturnItems,,,,8,FM_loot_item_6_04,,,100,1,,undead_bastion_50232,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_S_0463_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_0463_tasks_first_container,M_ReturnToGiver,,,
FM_S_0463_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_S_0463_leg_A_task,FM_S_0463_leg_B_task,FM_S_0463_leg_C_task,,
FM_S_0463_leg_A_task,TaskHaveAndReturnItems,,,,4,FM_loot_item_7_04,,,100,1,,withered_farm_3_40149,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_S_0463_leg_B_task,TaskHaveAndReturnItems,,,,4,FM_loot_item_8_04,,,100,1,,cave_40224,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_S_0463_leg_C_task,TaskHaveAndReturnItems,,,,4,FM_loot_item_9_04,,,100,1,,abandoned_village_40266,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_S_0464_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_0464_tasks_first_container,M_ReturnToGiver,,,
FM_S_0464_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_S_0464_leg_A_task,FM_S_0464_leg_B_task,FM_S_0464_leg_C_task,,
FM_S_0464_leg_A_task,TaskHaveAndReturnItems,,,,8,FM_loot_item_10_04,,,100,1,,abandoned_village_40266,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_S_0464_leg_B_task,TaskHaveAndReturnItems,,,,8,FM_loot_item_11_04,,,100,1,,cave_40247,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_S_0464_leg_C_task,TaskHaveAndReturnItems,,,,8,FM_loot_item_12_04,,,100,1,,abandoned_fishing_village_40246,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_S_0465_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_0465_tasks_first_container,M_ReturnToGiver,,,
FM_S_0465_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_S_0465_leg_A_task,FM_S_0465_leg_B_task,FM_S_0465_leg_C_task,,
FM_S_0465_leg_A_task,TaskHaveAndReturnItems,,,,8,FM_loot_item_13_04,,,100,1,,abandoned_village_40266,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_S_0465_leg_B_task,TaskHaveAndReturnItems,,,,8,FM_loot_item_14_04,,,100,1,,abandoned_farm_village_40201,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_S_0465_leg_C_task,TaskHaveAndReturnItems,,,,4,FM_loot_item_15_04,,,100,1,,cave_40224,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_S_0467_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_0467_tasks_first_container,M_ReturnToGiver,,,
FM_S_0467_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_S_0467_leg_A_task,FM_S_0467_leg_B_task,FM_S_0467_leg_C_task,,
FM_S_0467_leg_A_task,TaskHaveAndReturnItems,,,,1,FM_loot_item_19_04,,,100,1,,ancient_tower_40217,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_S_0467_leg_B_task,TaskHaveAndReturnItems,,,,1,FM_loot_item_20_04,,,100,1,,ancient_tower_40218,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_S_0467_leg_C_task,TaskHaveAndReturnItems,,,,1,FM_loot_item_21_04,,,100,1,,ancient_tower_40219,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_S_0468_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_0468_tasks_first_container,M_ReturnToGiver,,,
FM_S_0468_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_S_0468_leg_A_task,FM_S_0468_leg_B_task,FM_S_0468_leg_C_task,,
FM_S_0468_leg_A_task,TaskHaveAndReturnItems,,,,1,FM_loot_item_22_04,,,100,1,,ancient_tower_40217,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_S_0468_leg_B_task,TaskHaveAndReturnItems,,,,1,FM_loot_item_23_04,,,100,1,,ancient_tower_40219,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_S_0468_leg_C_task,TaskHaveAndReturnItems,,,,5,FM_loot_item_24_04,,,100,1,,nettlerest_graveyard_40151,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_S_0469_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_0469_tasks_first_container,M_ReturnToGiver,,,
FM_S_0469_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_S_0469_leg_A_task,FM_S_0469_leg_B_task,FM_S_0469_leg_C_task,,
FM_S_0469_leg_A_task,TaskHaveAndReturnItems,,,,1,FM_loot_item_25_04,,,100,1,,ancient_tower_40219,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_S_0469_leg_B_task,TaskHaveAndReturnItems,,,,1,FM_loot_item_26_04,,,100,1,,ancient_lookout_40114,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_S_0469_leg_C_task,TaskHaveAndReturnItems,,,,1,FM_loot_item_27_04,,,100,1,,ancient_lookout_40113,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_S_0470_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_0470_tasks_first_container,M_ReturnToGiver,,,
FM_S_0470_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_S_0470_leg_A_task,FM_S_0470_leg_B_task,FM_S_0470_leg_C_task,,
FM_S_0470_leg_A_task,TaskHaveAndReturnItems,,,,1,FM_loot_item_28_04,,,100,1,,ancient_lookout_40113,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_S_0470_leg_B_task,TaskHaveAndReturnItems,,,,1,FM_loot_item_29_04,,,100,1,,ancient_lookout_40109,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
