TaskID,Type,FailOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticPinZOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
FM_03_PVP_SpySpot_Marauder_first_ordie,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_03_PVP_SpySpot_Marauder_first,M_task_die_reset,,,
FM_03_PVP_SpySpot_Marauder_first,TaskGatherItems,,,1,FM_PVP_Marauders_item_1,PVP_0001_DeadDropGiveItem,100,,true,,ancient_bridge_40329,,true,,,,,,,IO_PVP_0001_DeadDropGiveItem,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_espionage_step_1_at_POI,,9718.3 7765.2 461.1,,,,,,,,,,,,,,,,,
FM_03_PVP_SpySpot_Marauder_task_ordie,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_03_PVP_SpySpot_Maraude_turnin,M_task_die_reset,,,
FM_03_PVP_SpySpot_Maraude_turnin,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_03_PVP_SpySpot_Marauder_task,FM_03_PVP_SpySpot_Maraude_remove,,,
FM_03_PVP_SpySpot_Marauder_task,TaskGatherAndReturnItems,,1,1,FM_PVP_Marauders_item_2,PVP_0003_DeadDropGiveItem,100,,true,,factionarea_40341,,true,,,,,,,IO_PVP_0003_DeadDropGiveItem,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_espionage_step_2_at_POI,,9898.9 8065.1 488.3,,,,,,,,,,,,,,,,,
FM_03_PVP_SpySpot_Maraude_remove,TaskRemoveItem,,,1,FM_PVP_Marauders_item_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FM_03_PVP_SpySpot_Marauder_DummyEvent,TaskGameEvent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM_03_PVP_PoachSpot_Syndicate_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_03_PVP_PoachSpot_Syndicate_first,M_ReturnToGiver,,,
FM_03_PVP_PoachSpot_Syndicate_first,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,1,,,,,,,,,,,,FM_03_PVP_PoachSpot_Syndicate_task,M_task_die_reset,,,
FM_03_PVP_PoachSpot_Syndicate_task,TaskKillContribution,,,4,,,,,true,,factionarea_40341,,true,,,,,,,,,,Wolf_Grey_03GC11,,,,,,,,,,,,,,,,,,,,@objective_mission_destroy_generic_at_POI,,10086.73 7866.02 462.9,,,,,,,,,,,,,,,,,
FM_03_PVP_PoachSpot_Syndicate_DummyEvent,TaskGameEvent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM_03_PVP_ControlSpot_Syndicate_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_03_PVP_ControlSpot_Syndicate_first,M_ReturnToGiver,,,
FM_03_PVP_ControlSpot_Syndicate_first,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,1,,,,,,,,,,,,FM_03_PVP_ControlSpot_Syndicate_task,M_task_die_reset,,,
FM_03_PVP_ControlSpot_Syndicate_task,PatrolTask,,,,,,,,true,,factionarea_40341,,true,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,@objective_mission_task_patrol_timer,,10086.73 7866.02 462.9,,,,,,,,,,,,,,,,,
FM_03_PVP_ControlSpot_Syndicate_DummyEvent,TaskGameEvent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM_03_PVP_SpySpot_Syndicate_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_03_PVP_SpySpot_Syndicate_2_step_container,M_ReturnToGiver,,,
FM_03_PVP_SpySpot_Syndicate_2_step_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,1,,,,,,,,,,,,FM_03_PVP_SpySpot_Syndicate_first_ordie,FM_03_PVP_SpySpot_Syndicate_task_ordie,,,
FM_03_PVP_SpySpot_Syndicate_first_ordie,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_03_PVP_SpySpot_Syndicate_first,M_task_die_reset,,,
FM_03_PVP_SpySpot_Syndicate_first,TaskGatherItems,,,1,FM_PVP_Syndicate_item_1,PVP_0003_DeadDropGiveItem,100,,true,,factionarea_40341,,true,,,,,,,IO_PVP_0003_DeadDropGiveItem,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_archive_step_1_at_POI,,9898.9 8065.1 488.3,,,,,,,,,,,,,,,,,
FM_03_PVP_SpySpot_Syndicate_task_ordie,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_03_PVP_SpySpot_Syndicate_turnin,M_task_die_reset,,,
FM_03_PVP_SpySpot_Syndicate_turnin,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_03_PVP_SpySpot_Syndicate_task,FM_03_PVP_SpySpot_Syndicate_remove,,,
FM_03_PVP_SpySpot_Syndicate_task,TaskGatherAndReturnItems,,1,1,FM_PVP_Syndicate_item_2,PVP_0002_DeadDropGiveItem,100,,true,,factionarea_40341,,true,,,,,,,IO_PVP_0002_DeadDropGiveItem,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_archive_step_2_at_POI,,10307.77 7830.85 464,,,,,,,,,,,,,,,,,
FM_03_PVP_SpySpot_Syndicate_remove,TaskRemoveItem,,,1,FM_PVP_Syndicate_item_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FM_03_PVP_SpySpot_Syndicate_DummyEvent,TaskGameEvent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM_03_PVP_ControlSpot_Covenant_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_03_PVP_ControlSpot_Covenant_first,M_ReturnToGiver,,,
FM_03_PVP_ControlSpot_Covenant_first,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,1,,,,,,,,,,,,FM_03_PVP_ControlSpot_Covenant_task,M_task_die_reset,,,
FM_03_PVP_ControlSpot_Covenant_task,PatrolTask,,,,,,,,true,,factionarea_40341,,true,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,@objective_mission_task_patrol_timer,,10086.73 7866.02 462.9,,,,,,,,,,,,,,,,,
FM_03_PVP_ControlSpot_Covenant_DummyEvent,TaskGameEvent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM_03_PVP_PoachSpot_Covenant_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_03_PVP_PoachSpot_Covenant_first,M_ReturnToGiver,,,
FM_03_PVP_PoachSpot_Covenant_first,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,1,,,,,,,,,,,,FM_03_PVP_PoachSpot_Covenant_task,M_task_die_reset,,,
FM_03_PVP_PoachSpot_Covenant_task,TaskRequireGatherItems,,,80,WoodT1,,100,,true,,factionarea_40341,,true,,,,,,,WoodT1,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_poach_wood_at_POI,,10086.73 7866.02 462.9,,,,,,,,,,,,,,,,,
FM_03_PVP_PoachSpot_Covenant_DummyEvent,TaskGameEvent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM_03_PVP_SpySpot_Covenant_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_03_PVP_SpySpot_Covenant_2_step_container,M_ReturnToGiver,,,
FM_03_PVP_SpySpot_Covenant_2_step_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,1,,,,,,,,,,,,FM_03_PVP_SpySpot_Covenant_first_ordie,FM_03_PVP_SpySpot_Covenant_task_ordie,,,
FM_03_PVP_SpySpot_Covenant_first_ordie,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_03_PVP_SpySpot_Covenant_first,M_task_die_reset,,,
FM_03_PVP_SpySpot_Covenant_first,TaskGatherItems,,,1,FM_PVP_Covenant_item_1,PVP_0002_DeadDropGiveItem,100,,true,,factionarea_40341,,true,,,,,,,IO_PVP_0002_DeadDropGiveItem,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_espionage_step_1_at_POI,,10307.77 7830.85 464,,,,,,,,,,,,,,,,,
FM_03_PVP_SpySpot_Covenant_task_ordie,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_03_PVP_SpySpot_Covenant_turnin,M_task_die_reset,,,
FM_03_PVP_SpySpot_Covenant_turnin,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_03_PVP_SpySpot_Covenant_task,FM_03_PVP_SpySpot_Covenant_remove,,,
FM_03_PVP_SpySpot_Covenant_task,TaskGatherAndReturnItems,,1,1,FM_PVP_Covenant_item_2,PVP_0001_DeadDropGiveItem,100,,true,,ancient_bridge_40329,,true,,,,,,,IO_PVP_0001_DeadDropGiveItem,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_espionage_step_2_at_POI,,9718.3 7765.2 461.1,,,,,,,,,,,,,,,,,
FM_03_PVP_SpySpot_Covenant_remove,TaskRemoveItem,,,1,FM_PVP_Covenant_item_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FM_03_PVP_SpySpot_Covenant_DummyEvent,TaskGameEvent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM_0301_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0301_tasks_first_container,M_ReturnToGiver,,,
FM_0301_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_0301_leg_A_task,FM_0301_leg_B_task,FM_0301_leg_C_task,,
FM_0301_leg_A_task,TaskKillContribution,,,8,,,,,true,,greatcleavesouthwall_40301,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0301_leg_B_task,TaskKillContribution,,,8,,,,,true,,mine_40305,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0301_leg_C_task,TaskKillContribution,,,8,,,,,true,,abandoned_village_40308,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0302_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0302_tasks_first_container,M_ReturnToGiver,,,
FM_0302_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_0302_leg_A_task,FM_0302_leg_B_task,FM_0302_leg_C_task,,
FM_0302_leg_A_task,TaskKillContribution,,,8,,,,,true,,greatcleavesouthwall_40301,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0302_leg_B_task,TaskKillContribution,,,8,,,,,true,,ancient_ruins_40330,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0302_leg_C_task,TaskKillContribution,,,8,,,,,true,,abandoned_village_40307,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0303_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0303_tasks_first_container,M_ReturnToGiver,,,
FM_0303_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_0303_leg_A_task,FM_0303_leg_B_task,FM_0303_leg_C_task,,
FM_0303_leg_A_task,TaskKillContribution,,,8,,,,,true,,ancient_ruins_40330,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0303_leg_B_task,TaskKillContribution,,,8,,,,,true,,mine_40305,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0303_leg_C_task,TaskKillContribution,,,8,,,,,true,,ancient_shrine_40313,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0304_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0304_tasks_first_container,M_ReturnToGiver,,,
FM_0304_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_0304_leg_A_task,FM_0304_leg_B_task,FM_0304_leg_C_task,,
FM_0304_leg_A_task,TaskKillContribution,,,8,,,,,true,,ancient_shrine_40313,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0304_leg_B_task,TaskKillContribution,,,8,,,,,true,,ancient_bridge_40329,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0304_leg_C_task,TaskKillContribution,,,8,,,,,true,,ancient_ruins_40330,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0305_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0305_tasks_first_container,M_ReturnToGiver,,,
FM_0305_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_0305_leg_A_task,FM_0305_leg_B_task,FM_0305_leg_C_task,,
FM_0305_leg_A_task,TaskKillContribution,,,8,,,,,true,,ancient_ruins_40330,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0305_leg_B_task,TaskKillContribution,,,8,,,,,true,,corrupted_fort_40317,,true,,,,,,,,,,Misty,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0305_leg_C_task,TaskKillContribution,,,6,,,,,true,,ancient_shrine_40311,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0306_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0306_tasks_first_container,M_ReturnToGiver,,,
FM_0306_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_0306_leg_A_task,FM_0306_leg_B_task,FM_0306_leg_C_task,,
FM_0306_leg_A_task,TaskKillContribution,,,8,,,,,true,,corrupted_fort_40315,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0306_leg_B_task,TaskKillContribution,,,8,,,,,true,,ancient_bridge_40329,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0306_leg_C_task,TaskKillContribution,,,8,,,,,true,,corrupted_fort_40317,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0307_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0307_tasks_first_container,M_ReturnToGiver,,,
FM_0307_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_0307_leg_A_task,FM_0307_leg_B_task,FM_0307_leg_C_task,,
FM_0307_leg_A_task,TaskKillContribution,,,8,,,,,true,,corrupted_fort_40317,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0307_leg_B_task,TaskKillContribution,,,8,,,,,true,,corrupted_fort_40315,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0307_leg_C_task,TaskKillContribution,,,8,,,,,true,,ancient_bridge_40329,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0308_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0308_tasks_first_container,M_ReturnToGiver,,,
FM_0308_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_0308_leg_A_task,FM_0308_leg_B_task,FM_0308_leg_C_task,,
FM_0308_leg_A_task,TaskKillContribution,,,5,,,,,true,,graveyard_40320,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0308_leg_B_task,TaskKillContribution,,,5,,,,,true,,abandoned_farm_village_40303,,true,,,,,,,,,,Misty,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0308_leg_C_task,TaskKillContribution,,,5,,,,,true,,corrupted_fort_40315,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0309_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0309_tasks_first_container,M_ReturnToGiver,,,
FM_0309_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_0309_leg_A_task,FM_0309_leg_B_task,FM_0309_leg_C_task,,
FM_0309_leg_A_task,TaskKillContribution,,,8,,,,,true,,corrupted_camp_40302,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0309_leg_B_task,TaskKillContribution,,,8,,,,,true,,corrupted_fort_40318,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0309_leg_C_task,TaskKillContribution,,,8,,,,,true,,military_camp_40405,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0310_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0310_tasks_first_container,M_ReturnToGiver,,,
FM_0310_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_0310_leg_A_task,FM_0310_leg_B_task,FM_0310_leg_C_task,,
FM_0310_leg_A_task,TaskKillContribution,,,8,,,,,true,,abandoned_village_40309,,true,,,,,,,,,,Unhallowed,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0310_leg_B_task,TaskKillContribution,,,8,,,,,true,,ancient_shrine_40312,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0310_leg_C_task,TaskKillContribution,,,8,,,,,true,,military_camp_40405,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0301_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_0301_tasks_first_container,M_ReturnToGiver,,,
FM_S_0301_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_0301_leg_A_task,FM_S_0301_leg_B_task,FM_S_0301_leg_C_task,,
FM_S_0301_leg_A_task,TaskKillContribution,,,8,,,,,true,,greatcleavesouthwall_40301,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0301_leg_B_task,TaskKillContribution,,,8,,,,,true,,mine_40305,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0301_leg_C_task,TaskKillContribution,,,8,,,,,true,,abandoned_village_40308,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0302_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_0302_tasks_first_container,M_ReturnToGiver,,,
FM_S_0302_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_0302_leg_A_task,FM_S_0302_leg_B_task,FM_S_0302_leg_C_task,,
FM_S_0302_leg_A_task,TaskKillContribution,,,8,,,,,true,,greatcleavesouthwall_40301,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0302_leg_B_task,TaskKillContribution,,,8,,,,,true,,ancient_ruins_40330,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0302_leg_C_task,TaskKillContribution,,,8,,,,,true,,abandoned_village_40307,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0303_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_0303_tasks_first_container,M_ReturnToGiver,,,
FM_S_0303_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_0303_leg_A_task,FM_S_0303_leg_B_task,FM_S_0303_leg_C_task,,
FM_S_0303_leg_A_task,TaskKillContribution,,,8,,,,,true,,ancient_ruins_40330,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0303_leg_B_task,TaskKillContribution,,,8,,,,,true,,mine_40305,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0303_leg_C_task,TaskKillContribution,,,8,,,,,true,,ancient_shrine_40313,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0304_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_0304_tasks_first_container,M_ReturnToGiver,,,
