TaskID,Type,FailOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,TP_StayComplete,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticPinZOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
FM_11_PVP_SpySpot_Covenant_first,TaskGatherItems,,,1,FM_PVP_Covenant_item_1,PVP_0003_DeadDropGiveItem,100,,1,,factionarea_60359,,1,,,,,,,IO_PVP_0003_DeadDropGiveItem,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_espionage_step_1_at_POI,,13483.3 7336.7 195.25,,,,,,,,,,,,,,,,,,
FM_11_PVP_SpySpot_Covenant_task_ordie,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_11_PVP_SpySpot_Covenant_turnin,M_task_die_reset,,,
FM_11_PVP_SpySpot_Covenant_turnin,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_11_PVP_SpySpot_Covenant_task,FM_11_PVP_SpySpot_Covenant_remove,,,
FM_11_PVP_SpySpot_Covenant_task,TaskGatherAndReturnItems,,1,1,FM_PVP_Covenant_item_2,PVP_0001_DeadDropGiveItem,100,,1,,factionarea_60357,,1,,,,,,,IO_PVP_0001_DeadDropGiveItem,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_espionage_step_2_at_POI,,13281.9 8070.7 201.4,,,,,,,,,,,,,,,,,,
FM_11_PVP_SpySpot_Covenant_remove,TaskRemoveItem,,,1,FM_PVP_Covenant_item_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FM_11_PVP_SpySpot_Covenant_DummyEvent,TaskGameEvent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM_11_H_01_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_11_H_01_tasks_first_container,M_ReturnToGiver,,,
FM_11_H_01_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_11_H_01_leg_A_task,FM_11_H_01_leg_B_task,FM_11_H_01_leg_C_task,,
FM_11_H_01_leg_A_task,TaskGatherAndReturnItems,,,3,FM_hunt_item_1_11,Bobcat_11MD01,100,,1,,morrowtide1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_11_H_01_leg_B_task,TaskGatherAndReturnItems,,,3,FM_hunt_item_2_11,Boar_Stripped_11MD03,100,,1,,morrowtide3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_11_H_01_leg_C_task,TaskGatherAndReturnItems,,,3,FM_hunt_item_3_11,Alligator_Black_11MD02,100,,1,,morrowtide2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,12885.42 6890.09 130.6,,,,,,,,,,,,,,,,,,
FM_11_H_02_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_11_H_02_tasks_first_container,M_ReturnToGiver,,,
FM_11_H_02_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_11_H_02_leg_A_task,FM_11_H_02_leg_B_task,FM_11_H_02_leg_C_task,,
FM_11_H_02_leg_A_task,TaskGatherAndReturnItems,,,3,FM_hunt_item_4_11,Bobcat_11MD04,100,,1,,morrowtide4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_11_H_02_leg_B_task,TaskGatherAndReturnItems,,,3,FM_hunt_item_5_11,Bear_Black_11MD06,100,,1,,morrowtide6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_11_H_02_leg_C_task,TaskGatherAndReturnItems,,,3,FM_hunt_item_6_11,Lynx_11MD08,100,,1,,morrowtide8,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_11_H_03_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_11_H_03_tasks_first_container,M_ReturnToGiver,,,
FM_11_H_03_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_11_H_03_leg_A_task,FM_11_H_03_leg_B_task,FM_11_H_03_leg_C_task,,
FM_11_H_03_leg_A_task,TaskGatherAndReturnItems,,,3,FM_hunt_item_7_11,Wolf_Grey_11MD09,100,,1,,morrowtide9,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,12235.78 6570.27 211.89,,,,,,,,,,,,,,,,,,
FM_11_H_03_leg_B_task,TaskGatherAndReturnItems,,,1,FM_hunt_item_8_11,Bear_Grizzly_11MD10,100,,1,,morrowtide10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,12705.02 7622.9 337.97,,,,,,,,,,,,,,,,,,
FM_11_H_03_leg_C_task,TaskGatherAndReturnItems,,,3,FM_hunt_item_9_11,Elk_Stag_11MD07,100,,1,,morrowtide7,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,,,,,,,,,,,,,,,,,,,
1124_0101_Container_OdeToAeternum,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1124_0101_01_TravelTask1,1124_0101_02_TravelTask,1124_0101_Container_OdeToAeternum2,,
1124_0101_01_TravelTask1,TaskTriggerArea,,,1,,,,,1,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_1124_Ode,@1124_TravelTo_Site1,,13226.357 6458.173 130.331,1,,,,,,,,,,,,,,,,,
1124_0101_02_TravelTask,TaskInteract,,,1,,,,,,,,,,,,,,,,IO_1124_VistaPoint1,,,,,,,,,,,,,,,,,,,,,,,@1124_Ode_1,,13226.357 6458.173 130.331,1,,,,,,,,,,,,,,,,,
1124_0101_Container_OdeToAeternum2,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1124_0101_03_TravelTask2,1124_0101_KIllContribution1,1124_0101_04_TravelTask,1124_0101_Container_OdeToAeternum3,
1124_0101_03_TravelTask2,TaskGoToPOITag,,,,,,,,,,ancient_lookout_seaside_60305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1124_TravelTo_Site2,,13829.143 6640.201 153.696,1,,,,,,,,,,,,,,,,,
1124_0101_KIllContribution1,TaskKillContribution,,1,1,,,,,1,,ancient_lookout_seaside_60305,,,,,,,,,,,,AncientGuardian_Mage_11MD00c,,,,,,,,,,,,,,,,,,,,@1100_KillQuest_Generic,,13829.143 6640.201 153.697,,,,,,,,,,,,,,,,,,
1124_0101_04_TravelTask,TaskInteract,,,1,,,,,,,,,,,,,,,,IO_1124_VistaPoint2,,,,,,,,,,,,,,,,,,,,,,,@1124_Ode_2,,13829.143 6640.201 153.697,1,,,,,,,,,,,,,,,,,
1124_0101_Container_OdeToAeternum3,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1124_0101_05_TravelTask3,1124_0101_KIllContribution2,1124_0101_06_TravelTask,1124_0101_Container_OdeToAeternum4,
1124_0101_05_TravelTask3,TaskGoToPOITag,,,,,,,,,,ancient_ruins_mainland_60311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1124_TravelTo_Site3,,13278.921 7391.850 189.030,1,,,,,,,,,,,,,,,,,
1124_0101_KIllContribution2,TaskKillContribution,,1,1,,,,,1,,ancient_ruins_mainland_60311,,,,,,,,,,,,AncientGuardian_Mage_11MD00c,,,,,,,,,,,,,,,,,,,,@1100_KillQuest_Generic,,13278.921 7391.850 189.030,,,,,,,,,,,,,,,,,,
1124_0101_06_TravelTask,TaskInteract,,,1,,,,,,,,,,,,,,,,IO_1124_VistaPoint3,,,,,,,,,,,,,,,,,,,,,,,@1124_Ode_3,,13278.921 7391.850 189.030,1,,,,,,,,,,,,,,,,,
1124_0101_Container_OdeToAeternum4,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1124_0101_07_TravelTask4,1124_0101_08_TravelTask,,,
1124_0101_07_TravelTask4,TaskGoToPOITag,,,,,,,,,,ancient_ruins_mourningbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1124_TravelTo_Site4,,12746.329 7241.114 221.516,1,,,,,,,,,,,,,,,,,
1124_0101_08_TravelTask,TaskInteract,,,1,,,,,,,,,,,,,,,,IO_1124_VistaPoint4,,,,,,,,,,,,,,,,,,,,,,,@1124_Ode_4,,12746.329 7241.114 221.516,1,,,,,,,,,,,,,,,,,
1126_0101_Container_StoneColdSecrets,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1126_StoneColdSecrets,,,,,,,,,,,,,,,,1126_0101_01_TravelTask1,1126_0101_03_DefeatGuardian,1126_0101_02_Investigate_Ruins,1126_0101_Container_StoneColdSecrets2,
1126_0101_01_TravelTask1,TaskGoToPOITag,,1,1,,,,,,,splitforklookout,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1126_StoneColdTravelTo_1,,12827.409 6053.857 162.129,,,,,,,,,,,,,,,,,,
1126_0101_03_DefeatGuardian,TaskKillContribution,,1,3,,,,,1,,,,1,,,,,,,,,,Skeleton_1H_Sword_11MD00c,,,,,,,,,,,,,,,,,,,,@1100_KillQuest_Generic,,12827.409 6053.857 162.129,,,,,,,,,,,,,,,,,,
1126_0101_02_Investigate_Ruins,TaskGatherItems,,1,1,1126_AncientKeyFragment1,,,100,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1126_TravelTo_Investigate1,,12827.409 6053.857 162.129,,,,,,,,,,,,,,,,,,
1126_0101_Container_StoneColdSecrets2,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1126_0101_01_TravelTask2,1126_0101_03_DefeatGuardian2,1126_0101_Container_StoneColdSecrets3,,
1126_0101_01_TravelTask2,TaskGoToPOITag,,1,1,,,,,,,tree_offering_60319,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1126_StoneColdTravelTo_2,,13983.30 7214.60 142.01,,,,,,,,,,,,,,,,,,
1126_0101_03_DefeatGuardian2,TaskHaveAndReturnItems,,1,1,1126_AncientKeyFragment2,AncientGuardian_Reaver_Named_01,100,,1,,,,1,,,,,,,,,,AncientGuardian_Reaver_Named_01,,,,,,,,,,,,,,,,,,,,@1126_StoneColdKill,,13983.30 7214.60 142.01,,,,,,,,,,,,,,,,,,
1126_0101_Container_StoneColdSecrets3,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1126_0101_01_TravelTask3,1126_0101_03_DefeatGuardian3,1126_0101_02_Investigate_Ruins3,,
1126_0101_01_TravelTask3,TaskGoToPOITag,,1,1,,,,,,,ancient_lookout_portside_60308,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1126_StoneColdTravelTo_3,,13817.031 7637.692 172.666,,,,,,,,,,,,,,,,,,
1126_0101_03_DefeatGuardian3,TaskKillContribution,,1,3,,,,,1,,ancient_lookout_portside_60308,,1,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@1126_KillQuest_Sunadire,,13817.031 7637.692 172.666,,,,,,,,,,,,,,,,,,
1126_0101_02_Investigate_Ruins3,TaskGatherItems,,1,1,1126_AncientKeyFragment3,,,100,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1126_TravelTo_Investigate3,,13817.031 7637.692 172.666,,,,,,,,,,,,,,,,,,
1126_0102_Container_TheLastMystery,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1126_0102_GiveItem_TheLastMystery,1126_0102_01_TravelTask1,1126_0102_02_TravelTask,1126_0102_Container_TheLastMystery2,
1126_0102_GiveItem_TheLastMystery,TaskGiveItem,,,1,1126_AncientArtifact,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
1126_0102_01_TravelTask1,TaskGoToPOITag,,,1,,,,,,,ancient_ruins_forest_60310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1126_0102_TravelTo_Site1,,13091.901 7855.743 225.076,1,,,,,,,,,,,,,,,,,
1126_0102_02_TravelTask,TaskInteract,,,1,,,,,,,,,,,,,,,,IO_1126_AncientDevice_A,,,1126_AncientDevice_A_interact,,,,,,,,,,,,,,,,,,,,@1126_0102_TrytheKey1,,13091.901 7855.743 225.076,1,,,,,,,,,,,,,,,,,
1126_0102_Container_TheLastMystery2,ConsecutiveTaskContainer,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1126_0102_GiveItem2_TheLastMystery,1126_0102_03_TravelTask2,1126_0102_04_TravelTask,1126_0102_Container_TheLastMystery3,
1126_0102_GiveItem2_TheLastMystery,TaskGiveItem,,,1,1126_AncientArtifact,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
1126_0102_03_TravelTask2,TaskGoToPOITag,,,1,,,,,,,ancient_ruins_woods_60316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1126_0102_TravelTo_Site2,,12984.679 7750.136 242.485,1,,,,,,,,,,,,,,,,,
1126_0102_04_TravelTask,TaskInteract,,,1,,,,,,,,,,,,,,,,IO_1126_AncientDevice_B,,,1126_AncientDevice_B_interact,,,,,,,,,,,,,,,,,,,,@1126_0102_TrytheKey2,,12984.679 7750.136 242.485,1,,,,,,,,,,,,,,,,,
1126_0102_Container_TheLastMystery3,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1126_0102_GiveItem3_TheLastMystery,1124_0101_01_TravelTask3,1126_0101_04_DefeatGuardian2,1126_0102_05_TravelTask,1126_0102_Container_TheLastMystery4
1126_0102_GiveItem3_TheLastMystery,TaskGiveItem,,,1,1126_AncientArtifact,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
1124_0101_01_TravelTask3,TaskTriggerArea,,,1,,,,,1,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_1126_Finale,@1126_0102_TravelTo_Site3,,12714.112 7385.888 233.778,1,,,,,,,,,,,,,,,,,
1126_0101_04_DefeatGuardian2,TaskKillContribution,,,1,,,,,1,,,,1,,,,,,,,,,AncientGuardian_Javelineer_11MD00e,,,,,,,,,,,,,,,,,,,,@1100_KillQuest_Generic,,12714.112 7385.888 233.778,1,,,,,,,,,,,,,,,,,
1126_0102_05_TravelTask,TaskInteract,,,1,,,,,,,,,,,,,,,,IO_1126_AncientDevice_C,,,1126_AncientDevice_C_interact,,,,,,,,,,,,,,,,,,,,@1126_0102_TrytheKey3,,12714.112 7385.888 233.778,1,,,,,,,,,,,,,,,,,
1126_0102_Container_TheLastMystery4,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1126_0102_GiveItem4_TheLastMystery,1126_0102_06_Remove,,,
1126_0102_GiveItem4_TheLastMystery,TaskGiveItem,,,1,1126_AncientArtifact,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
1126_0102_06_Remove,TaskHaveAndReturnItems,,1,1,1126_AncientArtifact,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1126_0102_Return,,,,,,,,,,,,,,,,,,,,
1126_0102_Container_AToast,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1126_0102_GiveItem_Atoast,1126_0102_ReturnToast,1126_0102_ReturnToast2,1126_0102_ReturnToast3,
1126_0102_GiveItem_Atoast,TaskGiveItem,,,1,1126_BarTab,,100,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13171.003 6902.082 149.745,1,1,,,,,,,,,,,,,,,,
1126_0102_ReturnToast,TaskHaveAndReturnItems,,1,1,1126_BarTab,,100,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1126_0102_ReturnToast,,,,,,,,,,,,,,,,,,,,
1126_0102_ReturnToast2,TaskTriggerArea,,,1,,,,,1,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_1126_Bar,@1126_GoToTheBar,,,1,,,,,,,,,,,,,,,,,
1126_0102_ReturnToast3,TaskUnlockAchievement,,,1,SwapActive_1124_Pierre_Town_off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
1126_0103_Container_AmateurAdventurer,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1126_0103_03_TravelTask1,1126_0103_02_Investigate_1,1126_0103_Container_AmateurAdventurer2,,
1126_0103_03_TravelTask1,TaskGoToPOITag,,,1,,,,,,,spiritshrine_60414,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1126_0103_TravelTo_Site1,,12776.517 8328.152 271.070,1,,,,,,,,,,,,,,,,,
1126_0103_02_Investigate_1,TaskAchievement,,,1,Lore_unlock_11_Mourningdale_Title_10_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1126_0103_FindEvidence1,,12783.5 8332.7 268.5,1,,,FALSE,,,,,,,,,,,,,,
1126_0103_Container_AmateurAdventurer2,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1126_0103_03_TravelTask2,1126_0103_04_Investigate_2,1126_0103_Container_AmateurAdventurer3,,
1126_0103_03_TravelTask2,TaskGoToPOITag,,,1,,,,,,,crater_corruptedsettlement_60338,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1126_0103_TravelTo_Site2,,12530.2754 7962.0781 360.281,1,,,,,,,,,,,,,,,,,
1126_0103_04_Investigate_2,TaskAchievement,,,1,Lore_unlock_11_Mourningdale_Title_10_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1126_0103_FindEvidence2,,12530.2754 7962.0781 360.282,1,,,FALSE,,,,,,,,,,,,,,
1126_0103_Container_AmateurAdventurer3,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1126_0103_03_TravelTask3,1126_0103_06_Investigate_3,1126_0103_Container_AmateurAdventurer4,,
1126_0103_03_TravelTask3,TaskGoToPOITag,,,1,,,,,,,crater_corruptedceremony,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1126_0103_TravelTo_Site3,,12189.308 8369.491 450.858,1,,,,,,,,,,,,,,,,,
1126_0103_06_Investigate_3,TaskAchievement,,,1,Lore_unlock_11_Mourningdale_Title_10_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1126_0103_FindEvidence3,,12189.308 8369.491 450.859,1,,,FALSE,,,,,,,,,,,,,,
1126_0103_Container_AmateurAdventurer4,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1126_0103_03_TravelTask4,1126_0103_03_Defeatcorrupt,,,
1126_0103_03_TravelTask4,TaskGoToPOITag,,,1,,,,,,,mine,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1126_0102_TravelTo_Site4,,12618.337 8580.683 357.260,1,,,,,,,,,,,,,,,,,
1126_0103_03_Defeatcorrupt,TaskKillContribution,,,10,,,,,1,,mine,,,,,,,,,,,,Wardog,,,,,,,,,,,,,,,,,,,,@1126_KillQuest_1,,12618.337 8580.683 357.260,1,,,,,,,,,,,,,,,,,
1125_0101_Container_SongoftheSea,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125_0101_GatherBook,1125_0101_Container_SongoftheSea2,,,
1125_0101_GatherBook,TaskGatherAndReturnItems,,1,1,1125_ShantyBook,1125_SongofTheSea,100,,,,,,1,,,,,,,IO_1125_SongofTheSea,,,,,,,,,,,,,,,,,,,,,,,@1125_0101_GatherBook,,14189.984 7018.646 40.755,,,,,,,,,,,,,,,,,,
1125_0101_Container_SongoftheSea2,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1125_0101_GatherHurdy,,,,
1125_0101_GatherHurdy,TaskHaveAndReturnItems,,1,1,1125_Instrument,Ghost,25,,1,,nature_cave_smugglerscove_60320,,1,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,@1125_0101_GatherHurdy,,,,,,,,,,,,,,,,,,,,
1128_0101_Container_VillageChampion,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1128_0101_TravelTask,1128_0101_Container_VillageChampion2,,,
1128_0101_TravelTask,TaskGoToPOITag,,1,1,,,,,1,,crater_corruptedceremony,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1128_0101_TravelTo_Site,,,,,,,,,,,,,,,,,,,,
1128_0101_Container_VillageChampion2,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1128_0101_GatherArmor,1128_0101_GatherArmor2,1128_0101_GatherArmor3,,
1128_0101_GatherArmor,TaskGatherItems,,1,1,1128_Helmet,,,75,1,,crater_corruptedceremony,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1128_0101_Armor1,,,,,,,,,,,,,,,,,,,,
1128_0101_GatherArmor2,TaskHaveAndReturnItems,,1,1,1128_ChestPiece,Corrupted,33,,1,,crater_corruptedceremony,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1128_0101_Armor2,,,,,,,,,,,,,,,,,,,,
1128_0101_GatherArmor3,TaskHaveAndReturnItems,,1,1,1128_Sword,Corrupted,33,,1,,crater_corruptedceremony,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1128_0101_Armor3,,,,,,,,,,,,,,,,,,,,
1127_0101_container_MalignDominion,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1127_0101_container_MalignDominion_1,1127_0101_container_MalignDominion_2,1127_0101_container_MalignDominion_3,,
1127_0101_container_MalignDominion_1,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1127_0101_MD_TravelTask1,1127_0101_01_corrupted_Emitter_1,,,
1127_0101_MD_TravelTask1,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_1127_MD_1,@1127_0101_MalignDominion_interact_nodes,,13164.8799 8289.2246 217.138,,,,,,,,,,,,,,,,,,
1127_0101_01_corrupted_Emitter_1,TaskGameEvent,,,3,,,,,,,,,,,,,,,,IO_1127_MalignNodeA,,,1127_MalignNodeA_interact,,,,,,,,,,,,,,,,,,,,@1127_0101_MalignDominion_nodeA,,13164.8799 8289.2246 217.139,,,,,,,,,,,,,,,,,,
1127_0101_container_MalignDominion_2,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1127_0101_MD_TravelTask2,1127_0101_02_corrupted_Emitter_2,,,
1127_0101_MD_TravelTask2,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_1127_MD_2,@1127_0101_MalignDominion_interact_nodes2,,13538.037 8305.124 201.888,,,,,,,,,,,,,,,,,,
1127_0101_02_corrupted_Emitter_2,TaskGameEvent,,,3,,,,,,,,,,,,,,,,IO_1127_MalignNodeB,,,1127_MalignNodeB_interact,,,,,,,,,,,,,,,,,,,,@1127_0101_MalignDominion_nodeB,,13538.037 8305.124 201.888,,,,,,,,,,,,,,,,,,
1127_0101_container_MalignDominion_3,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1127_0101_MD_TravelTask3,1127_0101_03_corrupted_Emitter_3,,,
1127_0101_MD_TravelTask3,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_1127_MD_3,@1127_0101_MalignDominion_interact_nodes3,,13944.8594 8389.7012 164.5647,,,,,,,,,,,,,,,,,,
1127_0101_03_corrupted_Emitter_3,TaskGameEvent,,,3,,,,,,,,,,,,,,,,IO_1127_MalignNodeC,,,1127_MalignNodeC_interact,,,,,,,,,,,,,,,,,,,,@1127_0101_MalignDominion_nodeC,,13944.8594 8389.7012 164.5647,,,,,,,,,,,,,,,,,,
