TaskID,Type,FailOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,DiegeticPinZOverride,ShowDiegeticTaskPin,DiegeticTaskPinZPosOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
FM_07_PVP_Poach_Syndicate_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_07_PVP_Poach_Syndicate_first,M_ReturnToGiver,,,
FM_07_PVP_Poach_Syndicate_first,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,1,,,,,,,,,,,,FM_07_PVP_Poach_Syndicate_task,M_task_die_reset,,,
FM_07_PVP_Poach_Syndicate_task,TaskKillContribution,,,3,,,,,true,,factionarea_40423,,,true,,,,,,,,,,Bison_Strange_07SM05a,,,,,,,,,,,,,,,,,,,,@objective_mission_destroy_generic_at_POI,,9566.81 9358.89 557.56,,,,,,,,,,,,,,,,,
FM_07_PVP_Poach_Syndicate_DummyEvent,TaskGameEvent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM_07_PVP_Control_Syndicate_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_07_PVP_Control_Syndicate_first,M_ReturnToGiver,,,
FM_07_PVP_Control_Syndicate_first,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,1,,,,,,,,,,,,FM_07_PVP_Control_Syndicate_task,M_task_die_reset,,,
FM_07_PVP_Control_Syndicate_task,PatrolTask,,,,,,,,true,,factionarea_40424,,,true,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,@objective_mission_task_patrol_timer,,9646.89 9239.89 546.36,,,,,,,,,,,,,,,,,
FM_07_PVP_Control_Syndicate_DummyEvent,TaskGameEvent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM_07_PVP_Spy_Covenant_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_07_PVP_Spy_Covenant_2_step_container,M_ReturnToGiver,,,
FM_07_PVP_Spy_Covenant_2_step_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,1,,,,,,,,,,,,FM_07_PVP_Spy_Covenant_first_ordie,FM_07_PVP_Spy_Covenant_task_ordie,,,
FM_07_PVP_Spy_Covenant_first_ordie,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_07_PVP_Spy_Covenant_first,M_task_die_reset,,,
FM_07_PVP_Spy_Covenant_first,TaskGatherItems,,,1,FM_PVP_Covenant_item_1,PVP_0003_DeadDropGiveItem,100,,true,,factionarea_40423,,,true,,,,,,,IO_PVP_0003_DeadDropGiveItem,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_espionage_step_1_at_POI,,9674.34 9375.95 566.57,,,,,,,,,,,,,,,,,
FM_07_PVP_Spy_Covenant_task_ordie,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_07_PVP_Spy_Covenant_turnin,M_task_die_reset,,,
FM_07_PVP_Spy_Covenant_turnin,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_07_PVP_Spy_Covenant_task,FM_07_PVP_Spy_Covenant_remove,,,
FM_07_PVP_Spy_Covenant_task,TaskGatherAndReturnItems,,1,1,FM_PVP_Covenant_item_2,PVP_0002_DeadDropGiveItem,100,,,,factionarea_40424,,,true,,,,,,,IO_PVP_0002_DeadDropGiveItem,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_espionage_step_2_at_POI,,9649.34 9165.05 546.88,,,,,,,,,,,,,,,,,
FM_07_PVP_Spy_Covenant_remove,TaskRemoveItem,,,1,FM_PVP_Covenant_item_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FM_07_PVP_Spy_Covenant_DummyEvent,TaskGameEvent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM_07_PVP_Poach_Covenant_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_07_PVP_Poach_Covenant_first,M_ReturnToGiver,,,
FM_07_PVP_Poach_Covenant_first,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,1,,,,,,,,,,,,FM_07_PVP_Poach_Covenant_task,M_task_die_reset,,,
FM_07_PVP_Poach_Covenant_task,TaskKillContribution,,,3,,,,,true,,factionarea_40423,,,true,,,,,,,,,,Bison_Strange_07SM05a,,,,,,,,,,,,,,,,,,,,@objective_mission_destroy_generic_at_POI,,9566.81 9358.89 557.56,,,,,,,,,,,,,,,,,
FM_07_PVP_Poach_Covenant_DummyEvent,TaskGameEvent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM_07_PVP_Control_Covenant_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_07_PVP_Control_Covenant_first,M_ReturnToGiver,,,
FM_07_PVP_Control_Covenant_first,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,1,,,,,,,,,,,,FM_07_PVP_Control_Covenant_task,M_task_die_reset,,,
FM_07_PVP_Control_Covenant_task,PatrolTask,,,,,,,,true,,factionarea_40424,,,true,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,@objective_mission_task_patrol_timer,,9646.89 9239.89 546.36,,,,,,,,,,,,,,,,,
FM_07_PVP_Control_Covenant_DummyEvent,TaskGameEvent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM_0701_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0701_tasks_first_container,M_ReturnToGiver,,,
FM_0701_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_0701_leg_A_task,FM_0701_leg_B_task,FM_0701_leg_C_task,,
FM_0701_leg_A_task,TaskKillContribution,,,8,,,,,true,,lowermine,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0701_leg_B_task,TaskKillContribution,,,8,,,,,true,,riftwest,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0701_leg_C_task,TaskKillContribution,,,8,,,,,true,,corrupted_fort_alchemy_01_40403,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0702_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0702_tasks_first_container,M_ReturnToGiver,,,
FM_0702_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_0702_leg_A_task,FM_0702_leg_B_task,FM_0702_leg_C_task,,
FM_0702_leg_A_task,TaskKillContribution,,,8,,,,,true,,uppermine,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0702_leg_B_task,TaskKillContribution,,,8,,,,,true,,myrkgardwest,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0702_leg_C_task,TaskKillContribution,,,8,,,,,true,,village,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0703_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0703_tasks_first_container,M_ReturnToGiver,,,
FM_0703_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_0703_leg_A_task,FM_0703_leg_B_task,FM_0703_leg_C_task,,
FM_0703_leg_A_task,TaskKillContribution,,,8,,,,,true,,corrupted_fort_weaving_01_40401,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0703_leg_B_task,TaskKillContribution,,,8,,,,,true,,corruptedfort,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0703_leg_C_task,TaskKillContribution,,,8,,,,,true,,myrkgardnorth,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0704_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0704_tasks_first_container,M_ReturnToGiver,,,
FM_0704_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_0704_leg_A_task,FM_0704_leg_B_task,FM_0704_leg_C_task,,
FM_0704_leg_A_task,TaskKillContribution,,,4,,,,,true,,blightgrove_50416,,,true,,,,,,,,,,Blight_Fiend,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0704_leg_B_task,TaskKillContribution,,,8,,,,,true,,blightcave_50413,,,true,,,,,,,,,,Blight_Fiend,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0704_leg_C_task,TaskKillContribution,,,8,,,,,true,,blightcave_50417,,,true,,,,,,,,,,Blight_Fiend,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0705_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0705_tasks_first_container,M_ReturnToGiver,,,
FM_0705_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_0705_leg_A_task,FM_0705_leg_B_task,FM_0705_leg_C_task,,
FM_0705_leg_A_task,TaskKillContribution,,,8,,,,,true,,ancientcave,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0705_leg_B_task,TaskKillContribution,,,8,,,,,true,,corruptedfort,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0705_leg_C_task,TaskKillContribution,,,8,,,,,true,,corrupted_fort_provisioning_01_40404,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0706_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0706_tasks_first_container,M_ReturnToGiver,,,
FM_0706_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_0706_leg_A_task,FM_0706_leg_B_task,FM_0706_leg_C_task,,
FM_0706_leg_A_task,TaskKillContribution,,,8,,,,,true,,myrkgardsouth,,,true,,,,,,,,,,Myrkgard,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0706_leg_B_task,TaskKillContribution,,,8,,,,,true,,myrkgardchurch,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0706_leg_C_task,TaskKillContribution,,,8,,,,,true,,myrkgardeast,,,true,,,,,,,,,,Myrkgard,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0707_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0707_tasks_first_container,M_ReturnToGiver,,,
FM_0707_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_0707_leg_A_task,FM_0707_leg_B_task,FM_0707_leg_C_task,,
FM_0707_leg_A_task,TaskKillContribution,,,3,,,,,true,,blightcave_50412,,,true,,,,,,,,,,Blight_Fiend,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0707_leg_B_task,TaskKillContribution,,,8,,,,,true,,blightcave_50413,,,true,,,,,,,,,,Blight_Fiend,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0707_leg_C_task,TaskKillContribution,,,8,,,,,true,,blightcave_50414,,,true,,,,,,,,,,AngryEarth,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0701_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_0701_tasks_first_container,M_ReturnToGiver,,,
FM_S_0701_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_0701_leg_A_task,FM_S_0701_leg_B_task,FM_S_0701_leg_C_task,,
FM_S_0701_leg_A_task,TaskKillContribution,,,8,,,,,true,,lowermine,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0701_leg_B_task,TaskKillContribution,,,8,,,,,true,,riftwest,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0701_leg_C_task,TaskKillContribution,,,8,,,,,true,,corrupted_fort_alchemy_01_40403,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0702_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_0702_tasks_first_container,M_ReturnToGiver,,,
FM_S_0702_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_0702_leg_A_task,FM_S_0702_leg_B_task,FM_S_0702_leg_C_task,,
FM_S_0702_leg_A_task,TaskKillContribution,,,8,,,,,true,,uppermine,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0702_leg_B_task,TaskKillContribution,,,8,,,,,true,,myrkgardwest,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0702_leg_C_task,TaskKillContribution,,,8,,,,,true,,village,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0703_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_0703_tasks_first_container,M_ReturnToGiver,,,
FM_S_0703_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_0703_leg_A_task,FM_S_0703_leg_B_task,FM_S_0703_leg_C_task,,
FM_S_0703_leg_A_task,TaskKillContribution,,,8,,,,,true,,corrupted_fort_weaving_01_40401,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0703_leg_B_task,TaskKillContribution,,,8,,,,,true,,corruptedfort,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0703_leg_C_task,TaskKillContribution,,,8,,,,,true,,myrkgardnorth,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0704_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_0704_tasks_first_container,M_ReturnToGiver,,,
FM_S_0704_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_0704_leg_A_task,FM_S_0704_leg_B_task,FM_S_0704_leg_C_task,,
FM_S_0704_leg_A_task,TaskKillContribution,,,4,,,,,true,,blightgrove_50416,,,true,,,,,,,,,,Blight_Fiend,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0704_leg_B_task,TaskKillContribution,,,8,,,,,true,,blightcave_50413,,,true,,,,,,,,,,Blight_Fiend,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0704_leg_C_task,TaskKillContribution,,,8,,,,,true,,blightcave_50417,,,true,,,,,,,,,,Blight_Fiend,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0705_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_0705_tasks_first_container,M_ReturnToGiver,,,
FM_S_0705_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_0705_leg_A_task,FM_S_0705_leg_B_task,FM_S_0705_leg_C_task,,
FM_S_0705_leg_A_task,TaskKillContribution,,,8,,,,,true,,ancientcave,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0705_leg_B_task,TaskKillContribution,,,8,,,,,true,,corruptedfort,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0705_leg_C_task,TaskKillContribution,,,8,,,,,true,,corrupted_fort_provisioning_01_40404,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0706_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_0706_tasks_first_container,M_ReturnToGiver,,,
FM_S_0706_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_0706_leg_A_task,FM_S_0706_leg_B_task,FM_S_0706_leg_C_task,,
FM_S_0706_leg_A_task,TaskKillContribution,,,8,,,,,true,,myrkgardsouth,,,true,,,,,,,,,,Myrkgard,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0706_leg_B_task,TaskKillContribution,,,8,,,,,true,,myrkgardchurch,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0706_leg_C_task,TaskKillContribution,,,8,,,,,true,,myrkgardeast,,,true,,,,,,,,,,Myrkgard,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0707_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_0707_tasks_first_container,M_ReturnToGiver,,,
FM_S_0707_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_0707_leg_A_task,FM_S_0707_leg_B_task,FM_S_0707_leg_C_task,,
FM_S_0707_leg_A_task,TaskKillContribution,,,3,,,,,true,,blightcave_50412,,,true,,,,,,,,,,Blight_Fiend,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0707_leg_B_task,TaskKillContribution,,,8,,,,,true,,blightcave_50413,,,true,,,,,,,,,,Blight_Fiend,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0707_leg_C_task,TaskKillContribution,,,8,,,,,true,,blightcave_50414,,,true,,,,,,,,,,AngryEarth,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0701_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_0701_tasks_first_container,M_ReturnToGiver,,,
FM_C_0701_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_0701_leg_A_task,FM_C_0701_leg_B_task,FM_C_0701_leg_C_task,,
FM_C_0701_leg_A_task,TaskKillContribution,,,8,,,,,true,,lowermine,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0701_leg_B_task,TaskKillContribution,,,8,,,,,true,,riftwest,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0701_leg_C_task,TaskKillContribution,,,8,,,,,true,,corrupted_fort_alchemy_01_40403,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0702_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_0702_tasks_first_container,M_ReturnToGiver,,,
FM_C_0702_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_0702_leg_A_task,FM_C_0702_leg_B_task,FM_C_0702_leg_C_task,,
FM_C_0702_leg_A_task,TaskKillContribution,,,8,,,,,true,,uppermine,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0702_leg_B_task,TaskKillContribution,,,8,,,,,true,,myrkgardwest,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0702_leg_C_task,TaskKillContribution,,,8,,,,,true,,village,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0703_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_0703_tasks_first_container,M_ReturnToGiver,,,
FM_C_0703_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_0703_leg_A_task,FM_C_0703_leg_B_task,FM_C_0703_leg_C_task,,
FM_C_0703_leg_A_task,TaskKillContribution,,,8,,,,,true,,corrupted_fort_weaving_01_40401,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0703_leg_B_task,TaskKillContribution,,,8,,,,,true,,corruptedfort,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0703_leg_C_task,TaskKillContribution,,,8,,,,,true,,myrkgardnorth,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0704_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_0704_tasks_first_container,M_ReturnToGiver,,,
