TaskID,Type,FailOnCondition,ResetOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,ShouldCheckPoints,LootTag,PauseAndClearLootOnTaskComplete,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,OverrideLocation,IsHidden,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
Task_Perk2_Artifact_Set1_1hRapier,TaskKillContribution,,,,10,,,,,true,9,,,,,,,,,,,,,FL_Hercyne_Boar_09FL10,,,,,,,,,,,,,,,,,,,,@Objective_Kill_in_FL,,,,,,,true,,,,,
Task_Perk3_Artifact_Set1_1hRapier,TaskKillContribution,,,,30,,,,,true,,elite_island_40065,,,,,,,,,,,,FL_Explosive_Sprout_Poison_Elite_09FL12,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,true,,,,,
Task_Craft_Artifact_Set1_1hRapier,TaskAchievement,,,1,,FC_Artifact_Set1_1hRapier || FC_Artifact_Set1_1hRapier_GS725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
Task_Container_Artifact_Set1_1hGauntletIce,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Task_ContainerEquip_Artifact_Set1_1hGauntletIce,Task_Craft_Artifact_Set1_1hGauntletIce,,,
Task_ContainerEquip_Artifact_Set1_1hGauntletIce,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set1_1hGauntletIce,Task_ContainerPerks_Artifact_Set1_1hGauntletIce,,,
Task_Equip_Artifact_Set1_1hGauntletIce,TaskEquipItem,,,1,1,Artifact_Set1_1hGauntletIce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set1_1hGauntletIce,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,1,,,,,true,Task_Perk1_Artifact_Set1_1hGauntletIce,Task_Perk2_Artifact_Set1_1hGauntletIce,Task_Perk3_Artifact_Set1_1hGauntletIce,,
Task_Perk1_Artifact_Set1_1hGauntletIce,TaskKillContribution,,,,1,,,,,true,9,,,,,,,,,,,,,FL_Gorilla_Ice_Elite_Named_09FL12,,,,,,,,,,,,,,,,,,,,@Objective_Kill_in_FL,,,,,,,true,,,,,
Task_Perk2_Artifact_Set1_1hGauntletIce,TaskKillContribution,,,,20,,,,,,,,DungeonGreatCleave00,,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@Objective_Kill_GlacialTarn,,,,,,,true,,,,,
Task_Perk3_Artifact_Set1_1hGauntletIce,TaskKillContribution,,,,20,,,,,,,,DungeonGreatCleave00,,,,,,,,,,,Varangian,,,,,,,,,,,,,,,,,,,,@Objective_Kill_GlacialTarn,,,,,,,true,,,,,
Task_Craft_Artifact_Set1_1hGauntletIce,TaskAchievement,,,1,,FC_Artifact_Set1_1hGauntletIce || FC_Artifact_Set1_1hGauntletIce_GS725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
Task_Container_Artifact_Set1_1hGauntletVoid,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Task_ContainerEquip_Artifact_Set1_1hGauntletVoid,Task_Craft_Artifact_Set1_1hGauntletVoid,,,
Task_ContainerEquip_Artifact_Set1_1hGauntletVoid,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set1_1hGauntletVoid,Task_ContainerPerks_Artifact_Set1_1hGauntletVoid,,,
Task_Equip_Artifact_Set1_1hGauntletVoid,TaskEquipItem,,,1,1,Artifact_Set1_1hGauntletVoid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set1_1hGauntletVoid,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,1,,,,,true,Task_Perk1_Artifact_Set1_1hGauntletVoid,Task_Perk2_Artifact_Set1_1hGauntletVoid,Task_Perk3_Artifact_Set1_1hGauntletVoid,,
Task_Perk1_Artifact_Set1_1hGauntletVoid,TaskKillContribution,,,,20,,,,,true,,elite_island_40065,,,,,,,,,,,,FL_Gorilla_Melee_Elite_09FL12,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,true,,,,,
Task_Perk2_Artifact_Set1_1hGauntletVoid,TaskKillContribution,,,,30,,,,,true,,boar_infestation_1_40059,,,,,,,,,,,,FL_Mammoth,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,true,,,,,
Task_Perk3_Artifact_Set1_1hGauntletVoid,TaskKillContribution,,,,20,,,,,true,,beastlands_40064,,,,,,,,,,,,FL_Chameleon_Elite_09FL01,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,true,,,,,
Task_Craft_Artifact_Set1_1hGauntletVoid,TaskAchievement,,,1,,FC_Artifact_Set1_1hGauntletVoid || FC_Artifact_Set1_1hGauntletVoid_GS725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
Task_Container_Artifact_Set1_2hBlunderbuss,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Task_ContainerEquip_Artifact_Set1_2hBlunderbuss,Task_Craft_Artifact_Set1_2hBlunderbuss,,,
Task_ContainerEquip_Artifact_Set1_2hBlunderbuss,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set1_2hBlunderbuss,Task_ContainerPerks_Artifact_Set1_2hBlunderbuss,,,
Task_Equip_Artifact_Set1_2hBlunderbuss,TaskEquipItem,,,1,1,Artifact_Set1_2hBlunderbuss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set1_2hBlunderbuss,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,1,,,,,true,Task_Perk1_Artifact_Set1_2hBlunderbuss,Task_Perk2_Artifact_Set1_2hBlunderbuss,Task_Perk3_Artifact_Set1_2hBlunderbuss,,
Task_Perk1_Artifact_Set1_2hBlunderbuss,TaskKillContribution,,,,20,,,,,,,,OutpostRush,true,,,,,,,,,,Player,,,,,,,,,,,,,,,,,,,,@Objective_Kill_OPR,,,,,,,true,,,,,
Task_Perk2_Artifact_Set1_2hBlunderbuss,TaskKillContribution,,,,20,,,,,,,,Arena3v3,true,,,,,,,,,,Player,,,,,,,,,,,,,,,,,,,,@Objective_Kill_Arena,,,,,,,true,,,,,
Task_Perk3_Artifact_Set1_2hBlunderbuss,TaskKillContribution,,,,35,,,,,,,,,true,,,,,,,,,,Player,,,,,,,,,,,,,,,,,,,,@Objective_Kill_OpenWorld,,,,,,,true,,,,,
Task_Craft_Artifact_Set1_2hBlunderbuss,TaskAchievement,,,1,,FC_Artifact_Set1_2hBlunderbuss || FC_Artifact_Set1_2hBlunderbuss_GS725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
Task_Container_Artifact_Set1_2hGreatSword,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Task_ContainerEquip_Artifact_Set1_2hGreatSword,Task_Craft_Artifact_Set1_2hGreatSword,,,
Task_ContainerEquip_Artifact_Set1_2hGreatSword,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set1_2hGreatSword,Task_ContainerPerks_Artifact_Set1_2hGreatSword,,,
Task_Equip_Artifact_Set1_2hGreatSword,TaskEquipItem,,,1,1,Artifact_Set1_2hGreatSword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set1_2hGreatSword,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,1,,,,,true,Task_Perk1_Artifact_Set1_2hGreatSword,Task_Perk2_Artifact_Set1_2hGreatSword,Task_Perk3_Artifact_Set1_2hGreatSword,,
Task_Perk1_Artifact_Set1_2hGreatSword,TaskKillContribution,,,,20,,,,,,,,OutpostRush,true,,,,,,,,,,Player,,,,,,,,,,,,,,,,,,,,@Objective_Kill_OPR,,,,,,,true,,,,,
Task_Perk2_Artifact_Set1_2hGreatSword,TaskKillContribution,,,,20,,,,,,,,Arena3v3,true,,,,,,,,,,Player,,,,,,,,,,,,,,,,,,,,@Objective_Kill_Arena,,,,,,,true,,,,,
Task_Perk3_Artifact_Set1_2hGreatSword,TaskKillContribution,,,,35,,,,,,,,,true,,,,,,,,,,Player,,,,,,,,,,,,,,,,,,,,@Objective_Kill_OpenWorld,,,,,,,true,,,,,
Task_Craft_Artifact_Set1_2hGreatSword,TaskAchievement,,,1,,FC_Artifact_Set1_2hGreatSword || FC_Artifact_Set1_2hGreatSword_GS725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
Task_Container_Artifact_Set1_1hFlail,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Task_ContainerEquip_Artifact_Set1_1hFlail,Task_Craft_Artifact_Set1_1hFlail,,,
Task_ContainerEquip_Artifact_Set1_1hFlail,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set1_1hFlail,Task_ContainerPerks_Artifact_Set1_1hFlail,,,
Task_Equip_Artifact_Set1_1hFlail,TaskEquipItem,,,1,1,Artifact_Set1_1hFlail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set1_1hFlail,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,1,,,,,true,Task_Perk1_Artifact_Set1_1hFlail,Task_Perk2_Artifact_Set1_1hFlail,Task_Perk3_Artifact_Set1_1hFlail,,
Task_Perk1_Artifact_Set1_1hFlail,TaskKillContribution,,,,1,,,,,true,,ancient_ruins_40054,,,,,,,,,,,,FL_Ancient_Amalgam_Named_09FL06,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,true,,,,,
Task_Perk2_Artifact_Set1_1hFlail,TaskKillContribution,,,,10,,,,,true,9,,,,,,,,,,,,,FL_MegaFlora_RazorLotus_Elite_09FL12,,,,,,,,,,,,,,,,,,,,@Objective_Kill_in_FL,,,,,,,true,,,,,
Task_Perk3_Artifact_Set1_1hFlail,TaskKillContribution,,,,50,,,,,true,9,,,,,,,,,,,,,Beast,,,,,,,,,,,,,,,,,,,,@Objective_Kill_in_FL,,,,,,,true,,,,,
Task_Craft_Artifact_Set1_1hFlail,TaskAchievement,,,1,,FC_Artifact_Set1_1hFlail || FC_Artifact_Set1_1hFlail_GS725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
Task_Container_Artifact_Set1_Earring1,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Task_ContainerEquip_Artifact_Set1_Earring1,Task_Craft_Artifact_Set1_Earring1,,,
Task_ContainerEquip_Artifact_Set1_Earring1,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set1_Earring1,Task_ContainerPerks_Artifact_Set1_Earring1,,,
Task_Equip_Artifact_Set1_Earring1,TaskEquipItem,,,1,1,Artifact_Set1_Earring1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set1_Earring1,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,1,,,,,true,Task_Perk1_Artifact_Set1_Earring1,Task_Perk2_Artifact_Set1_Earring1,Task_Perk3_Artifact_Set1_Earring1,,
Task_Perk1_Artifact_Set1_Earring1,TaskKillContribution,,,,30,,,,,true,9,,,,,,,,,,,,,Beast,,,,,,,,,,,,,,,,,,,,@Objective_Kill_in_FL,,,,,,,true,,,,,
Task_Perk2_Artifact_Set1_Earring1,TaskKillContribution,,,,30,,,,,true,9,,,,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@Objective_Kill_in_FL,,,,,,,true,,,,,
Task_Perk3_Artifact_Set1_Earring1,TaskKillContribution,,,,30,,,,,true,9,,,,,,,,,,,,,AngryEarth,,,,,,,,,,,,,,,,,,,,@Objective_Kill_in_FL,,,,,,,true,,,,,
Task_Craft_Artifact_Set1_Earring1,TaskAchievement,,,1,,FC_Artifact_Set1_Earring1 || FC_Artifact_Set1_Earring1_GS725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
Task_Container_Artifact_Set1_Ring1,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Task_ContainerEquip_Artifact_Set1_Ring1,Task_Craft_Artifact_Set1_Ring1,,,
Task_ContainerEquip_Artifact_Set1_Ring1,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set1_Ring1,Task_ContainerPerks_Artifact_Set1_Ring1,,,
Task_Equip_Artifact_Set1_Ring1,TaskEquipItem,,,1,1,Artifact_Set1_Ring1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set1_Ring1,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,1,,,,,true,Task_Perk1_Artifact_Set1_Ring1,Task_Perk2_Artifact_Set1_Ring1,Task_Perk3_Artifact_Set1_Ring1,,
Task_Perk1_Artifact_Set1_Ring1,TaskKillContribution,,,,1,,,,,true,,,DungeonGreatCleave01,,,,,,,,,,,evil_knight_fire_champion_dg_greatcleave_01,,,,,,,,,,,,,,,,,,,,@Objective_Kill_Empyean,,,,,,,true,,,,,
Task_Perk2_Artifact_Set1_Ring1,TaskKillContribution,,,,30,,,,,true,,corrupted_camp_40048,,,,,,,,,,,,AngryEarth,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,true,,,,,
Task_Perk3_Artifact_Set1_Ring1,TaskKillContribution,,,,50,,,,,true,,,DungeonShatteredObelisk,,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@Objective_Kill_Starstone,,,,,,,true,,,,,
Task_Craft_Artifact_Set1_Ring1,TaskAchievement,,,1,,FC_Artifact_Set1_Ring1 || FC_Artifact_Set1_Ring1_GS725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
Task_Container_Artifact_Set1_Amulet1,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Task_ContainerEquip_Artifact_Set1_Amulet1,Task_Craft_Artifact_Set1_Amulet1,,,
Task_ContainerEquip_Artifact_Set1_Amulet1,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set1_Amulet1,Task_ContainerPerks_Artifact_Set1_Amulet1,,,
Task_Equip_Artifact_Set1_Amulet1,TaskEquipItem,,,1,1,Artifact_Set1_Amulet1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set1_Amulet1,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,1,,,,,true,Task_Perk1_Artifact_Set1_Amulet1,Task_Perk2_Artifact_Set1_Amulet1,Task_Perk3_Artifact_Set1_Amulet1,,
Task_Perk1_Artifact_Set1_Amulet1,TaskKillContribution,,,,1,,,,,,,,DungeonEdengrove00,,,,,,,,,,,Naga_AngryEarth,,,,,,,,,,,,,,,,,,,,@Objective_Kill_Genesis,,,,,,,true,,,,,
Task_Perk2_Artifact_Set1_Amulet1,TaskKillContribution,,,,1,,,,,,,,DungeonReekwater00,,,,,,,,,,,Torso_Boss,,,,,,,,,,,,,,,,,,,,@Objective_Kill_Lazarus,,,,,,,true,,,,,
Task_Perk3_Artifact_Set1_Amulet1,TaskKillContribution,,,,50,,,,,,,,DungeonEbonscale00,,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@Objective_Kill_Dynasty,,,,,,,true,,,,,
Task_Craft_Artifact_Set1_Amulet1,TaskAchievement,,,1,,FC_Artifact_Set1_Amulet1 || FC_Artifact_Set1_Amulet1_GS725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
Task_Container_Artifact_Set1_Amulet2,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Task_ContainerEquip_Artifact_Set1_Amulet2,Task_Craft_Artifact_Set1_Amulet2,,,
Task_ContainerEquip_Artifact_Set1_Amulet2,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set1_Amulet2,Task_ContainerPerks_Artifact_Set1_Amulet2,,,
Task_Equip_Artifact_Set1_Amulet2,TaskEquipItem,,,1,1,Artifact_Set1_Amulet2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set1_Amulet2,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,1,,,,,true,Task_Perk1_Artifact_Set1_Amulet2,Task_Perk2_Artifact_Set1_Amulet2,Task_Perk3_Artifact_Set1_Amulet2,,
Task_Perk1_Artifact_Set1_Amulet2,TaskKillContribution,,,,20,,,,,,,,OutpostRush,true,,,,,,,,,,Player,,,,,,,,,,,,,,,,,,,,@Objective_Kill_OPR,,,,,,,true,,,,,
Task_Perk2_Artifact_Set1_Amulet2,TaskKillContribution,,,,20,,,,,,,,Arena3v3,true,,,,,,,,,,Player,,,,,,,,,,,,,,,,,,,,@Objective_Kill_Arena,,,,,,,true,,,,,
Task_Perk3_Artifact_Set1_Amulet2,TaskKillContribution,,,,35,,,,,,,,,true,,,,,,,,,,Player,,,,,,,,,,,,,,,,,,,,@Objective_Kill_OpenWorld,,,,,,,true,,,,,
Task_Craft_Artifact_Set1_Amulet2,TaskAchievement,,,1,,FC_Artifact_Set1_Amulet2 || FC_Artifact_Set1_Amulet2_GS725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
Task_Container_Artifact_Set2_HeavyChest,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Task_ContainerEquip_Artifact_Set2_HeavyChest,Task_Craft_Artifact_Set2_HeavyChest,,,
Task_ContainerEquip_Artifact_Set2_HeavyChest,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set2_HeavyChest,Task_ContainerPerks_Artifact_Set2_HeavyChest,,,
Task_Equip_Artifact_Set2_HeavyChest,TaskEquipItem,,,1,1,Artifact_Set2_HeavyChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set2_HeavyChest,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,1,,,,,true,Task_Perk1_Artifact_Set2_HeavyChest,Task_Perk2_Artifact_Set2_HeavyChest,Task_Perk3_Artifact_Set2_HeavyChest,,
Task_Perk1_Artifact_Set2_HeavyChest,TaskKillContribution,,,,10,,,,,true,10,,,true,,,,,,,,,,Player,,,,,,,,,,,,,,,,,,,,@Objective_Kill_in_CK,,,,,,,true,,,,,
Task_Perk2_Artifact_Set2_HeavyChest,TaskKillContribution,,,,50,,,,,true,,pirate_fort_30016,,,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,true,,,,,
Task_Perk3_Artifact_Set2_HeavyChest,TaskKillContribution,,,,50,,,,,,,,OutpostRush,true,,,,,,,,,,Player,,,,,,,,,,,,,,,,,,,,@Objective_Kill_OPR,,,,,,,true,,,,,
Task_Craft_Artifact_Set2_HeavyChest,TaskAchievement,,,1,,FC_Artifact_Set2_HeavyChest || FC_Artifact_Set2_HeavyChest_GS725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
Task_Container_Artifact_Set2_HeavyHands,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Task_ContainerEquip_Artifact_Set2_HeavyHands,Task_Craft_Artifact_Set2_HeavyHands,,,
Task_ContainerEquip_Artifact_Set2_HeavyHands,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set2_HeavyHands,Task_ContainerPerks_Artifact_Set2_HeavyHands,,,
Task_Equip_Artifact_Set2_HeavyHands,TaskEquipItem,,,1,1,Artifact_Set2_HeavyHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set2_HeavyHands,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,1,,,,,true,Task_Perk1_Artifact_Set2_HeavyHands,Task_Perk2_Artifact_Set2_HeavyHands,Task_Perk3_Artifact_Set2_HeavyHands,,
Task_Perk1_Artifact_Set2_HeavyHands,TaskKillContribution,,,,30,,,,,true,,ancient_hero_temple_20402,,,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,true,,,,,
Task_Perk2_Artifact_Set2_HeavyHands,TaskKillContribution,,,,30,,,,,true,,,DungeonShatteredObelisk,,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@Objective_Kill_Starstone,,,,,,,true,,,,,
Task_Perk3_Artifact_Set2_HeavyHands,TaskKillContribution,,,,30,,,,,true,,shipwreck_40045,,,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,true,,,,,
Task_Craft_Artifact_Set2_HeavyHands,TaskAchievement,,,1,,FC_Artifact_Set2_HeavyHands || FC_Artifact_Set2_HeavyHands_GS725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
Task_Container_Artifact_Set2_HeavyLegs,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Task_ContainerEquip_Artifact_Set2_HeavyLegs,Task_Craft_Artifact_Set2_HeavyLegs,,,
Task_ContainerEquip_Artifact_Set2_HeavyLegs,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set2_HeavyLegs,Task_ContainerPerks_Artifact_Set2_HeavyLegs,,,
Task_Equip_Artifact_Set2_HeavyLegs,TaskEquipItem,,,1,1,Artifact_Set2_HeavyLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set2_HeavyLegs,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,1,,,,,true,Task_Perk1_Artifact_Set2_HeavyLegs,Task_Perk2_Artifact_Set2_HeavyLegs,Task_Perk3_Artifact_Set2_HeavyLegs,,
Task_Perk1_Artifact_Set2_HeavyLegs,TaskKillContribution,,,,20,,,,,,,,OutpostRush,true,,,,,,,,,,Player,,,,,,,,,,,,,,,,,,,,@Objective_Kill_OPR,,,,,,,true,,,,,
Task_Perk2_Artifact_Set2_HeavyLegs,TaskKillContribution,,,,20,,,,,,,,Arena3v3,true,,,,,,,,,,Player,,,,,,,,,,,,,,,,,,,,@Objective_Kill_Arena,,,,,,,true,,,,,
Task_Perk3_Artifact_Set2_HeavyLegs,TaskKillContribution,,,,35,,,,,,,,,true,,,,,,,,,,Player,,,,,,,,,,,,,,,,,,,,@Objective_Kill_OpenWorld,,,,,,,true,,,,,
Task_Craft_Artifact_Set2_HeavyLegs,TaskAchievement,,,1,,FC_Artifact_Set2_HeavyLegs || FC_Artifact_Set2_HeavyLegs_GS725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
