GatherableID,DisplayName,GatheringAction,GatheringType,IdleFragment,GatheringFragment,FinalLootTable,LootTableDefaultMaterial,MinRespawnRate,MaxRespawnRate,Tradeskill,RequiredTradeskillLevel,ExpansionIdUnlock,DepletedGatherableID,BaseGatherTime,WaitForImpact,Restriction,AlignGatherer,GameEventID,ItemRestrictionId,ItemRestrictionQuantity,RequiredSongId,SongRewardId,ResetGatherTimeOnEndInteraction,IsLootContainer,IsElite,IsDynamicPoiTarget,RequireLootItems,IconTypeUnlock,IgnoreAllObstructions,ObstructBuildables,RequireControllingFaction,AddedStatusEffect,RequiredStatusEffect,ConsumedStatusEffect,NumRequiredToGather,UsableEmoteTags,RequirementDescription,DisplayDescription,IsLandmark,TooltipImage,LandmarkIconPath,RequiredWhisperId,MountGatherers
BearT4,@Bear_DisplayName,Dressing,Dressing,,,BearSkinning,,1260,1800,Skinning,100,,,50,false,ToolRequired,true,Gather_SkinningT4,,,,,,false,,,,,,,,,,,,,,,,,,,
BearT5,@Bear_DisplayName,Dressing,Dressing,,,BearSkinning,,1260,1800,Skinning,170,,,65,false,ToolRequired,true,Gather_SkinningT5,,,,,,false,,,,,,,,,,,,,,,,,,,
BearBlack,@BearBlack_DisplayName,Dressing,Dressing,,,BearSkinning,,1260,1800,Skinning,0,,,25,false,ToolRequired,true,Gather_SkinningT4,,,,,,false,,,,,,,,,,,,,,,,,,,
BearBlackT4,@BearBlack_DisplayName,Dressing,Dressing,,,BearSkinning,,1260,1800,Skinning,100,,,40,false,ToolRequired,true,Gather_SkinningT4,,,,,,false,,,,,,,,,,,,,,,,,,,
BearBlackT5,@BearBlack_DisplayName,Dressing,Dressing,,,BearSkinning,,1260,1800,Skinning,175,,,55,false,ToolRequired,true,Gather_SkinningT4,,,,,,false,,,,,,,,,,,,,,,,,,,
Bear_Elemental_Stone,@BearElemental_DisplayName,Mining,Mining,,,Bear_Elemental_Stone,,1260,1800,Mining,100,,,70,true,ToolRequired,true,Gather_MiningT6,,,,,,false,,,,,,,,,,,,,,,,,,,
DamnedHound,@DamnedHound_DisplayName,Dressing,Dressing,,,WolfCorruptedSkinning,,1260,1800,Skinning,0,,,25,false,ToolRequired,true,Gather_SkinningT2,,,,,,false,,,,,,,,,,,,,,,,,,,
Wolf,@Wolf_DisplayName,Dressing,Dressing,,,WolfSkinning,,1260,1800,Skinning,0,,,15,false,ToolRequired,true,Gather_SkinningT2,,,,,,false,,,,,,,,,,,,,,,,,,,
WolfCorrupted,@Wolf_DisplayName,Dressing,Dressing,,,WolfCorruptedSkinning,,1260,1800,Skinning,0,,,15,false,ToolRequired,true,Gather_SkinningT2,,,,,,false,,,,,,,,,,,,,,,,,,,
WolfT4,@Wolf_DisplayName,Dressing,Dressing,,,WolfSkinning,,1260,1800,Skinning,100,,,35,false,ToolRequired,true,Gather_SkinningT2,,,,,,false,,,,,,,,,,,,,,,,,,,
WolfT5,@Wolf_DisplayName,Dressing,Dressing,,,WolfSkinning,,1260,1800,Skinning,175,,,50,false,ToolRequired,true,Gather_SkinningT2,,,,,,false,,,,,,,,,,,,,,,,,,,
Wolf_Elemental_Ice,@Wolf_Elemental_DisplayName,Mining,Mining,,,Wolf_Elemental_Ice,,1260,1800,Mining,100,,,15,true,ToolRequired,true,Gather_MiningT7,,,,,,false,,,,,,,,,,,,,,,,,,,
Wolf_Elemental_Wood,@Wolf_Elemental_DisplayName,ChoppingVertical,Chopping,,,Wolf_Elemental_Wood,,1260,1800,Logging,100,,,45,true,ToolRequired,true,Gather_LoggingT6,,,,,,false,,,,,,,,,,,,,,,,,,,
Boar,@Boar_DisplayName,Dressing,Dressing,,,BoarSkinning,,1260,1800,Skinning,0,,,15,false,ToolRequired,true,Gather_SkinningT2,,,,,,false,,,,,,,,,,,,,,,,,,,
Ghost_Hungry,@Ghost_Hungry_DisplayName,None,None,,,Ghost,,1260,1800,None,0,,,4,false,ToolOptional,true,,,,,,,false,,,,,,,,,,,,,,,,,,,
Broken,@Broken_DisplayName,None,None,,,Ghost,,1260,1800,None,0,,,4,false,ToolOptional,true,,,,,,,false,,,,,,,,,,,,,,,,,,,
Skeleton,@Skeleton_DisplayName,None,None,,,Ghost,,1260,1800,None,0,,,4,false,ToolOptional,true,,,,,,,false,,,,,,,,,,,,,,,,,,,
Risen,@Risen_DisplayName,None,None,,,Risen,,1260,1800,None,0,,,3,false,ToolOptional,true,,,,,,,false,,,,,,,,,,,,,,,,,,,
Bison,@Bison_DisplayName,Dressing,Dressing,,,BisonSkinning,,1260,1800,Skinning,0,,,50,false,ToolRequired,true,Gather_SkinningT3,,,,,,false,,,,,,,,,,,,,,,,,,,
Mountain_Lion,@Mountain_Lion_DisplayName,Dressing,Dressing,,,CatSkinning,,1260,1800,Skinning,0,,,25,false,ToolRequired,true,Gather_SkinningT2,,,,,,false,,,,,,,,,,,,,,,,,,,
Bobcat,@Bobcat_DisplayName,Dressing,Dressing,,,CatSkinning,,1260,1800,Skinning,0,,,25,false,ToolRequired,true,Gather_SkinningT2,,,,,,false,,,,,,,,,,,,,,,,,,,
Lynx,@Lynx_DisplayName,Dressing,Dressing,,,CatSkinning,,1260,1800,Skinning,0,,,25,false,ToolRequired,true,Gather_SkinningT2,,,,,,false,,,,,,,,,,,,,,,,,,,
Primal_Lion,@Primal_Lion_DisplayName,Dressing,Dressing,,,CatSkinning,,1260,1800,Skinning,0,,,25,false,ToolRequired,true,Gather_SkinningT2,,,,,,false,,,,,,,,,,,,,,,,,,,
Primal_Lion_Cub,@Primal_Lion_Cub_DisplayName,Dressing,Dressing,,,CatBabySkinning,,1260,1800,Skinning,0,,,15,false,ToolRequired,true,Gather_SkinningT1,,,,,,false,,,,,,,,,,,,,,,,,,,
Boar_Strange,@Boar_Strange_DisplayName,Dressing,Dressing,,,BoarSkinning,,1260,1800,Skinning,0,,,15,false,ToolRequired,true,Gather_SkinningT2,,,,,,false,,,,,,,,,,,,,,,,,,,
Bison_Strange,@Bison_Strange_DisplayName,Dressing,Dressing,,,BisonSkinning,,1260,1800,Skinning,0,,,50,false,ToolRequired,true,Gather_SkinningT3,,,,,,false,,,,,,,,,,,,,,,,,,,
Elk_Strange,@Elk_Strange_DisplayName,Dressing,Dressing,,,ElkSkinning,,1260,1800,Skinning,0,,,35,false,ToolRequired,true,Gather_SkinningT3,,,,,,false,,,,,,,,,,,,,,,,,,,
HempSmall,@HempSmall_DisplayName,Cutting,Cutting,,,HempSmallT1,,504,720,Harvesting,0,,,10,false,ToolRequired,false,Gather_HarvestingT4,,,,,,false,,,,,,true,,,,,,,,,,,,,
HempMedium,@HempMedium_DisplayName,Cutting,Cutting,,,HempMediumT1,,630,900,Harvesting,0,,,15,false,ToolRequired,false,Gather_HarvestingT5,,,,,,false,,,,,,true,,,,,,,,,,,,,
HempLarge,@HempLarge_DisplayName,Cutting,Cutting,,,HempLargeT1,,714,1020,Harvesting,0,,,25,false,ToolRequired,false,Gather_HarvestingT6,,,,,,false,,,,,,true,,,,,,,,,,,,,
HempSmallT4,@HempSmallT4_DisplayName,Cutting,Cutting,,,HempSmallT4,,504,720,Harvesting,100,,,30,false,ToolRequired,false,Gather_HarvestingT7,,,,,,false,,,,harvestingplantT4,,true,,,,,,,,,,,,,
HempMediumT4,@HempMediumT4_DisplayName,Cutting,Cutting,,,HempMediumT4,,630,900,Harvesting,100,,,45,false,ToolRequired,false,Gather_HarvestingT8,,,,,,false,,,,harvestingplantT4,,true,,,,,,,,,,,,,
HempLargeT4,@HempLargeT4_DisplayName,Cutting,Cutting,,,HempLargeT4,,714,1020,Harvesting,100,,,75,false,ToolRequired,false,Gather_HarvestingT9,,,,,,false,,,,harvestingplantT4,,true,,,,,,,,,,,,,
HempSmallT5,@HempSmallT5_DisplayName,Cutting,Cutting,,,HempSmallT5,,504,720,Harvesting,150,,,40,false,ToolRequired,false,Gather_HarvestingT10,,,,,,false,,,,harvestingplantT5,,true,,,,,,,,,,,,,
HempMediumT5,@HempMediumT5_DisplayName,Cutting,Cutting,,,HempMediumT5,,630,900,Harvesting,150,,,60,false,ToolRequired,false,Gather_HarvestingT11,,,,,,false,,,,harvestingplantT5,,true,,,,,,,,,,,,,
HempLargeT5,@HempLargeT5_DisplayName,Cutting,Cutting,,,HempLargeT5,,714,1020,Harvesting,150,,,100,false,ToolRequired,false,Gather_HarvestingT12,,,,,,false,,,,harvestingplantT5,,true,,,,,,,,,,,,,
HempSmallT52,@HempSmallT52_DisplayName,Cutting,Cutting,,,HempSmallT52,,250,360,Harvesting,205,Expansion2023,,50,false,ToolRequired,false,Gather_HarvestingT13,,,,,,false,,,,harvestingplantT52,,true,,,,,,,,,,,,,
HempMediumT52,@HempMediumT52_DisplayName,Cutting,Cutting,,,HempMediumT52,,315,450,Harvesting,205,Expansion2023,,75,false,ToolRequired,false,Gather_HarvestingT14,,,,,,false,,,,harvestingplantT52,,true,,,,,,,,,,,,,
HempLargeT52,@HempLargeT52_DisplayName,Cutting,Cutting,,,HempLargeT52,,350,510,Harvesting,205,Expansion2023,,125,false,ToolRequired,false,Gather_HarvestingT15,,,,,,false,,,,harvestingplantT52,,true,,,,,,,,,,,,,
FarmAzalea,@FarmAzalea_DisplayName,Cutting,Cutting,,,FarmAzalea,,7560,10800,Harvesting,0,,,5,false,ToolRequired,false,Gather_HarvestingT3,,,,,,false,,,,,,true,,,,,,,,,,,,,
FarmHemp,@FarmHemp_DisplayName,Cutting,Cutting,,,FarmHemp,,7560,10800,Harvesting,0,,,5,false,ToolRequired,false,Gather_HarvestingT3,,,,,,false,,,,,,true,,,,,,,,,,,,,
FarmWheat,@FarmWheat_DisplayName,Cutting,Cutting,,,FarmWheat,,7560,10800,Harvesting,0,,,5,false,ToolRequired,false,Gather_HarvestingT3,,,,,,false,,,,,,true,,,,,,,,,,,,,
FarmHerb,@FarmHerb_DisplayName,Cutting,Cutting,,,FarmHerb,,7560,10800,Harvesting,0,,,5,false,ToolRequired,false,Gather_HarvestingT3,,,,,,false,,,,,,true,,,,,,,,,,,,,
FarmBarley,@FarmBarley_DisplayName,Cutting,Cutting,,,FarmBarley,,7560,10800,Harvesting,0,,,5,false,ToolRequired,false,Gather_HarvestingT3,,,,,,false,,,,,,true,,,,,,,,,,,,,
FarmBeech,@FarmBeech_DisplayName,Cutting,Cutting,,,FarmBeech,,7560,10800,Harvesting,0,,,5,false,ToolRequired,false,Gather_HarvestingT3,,,,,,false,,,,,,true,,,,,,,,,,,,,
FarmBlueBerry,@FarmBlueBerry_DisplayName,None,None,,,FarmBlueBerry,,7560,10800,Harvesting,0,,,5,false,NoToolNecessary,false,Gather_HarvestingT3,,,,,,false,,,,,,true,,,,,,,,,,,,,
FarmBroccoli,@FarmBroccoli_DisplayName,Cutting,Cutting,,,FarmBroccoli,,7560,10800,Harvesting,0,,,5,false,ToolRequired,false,Gather_HarvestingT3,,,,,,false,,,,,,true,,,,,,,,,,,,,
FarmCabbage,@FarmCabbage_DisplayName,Cutting,Cutting,,,FarmCabbage,,7560,10800,Harvesting,0,,,5,false,ToolRequired,false,Gather_HarvestingT3,,,,,,false,,,,,,true,,,,,,,,,,,,,
FarmCauliflower,@FarmCauliflower_DisplayName,Cutting,Cutting,,,FarmCauliflower,,7560,10800,Harvesting,0,,,5,false,ToolRequired,false,Gather_HarvestingT3,,,,,,false,,,,,,true,,,,,,,,,,,,,
FarmCorn,@FarmCorn_DisplayName,Cutting,Cutting,,,FarmCorn,,7560,10800,Harvesting,0,,,5,false,ToolRequired,false,Gather_HarvestingT3,,,,,,false,,,,,,true,,,,,,,,,,,,,
FarmCranBerry,@FarmCranBerry_DisplayName,None,None,,,FarmCranBerry,,7560,10800,Harvesting,0,,,5,false,NoToolNecessary,false,Gather_HarvestingT3,,,,,,false,,,,,,true,,,,,,,,,,,,,
FarmMandrake,@FarmMandrake_DisplayName,Cutting,Cutting,,,FarmMandrake,,7560,10800,Harvesting,0,,,5,false,ToolRequired,false,Gather_HarvestingT3,,,,,,false,,,,,,true,,,,,,,,,,,,,
FarmMorningGlory,@FarmMorningGlory_DisplayName,Cutting,Cutting,,,FarmMorningGlory,,7560,10800,Harvesting,0,,,5,false,ToolRequired,false,Gather_HarvestingT3,,,,,,false,,,,,,true,,,,,,,,,,,,,
FarmOak,@FarmOak_DisplayName,Chopping,Chopping,,,FarmOak,,7560,10800,Harvesting,0,,,5,false,ToolRequired,false,Gather_HarvestingT3,,,,,,false,,,,,,true,,,,,,,,,,,,,
FarmPumpkin,@FarmPumpkin_DisplayName,Cutting,Cutting,,,FarmPumpkin,,7560,10800,Harvesting,0,,,5,false,ToolRequired,false,Gather_HarvestingT3,,,,,,false,,,,,,true,,,,,,,,,,,,,
FarmRice,@FarmRice_DisplayName,Cutting,Cutting,,,FarmRice,,7560,10800,Harvesting,0,,,5,false,ToolRequired,false,Gather_HarvestingT3,,,,,,false,,,,,,true,,,,,,,,,,,,,
FarmSquash,@FarmSquash_DisplayName,Cutting,Cutting,,,FarmSquash,,7560,10800,Harvesting,0,,,5,false,ToolRequired,false,Gather_HarvestingT3,,,,,,false,,,,,,true,,,,,,,,,,,,,
FarmStrawberry,@FarmStrawberry_DisplayName,None,None,,,FarmStrawberry,,7560,10800,Harvesting,0,,,5,false,NoToolNecessary,false,Gather_HarvestingT3,,,,,,false,,,,,,true,,,,,,,,,,,,,
FarmSquirtBerry,@FarmSquirtBerry_DisplayName,None,None,,,FarmSquirtBerry,,7560,10800,Harvesting,0,,,5,false,NoToolNecessary,false,Gather_HarvestingT3,,,,,,false,,,,,,true,,,,,,,,,,,,,
FarmSunflower,@FarmSunflower_DisplayName,Cutting,Cutting,,,FarmSunflower,,7560,10800,Harvesting,0,,,5,false,ToolRequired,false,Gather_HarvestingT3,,,,,,false,,,,,,true,,,,,,,,,,,,,
FarmTurkey,@FarmTurkey_DisplayName,Cutting,Cutting,,,FarmTurkey,,7560,10800,Harvesting,0,,,5,false,ToolRequired,false,Gather_HarvestingT3,,,,,,false,,,,,,,,,,,,,,,,,,,
FarmPig,@FarmPig_DisplayName,Cutting,Cutting,,,FarmPig,,7560,10800,Harvesting,0,,,5,false,ToolRequired,false,Gather_HarvestingT3,,,,,,false,,,,,,,,,,,,,,,,,,,
FarmAngelFungus,@FarmAngelFungus_DisplayName,Cutting,Cutting,,,FarmAngelFungus,,7560,10800,Harvesting,0,,,5,false,ToolRequired,false,Gather_HarvestingT3,,,,,,false,,,,,,,,,,,,,,,,,,,
FarmAsterPlant,@FarmAsterPlant_DisplayName,Cutting,Cutting,,,FarmAsterPlant,,7560,10800,Harvesting,0,,,5,false,ToolRequired,false,Gather_HarvestingT3,,,,,,false,,,,,,,,,,,,,,,,,,,
FarmBlueBellPlant,@FarmBlueBellPlant_DisplayName,Cutting,Cutting,,,FarmBlueBellPlant,,7560,10800,Harvesting,0,,,5,false,ToolRequired,false,Gather_HarvestingT3,,,,,,false,,,,,,,,,,,,,,,,,,,
FarmDevilsUrnFungus,@FarmDevilsUrnFungus_DisplayName,Cutting,Cutting,,,FarmDevilsUrnFungus,,7560,10800,Harvesting,0,,,5,false,ToolRequired,false,Gather_HarvestingT3,,,,,,false,,,,,,,,,,,,,,,,,,,
FarmLotusPlant,@FarmLotusPlant_DisplayName,Cutting,Cutting,,,FarmLotusPlant,,7560,10800,Harvesting,0,,,5,false,ToolRequired,false,Gather_HarvestingT3,,,,,,false,,,,,,,,,,,,,,,,,,,
FarmMorelFungus,@FarmMorelFungus_DisplayName,Cutting,Cutting,,,FarmMorelFungus,,7560,10800,Harvesting,0,,,5,false,ToolRequired,false,Gather_HarvestingT3,,,,,,false,,,,,,,,,,,,,,,,,,,
FarmPuffBallFungus,@FarmPuffBallFungus_DisplayName,Cutting,Cutting,,,FarmPuffBallFungus,,7560,10800,Harvesting,0,,,5,false,ToolRequired,false,Gather_HarvestingT3,,,,,,false,,,,,,,,,,,,,,,,,,,
FarmSpikeCapFungus,@FarmSpikeCapFungus_DisplayName,Cutting,Cutting,,,FarmSpikeCapFungus,,7560,10800,Harvesting,0,,,5,false,ToolRequired,false,Gather_HarvestingT3,,,,,,false,,,,,,,,,,,,,,,,,,,
FarmHoney,@FarmHoney_DisplayName,None,None,,,FarmHoney,,7560,10800,Harvesting,0,,,5,false,NoToolNecessary,false,Gather_HarvestingT3,,,,,,false,,,,,,,,,,,,,,,,,,,
FarmGrass,@FarmGrass_DisplayName,None,None,,,FarmGrass,,7560,10800,Harvesting,0,,,5,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
FarmBushBriar,@FarmBushBriar_DisplayName,None,None,,,FarmBushBriar,,7560,10800,Harvesting,0,,,5,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
FarmCattail,@FarmCattail_DisplayName,None,None,,,FarmCattail,,7560,10800,Harvesting,0,,,5,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
FarmVegetable,@FarmVegetable_DisplayName,Cutting,Cutting,,,FarmVegetables,,7560,10800,Harvesting,0,,,5,false,ToolRequired,false,Gather_HarvestingT3,,,,,,false,,,,,,,,,,,,,,,,,,,
FarmGrain,@FarmGrain_DisplayName,Cutting,Cutting,,,FarmGrain,,7560,10800,Harvesting,0,,,5,false,ToolRequired,false,Gather_HarvestingT3,,,,,,false,,,,,,,,,,,,,,,,,,,
FishingSpot,@FishingSpot_DisplayName,Fishing,Fishing,,,Fishing,,7560,10800,None,0,,,5,false,ToolRequired,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Briar,@Briar_DisplayName,Cutting,Cutting,,,Bush,,60480,86400,None,0,,,2,false,NoToolNecessary,true,,,,,,,false,,,,,,,,,,,,,,,,,,,
SeepingStoneSmall,@SeepingStoneSmall_DisplayName,Mining,Mining,,,SeepingStoneSmall,,504,720,Mining,20,,,35,true,ToolRequired,true,Gather_MiningT4,,,,,,false,,,,Oil,,true,,,,,,,,,,,,,
SeepingStoneMedium,@SeepingStoneMedium_DisplayName,Mining,Mining,,,SeepingStoneMedium,,630,900,Mining,20,,,45,true,ToolRequired,true,Gather_MiningT5,,,,,,false,,,,Oil,,true,,,,,,,,,,,,,
SeepingStoneLarge,@SeepingStoneLarge_DisplayName,Mining,Mining,,,SeepingStoneLarge,,714,1020,Mining,20,,,70,true,ToolRequired,true,Gather_MiningT6,,,,,,false,,,,Oil,,true,,,,,,,,,,,,,
SmallGameTrap,@SmallGameTrap_DisplayName,None,None,,,SmallGameTrap,,2520,3600,None,0,,,1,false,NoToolNecessary,true,,,,,,,false,,,,,,,,,,,,,,,,,,,
SoftwoodStumpTiny,@SoftwoodStumpTiny_DisplayName,ChoppingVertical,Chopping,,,TreeSmall,,60480,86400,Logging,0,,,3,true,ToolRequired,true,,,,,,,false,,,,,,,,,,,,,,,,,,,
SoftwoodStumpSmall,@SoftwoodStumpSmall_DisplayName,ChoppingVertical,Chopping,,,TreeSmall,,60480,86400,Logging,0,,,4,true,ToolRequired,true,,,,,,,false,,,,,,,,,,,,,,,,,,,
SoftwoodStumpMedium,@SoftwoodStumpMedium_DisplayName,ChoppingVertical,Chopping,,,TreeSmall,,60480,86400,Logging,0,,,5,true,ToolRequired,true,,,,,,,false,,,,,,,,,,,,,,,,,,,
SoftwoodStumpLarge,@SoftwoodStumpLarge_DisplayName,ChoppingVertical,Chopping,,,TreeSmall,,60480,86400,Logging,0,,,6,true,ToolRequired,true,,,,,,,false,,,,,,,,,,,,,,,,,,,
SoftwoodStumpHuge,@SoftwoodStumpHuge_DisplayName,ChoppingVertical,Chopping,,,TreeSmall,,60480,86400,Logging,0,,,7,true,ToolRequired,true,,,,,,,false,,,,,,,,,,,,,,,,,,,
HardwoodStumpTiny,@HardwoodStumpTiny_DisplayName,ChoppingVertical,Chopping,,,TreeSmall,,60480,86400,Logging,0,,,3,true,ToolRequired,true,,,,,,,false,,,,,,,,,,,,,,,,,,,
HardwoodStumpSmall,@HardwoodStumpSmall_DisplayName,ChoppingVertical,Chopping,,,TreeSmall,,60480,86400,Logging,0,,,4,true,ToolRequired,true,,,,,,,false,,,,,,,,,,,,,,,,,,,
HardwoodStumpMedium,@HardwoodStumpMedium_DisplayName,ChoppingVertical,Chopping,,,TreeSmall,,60480,86400,Logging,0,,,5,true,ToolRequired,true,,,,,,,false,,,,,,,,,,,,,,,,,,,
HardwoodStumpLarge,@HardwoodStumpLarge_DisplayName,ChoppingVertical,Chopping,,,TreeSmall,,60480,86400,Logging,0,,,6,true,ToolRequired,true,,,,,,,false,,,,,,,,,,,,,,,,,,,
HardwoodStumpHuge,@HardwoodStumpHuge_DisplayName,ChoppingVertical,Chopping,,,TreeSmall,,60480,86400,Logging,0,,,7,true,ToolRequired,true,,,,,,,false,,,,,,,,,,,,,,,,,,,
Water,@Water_DisplayName,None,None,,,Water,,60480,86400,None,0,,,3,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
BushSmallRemains,@BushSmallRemains_DisplayName,Cutting,Cutting,,,BushSmall,,60480,86400,None,0,,,1,false,ToolOptional,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
BushMediumRemains,@BushMediumRemains_DisplayName,Cutting,Cutting,,,BushMedium,,60480,86400,None,0,,,2,false,ToolOptional,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
BushLargeRemains,@BushLargeRemains_DisplayName,Cutting,Cutting,,,BushLarge,,60480,86400,None,0,,,2,false,ToolOptional,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
SpiritAir,@SpiritAir_DisplayName,None,None,,,Spirit_Air,,60480,86400,None,0,,,3,false,NoToolNecessary,false,,,,,,,false,,,,,,true,,,,,,,,,,,,,
SpiritDeath,@SpiritDeath_DisplayName,None,None,,,Spirit_Death,,60480,86400,None,0,,,3,false,NoToolNecessary,false,,,,,,,false,,,,,,true,,,,,,,,,,,,,
SpiritEarth,@SpiritEarth_DisplayName,None,None,,,Spirit_Earth,,60480,86400,None,0,,,3,false,NoToolNecessary,false,,,,,,,false,,,,,,true,,,,,,,,,,,,,
SpiritFire,@SpiritFire_DisplayName,None,None,,,Spirit_Fire,,60480,86400,None,0,,,3,false,NoToolNecessary,false,,,,,,,false,,,,,,true,,,,,,,,,,,,,
SpiritLife,@SpiritLife_DisplayName,None,None,,,Spirit_Life,,60480,86400,None,0,,,3,false,NoToolNecessary,false,,,,,,,false,,,,,,true,,,,,,,,,,,,,
SpiritSoul,@SpiritSoul_DisplayName,None,None,,,Spirit_Soul,,60480,86400,None,0,,,3,false,NoToolNecessary,false,,,,,,,false,,,,,,true,,,,,,,,,,,,,
SpiritWater,@SpiritWater_DisplayName,None,None,,,Spirit_Water,,60480,86400,None,0,,,3,false,NoToolNecessary,false,,,,,,,false,,,,,,true,,,,,,,,,,,,,
EarthPlant,@EarthPlant_DisplayName,Cutting,Cutting,,,Earth_Plant,,630,900,Harvesting,30,,,20,true,ToolRequired,true,Gather_HarvestingT4,,,,,,false,,,,Alchemy1,,true,,,,,,,,,,,,,
FirePlant,@FirePlant_DisplayName,Cutting,Cutting,,,Fire_Plant,,630,900,Harvesting,30,,,20,true,ToolRequired,true,Gather_HarvestingT4,,,,,,false,,,,Alchemy1,,true,,,,,,,,,,,,,
AirPlant,@AirPlant_DisplayName,Cutting,Cutting,,,Air_Plant,,630,900,Harvesting,30,,,20,true,ToolRequired,true,Gather_HarvestingT4,,,,,,false,,,,Alchemy1,,true,,,,,,,,,,,,,
WaterPlant,@WaterPlant_DisplayName,Cutting,Cutting,,,Water_Plant,,630,900,Harvesting,30,,,20,true,ToolRequired,true,Gather_HarvestingT4,,,,,,false,,,,Alchemy1,,true,,,,,,,,,,,,,
SoulPlant,@SoulPlant_DisplayName,Cutting,Cutting,,,Soul_Plant,,630,900,Harvesting,30,,,20,true,ToolRequired,true,Gather_HarvestingT4,,,,,,false,,,,Alchemy1,,true,,,,,,,,,,,,,
LifePlant,@LifePlant_DisplayName,Cutting,Cutting,,,Life_Plant,,630,900,Harvesting,30,,,20,true,ToolRequired,true,Gather_HarvestingT4,,,,,,false,,,,Alchemy1,,true,,,,,,,,,,,,,
DeathPlant,@DeathPlant_DisplayName,Cutting,Cutting,,,Death_Plant,,630,900,Harvesting,30,,,20,true,ToolRequired,true,Gather_HarvestingT4,,,,,,false,,,,Alchemy1,,true,,,,,,,,,,,,,
EarthStone,@EarthStone_DisplayName,Mining,Mining,,,Earth_Stone,,840,1200,Mining,50,,,20,true,ToolRequired,true,Gather_MiningT7,,,,,,false,,,,Alchemy2,,true,,,,,,,,,,,,,
FireStone,@FireStone_DisplayName,Mining,Mining,,,Fire_Stone,,840,1200,Mining,50,,,20,true,ToolRequired,true,Gather_MiningT7,,,,,,false,,,,Alchemy2,,true,,,,,,,,,,,,,
AirStone,@AirStone_DisplayName,Mining,Mining,,,Air_Stone,,840,1200,Mining,50,,,20,true,ToolRequired,true,Gather_MiningT7,,,,,,false,,,,Alchemy2,,true,,,,,,,,,,,,,
WaterStone,@WaterStone_DisplayName,Mining,Mining,,,Water_Stone,,840,1200,Mining,50,,,20,true,ToolRequired,true,Gather_MiningT7,,,,,,false,,,,Alchemy2,,true,,,,,,,,,,,,,
SoulStone,@SoulStone_DisplayName,Mining,Mining,,,Soul_Stone,,840,1200,Mining,50,,,20,true,ToolRequired,true,Gather_MiningT7,,,,,,false,,,,Alchemy2,,true,,,,,,,,,,,,,
LifeStone,@LifeStone_DisplayName,Mining,Mining,,,Life_Stone,,840,1200,Mining,50,,,20,true,ToolRequired,true,Gather_MiningT7,,,,,,false,,,,Alchemy2,,true,,,,,,,,,,,,,
DeathStone,@DeathStone_DisplayName,Mining,Mining,,,Death_Stone,,840,1200,Mining,50,,,20,true,ToolRequired,true,Gather_MiningT7,,,,,,false,,,,Alchemy2,,true,,,,,,,,,,,,,
EarthBoid,@EarthBoid_DisplayName,None,None,,,Earth_Boid,,1050,1500,Harvesting,0,,,2,false,NoToolNecessary,false,Gather_HarvestingT0,,,,,,false,,,,,,true,,,,,,,,,,,,,
FireBoid,@FireBoid_DisplayName,None,None,,,Fire_Boid,,1050,1500,Harvesting,0,,,2,false,NoToolNecessary,false,Gather_HarvestingT0,,,,,,false,,,,,,true,,,,,,,,,,,,,
AirBoid,@AirBoid_DisplayName,None,None,,,Air_Boid,,1050,1500,Harvesting,0,,,2,false,NoToolNecessary,false,Gather_HarvestingT0,,,,,,false,,,,,,true,,,,,,,,,,,,,
WaterBoid,@WaterBoid_DisplayName,None,None,,,Water_Boid,,1050,1500,Harvesting,0,,,2,false,NoToolNecessary,false,Gather_HarvestingT0,,,,,,false,,,,,,true,,,,,,,,,,,,,
LifeBoid,@LifeBoid_DisplayName,None,None,,,Life_Boid,,1050,1500,Harvesting,0,,,2,false,NoToolNecessary,false,Gather_HarvestingT0,,,,,,false,,,,,,true,,,,,,,,,,,,,
DeathBoid,@DeathBoid_DisplayName,None,None,,,Death_Boid,,1050,1500,Harvesting,0,,,2,false,NoToolNecessary,false,Gather_HarvestingT0,,,,,,false,,,,,,true,,,,,,,,,,,,,
SoulBoid,@SoulBoid_DisplayName,None,None,,,Soul_Boid,,1050,1500,Harvesting,0,,,2,false,NoToolNecessary,false,Gather_HarvestingT0,,,,,,false,,,,,,true,,,,,,,,,,,,,
Spearfishing,@Spearfishing_DisplayName,None,None,,,Spearfishing,,60480,86400,None,0,,,5,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
FlameAzaleaSmall,@FlameAzaleaSmall_DisplayName,Cutting,Cutting,,,FlameAzalea_Small,,7560,10800,Harvesting,0,,,4,false,ToolRequired,false,Gather_HarvestingT2,,,,,,false,,,,,,true,,,,,,,,,,,,,
