LeaderboardId,IsEnabled,Namespace,Rotation,LeaderboardDefinitionId,FactionLeaderboardDefinitionId,DataSheetCategory,DataSheetLBScope,CharacterLeaderboard,GroupLeaderboard,CompanyLeaderboard,FactionLeaderboard,GameMode,FirstLevelCategory,SecondLevelCategory,SecondLevelCategoryPriority,DisplayName,DisplayNamePriority,Category,CategoryPriority,Faction,Rewards,ItemRewards,EntitlementRewards,CategoryDescription,CategoryAdditionalHeader,RewardType,NameString,ValueString
MonthTerritoryControl04,true,pc,Month,top-company-territory-control-score.4.{world}.{month},score$territory-control.{faction}.4.{world}.{month},Territory Control,World,false,false,true,true,,Faction War,@ui_leaderboard_display_territory_control_score,1,@ui_leaderboard_territory_everfall,6,@ui_leaderboard_category_territory_control,,,,,,,,,,@ui_leaderboard_column_days
SeasonTerritoryControl04,true,pc,Season,top-company-territory-control-score.4.{world}.{season},score$territory-control.{faction}.4.{world}.{season},Territory Control,World,false,false,true,true,,Faction War,@ui_leaderboard_display_territory_control_score,1,@ui_leaderboard_territory_everfall,6,@ui_leaderboard_category_territory_control,,,"3:Leaderboard_EverfallCompanyScoreTop1,6:Leaderboard_EverfallCompanyScoreTop10",,,,,EverfallScore,,@ui_leaderboard_column_days
MonthTerritoryControl05,true,pc,Month,top-company-territory-control-score.5.{world}.{month},score$territory-control.{faction}.5.{world}.{month},Territory Control,World,false,false,true,true,,Faction War,@ui_leaderboard_display_territory_control_score,1,@ui_leaderboard_territory_reekwater,10,@ui_leaderboard_category_territory_control,,,,,,,,,,@ui_leaderboard_column_days
SeasonTerritoryControl05,true,pc,Season,top-company-territory-control-score.5.{world}.{season},score$territory-control.{faction}.5.{world}.{season},Territory Control,World,false,false,true,true,,Faction War,@ui_leaderboard_display_territory_control_score,1,@ui_leaderboard_territory_reekwater,10,@ui_leaderboard_category_territory_control,,,"3:Leaderboard_ReekwaterCompanyScoreTop1,6:Leaderboard_ReekwaterCompanyScoreTop10",,,,,ReekwaterScore,,@ui_leaderboard_column_days
MonthTerritoryControl06,true,pc,Month,top-company-territory-control-score.6.{world}.{month},score$territory-control.{faction}.6.{world}.{month},Territory Control,World,false,false,true,true,,Faction War,@ui_leaderboard_display_territory_control_score,1,@ui_leaderboard_territory_windsward,13,@ui_leaderboard_category_territory_control,,,,,,,,,,@ui_leaderboard_column_days
SeasonTerritoryControl06,true,pc,Season,top-company-territory-control-score.6.{world}.{season},score$territory-control.{faction}.6.{world}.{season},Territory Control,World,false,false,true,true,,Faction War,@ui_leaderboard_display_territory_control_score,1,@ui_leaderboard_territory_windsward,13,@ui_leaderboard_category_territory_control,,,"3:Leaderboard_WindswardCompanyScoreTop1,6:Leaderboard_WindswardCompanyScoreTop10",,,,,WindswardScore,,@ui_leaderboard_column_days
MonthTerritoryControl08,true,pc,Month,top-company-territory-control-score.8.{world}.{month},score$territory-control.{faction}.8.{world}.{month},Territory Control,World,false,false,true,true,,Faction War,@ui_leaderboard_display_territory_control_score,1,@ui_leaderboard_territory_ebonscale,5,@ui_leaderboard_category_territory_control,,,,,,,,,,@ui_leaderboard_column_days
SeasonTerritoryControl08,true,pc,Season,top-company-territory-control-score.8.{world}.{season},score$territory-control.{faction}.8.{world}.{season},Territory Control,World,false,false,true,true,,Faction War,@ui_leaderboard_display_territory_control_score,1,@ui_leaderboard_territory_ebonscale,5,@ui_leaderboard_category_territory_control,,,"3:Leaderboard_EbonscaleCompanyScoreTop1,6:Leaderboard_EbonscaleCompanyScoreTop10",,,,,EbonscaleScore,,@ui_leaderboard_column_days
MonthTerritoryControl09,true,pc,Month,top-company-territory-control-score.9.{world}.{month},score$territory-control.{faction}.9.{world}.{month},Territory Control,World,false,false,true,true,,Faction War,@ui_leaderboard_display_territory_control_score,1,@ui_leaderboard_territory_firstlight,7,@ui_leaderboard_category_territory_control,,,,,,,,,,@ui_leaderboard_column_days
SeasonTerritoryControl09,true,pc,Season,top-company-territory-control-score.9.{world}.{season},score$territory-control.{faction}.9.{world}.{season},Territory Control,World,false,false,true,true,,Faction War,@ui_leaderboard_display_territory_control_score,1,@ui_leaderboard_territory_firstlight,7,@ui_leaderboard_category_territory_control,,,"3:Leaderboard_FirstLightCompanyScoreTop1,6:Leaderboard_FirstLightCompanyScoreTop10",,,,,FirstLightScore,,@ui_leaderboard_column_days
MonthTerritoryControl10,true,pc,Month,top-company-territory-control-score.10.{world}.{month},score$territory-control.{faction}.10.{world}.{month},Territory Control,World,false,false,true,true,,Faction War,@ui_leaderboard_display_territory_control_score,1,@ui_leaderboard_territory_cutlasskeys,4,@ui_leaderboard_category_territory_control,,,,,,,,,,@ui_leaderboard_column_days
SeasonTerritoryControl10,true,pc,Season,top-company-territory-control-score.10.{world}.{season},score$territory-control.{faction}.10.{world}.{season},Territory Control,World,false,false,true,true,,Faction War,@ui_leaderboard_display_territory_control_score,1,@ui_leaderboard_territory_cutlasskeys,4,@ui_leaderboard_category_territory_control,,,"3:Leaderboard_CutlassKeysCompanyScoreTop1,6:Leaderboard_CutlassKeysCompanyScoreTop10",,,,,CutlassScore,,@ui_leaderboard_column_days
MonthTerritoryControl11,true,pc,Month,top-company-territory-control-score.11.{world}.{month},score$territory-control.{faction}.11.{world}.{month},Territory Control,World,false,false,true,true,,Faction War,@ui_leaderboard_display_territory_control_score,1,@ui_leaderboard_territory_mourningdale,9,@ui_leaderboard_category_territory_control,,,,,,,,,,@ui_leaderboard_column_days
SeasonTerritoryControl11,true,pc,Season,top-company-territory-control-score.11.{world}.{season},score$territory-control.{faction}.11.{world}.{season},Territory Control,World,false,false,true,true,,Faction War,@ui_leaderboard_display_territory_control_score,1,@ui_leaderboard_territory_mourningdale,9,@ui_leaderboard_category_territory_control,,,"3:Leaderboard_MourningdaleCompanyScoreTop1,6:Leaderboard_MourningdaleCompanyScoreTop10",,,,,MourningdaleScore,,@ui_leaderboard_column_days
MonthTerritoryControl12,true,pc,Month,top-company-territory-control-score.12.{world}.{month},score$territory-control.{faction}.12.{world}.{month},Territory Control,World,false,false,true,true,,Faction War,@ui_leaderboard_display_territory_control_score,1,@ui_leaderboard_territory_monarchsbluffs,8,@ui_leaderboard_category_territory_control,,,,,,,,,,@ui_leaderboard_column_days
SeasonTerritoryControl12,true,pc,Season,top-company-territory-control-score.12.{world}.{season},score$territory-control.{faction}.12.{world}.{season},Territory Control,World,false,false,true,true,,Faction War,@ui_leaderboard_display_territory_control_score,1,@ui_leaderboard_territory_monarchsbluffs,8,@ui_leaderboard_category_territory_control,,,"3:Leaderboard_MonarchsBluffsCompanyScoreTop1,6:Leaderboard_MonarchsBluffsCompanyScoreTop10",,,,,MonarchsBluffsScore,,@ui_leaderboard_column_days
MonthTerritoryControl13,true,pc,Month,top-company-territory-control-score.13.{world}.{month},score$territory-control.{faction}.13.{world}.{month},Territory Control,World,false,false,true,true,,Faction War,@ui_leaderboard_display_territory_control_score,1,@ui_leaderboard_territory_weaversfen,12,@ui_leaderboard_category_territory_control,,,,,,,,,,@ui_leaderboard_column_days
SeasonTerritoryControl13,true,pc,Season,top-company-territory-control-score.13.{world}.{season},score$territory-control.{faction}.13.{world}.{season},Territory Control,World,false,false,true,true,,Faction War,@ui_leaderboard_display_territory_control_score,1,@ui_leaderboard_territory_weaversfen,12,@ui_leaderboard_category_territory_control,,,"3:Leaderboard_WeaversFenCompanyScoreTop1,6:Leaderboard_WeaversFenCompanyScoreTop10",,,,,WeaversFenScore,,@ui_leaderboard_column_days
MonthTerritoryControl15,true,pc,Month,top-company-territory-control-score.15.{world}.{month},score$territory-control.{faction}.15.{world}.{month},Territory Control,World,false,false,true,true,,Faction War,@ui_leaderboard_display_territory_control_score,1,@ui_leaderboard_territory_restlessshore,11,@ui_leaderboard_category_territory_control,,,,,,,,,,@ui_leaderboard_column_days
SeasonTerritoryControl15,true,pc,Season,top-company-territory-control-score.15.{world}.{season},score$territory-control.{faction}.15.{world}.{season},Territory Control,World,false,false,true,true,,Faction War,@ui_leaderboard_display_territory_control_score,1,@ui_leaderboard_territory_restlessshore,11,@ui_leaderboard_category_territory_control,,,"3:Leaderboard_RestlessShoreCompanyScoreTop1,6:Leaderboard_RestlessShoreCompanyScoreTop10",,,,,RestlessScore,,@ui_leaderboard_column_days
MonthTerritoryControl16,true,pc,Month,top-company-territory-control-score.16.{world}.{month},score$territory-control.{faction}.16.{world}.{month},Territory Control,World,false,false,true,true,,Faction War,@ui_leaderboard_display_territory_control_score,1,@ui_leaderboard_territory_brimstone,3,@ui_leaderboard_category_territory_control,,,,,,,,,,@ui_leaderboard_column_days
SeasonTerritoryControl16,true,pc,Season,top-company-territory-control-score.16.{world}.{season},score$territory-control.{faction}.16.{world}.{season},Territory Control,World,false,false,true,true,,Faction War,@ui_leaderboard_display_territory_control_score,1,@ui_leaderboard_territory_brimstone,3,@ui_leaderboard_category_territory_control,,,"3:Leaderboard_BrimstoneCompanyScoreTop1,6:Leaderboard_BrimstoneCompanyScoreTop10",,,,,BrimstoneSandsScore,,@ui_leaderboard_column_days
MonthTerritoryControlStreakAll,true,pc,Month,top-company-territory-control-streak.{world}.{month},longest-streak$territory-control.{faction}.{world}.{month},Territory Control,World,false,false,true,false,,Faction War,@ui_leaderboard_display_territory_control_streak,2,@ui_leaderboard_territory_all,1,@ui_leaderboard_category_territory_control,,,,,,,,,,@ui_leaderboard_column_days
SeasonTerritoryControlStreakAll,true,pc,Season,top-company-territory-control-streak.{world}.{season},longest-streak$territory-control.{faction}.{world}.{season},Territory Control,World,false,false,true,false,,Faction War,@ui_leaderboard_display_territory_control_streak,2,@ui_leaderboard_territory_all,1,@ui_leaderboard_category_territory_control,,,,,,,,,,@ui_leaderboard_column_days
MonthTerritoryControlStreak02,true,pc,Month,top-company-territory-control-streak.2.{world}.{month},longest-streak$territory-control.{faction}.2.{world}.{month},Territory Control,World,false,false,true,false,,Faction War,@ui_leaderboard_display_territory_control_streak,2,@ui_leaderboard_territory_brightwood,2,@ui_leaderboard_category_territory_control,,,,,,,,,,@ui_leaderboard_column_days
SeasonTerritoryControlStreak02,true,pc,Season,top-company-territory-control-streak.2.{world}.{season},longest-streak$territory-control.{faction}.2.{world}.{season},Territory Control,World,false,false,true,false,,Faction War,@ui_leaderboard_display_territory_control_streak,2,@ui_leaderboard_territory_brightwood,2,@ui_leaderboard_category_territory_control,,,,,,,,,,@ui_leaderboard_column_days
MonthTerritoryControlStreak04,true,pc,Month,top-company-territory-control-streak.4.{world}.{month},longest-streak$territory-control.{faction}.4.{world}.{month},Territory Control,World,false,false,true,false,,Faction War,@ui_leaderboard_display_territory_control_streak,2,@ui_leaderboard_territory_everfall,6,@ui_leaderboard_category_territory_control,,,,,,,,,,@ui_leaderboard_column_days
SeasonTerritoryControlStreak04,true,pc,Season,top-company-territory-control-streak.4.{world}.{season},longest-streak$territory-control.{faction}.4.{world}.{season},Territory Control,World,false,false,true,false,,Faction War,@ui_leaderboard_display_territory_control_streak,2,@ui_leaderboard_territory_everfall,6,@ui_leaderboard_category_territory_control,,,,,,,,,,@ui_leaderboard_column_days
MonthTerritoryControlStreak05,true,pc,Month,top-company-territory-control-streak.5.{world}.{month},longest-streak$territory-control.{faction}.5.{world}.{month},Territory Control,World,false,false,true,false,,Faction War,@ui_leaderboard_display_territory_control_streak,2,@ui_leaderboard_territory_reekwater,10,@ui_leaderboard_category_territory_control,,,,,,,,,,@ui_leaderboard_column_days
SeasonTerritoryControlStreak05,true,pc,Season,top-company-territory-control-streak.5.{world}.{season},longest-streak$territory-control.{faction}.5.{world}.{season},Territory Control,World,false,false,true,false,,Faction War,@ui_leaderboard_display_territory_control_streak,2,@ui_leaderboard_territory_reekwater,10,@ui_leaderboard_category_territory_control,,,,,,,,,,@ui_leaderboard_column_days
MonthTerritoryControlStreak06,true,pc,Month,top-company-territory-control-streak.6.{world}.{month},longest-streak$territory-control.{faction}.6.{world}.{month},Territory Control,World,false,false,true,false,,Faction War,@ui_leaderboard_display_territory_control_streak,2,@ui_leaderboard_territory_windsward,13,@ui_leaderboard_category_territory_control,,,,,,,,,,@ui_leaderboard_column_days
SeasonTerritoryControlStreak06,true,pc,Season,top-company-territory-control-streak.6.{world}.{season},longest-streak$territory-control.{faction}.6.{world}.{season},Territory Control,World,false,false,true,false,,Faction War,@ui_leaderboard_display_territory_control_streak,2,@ui_leaderboard_territory_windsward,13,@ui_leaderboard_category_territory_control,,,,,,,,,,@ui_leaderboard_column_days
MonthTerritoryControlStreak08,true,pc,Month,top-company-territory-control-streak.8.{world}.{month},longest-streak$territory-control.{faction}.8.{world}.{month},Territory Control,World,false,false,true,false,,Faction War,@ui_leaderboard_display_territory_control_streak,2,@ui_leaderboard_territory_ebonscale,5,@ui_leaderboard_category_territory_control,,,,,,,,,,@ui_leaderboard_column_days
SeasonTerritoryControlStreak08,true,pc,Season,top-company-territory-control-streak.8.{world}.{season},longest-streak$territory-control.{faction}.8.{world}.{season},Territory Control,World,false,false,true,false,,Faction War,@ui_leaderboard_display_territory_control_streak,2,@ui_leaderboard_territory_ebonscale,5,@ui_leaderboard_category_territory_control,,,,,,,,,,@ui_leaderboard_column_days
MonthTerritoryControlStreak09,true,pc,Month,top-company-territory-control-streak.9.{world}.{month},longest-streak$territory-control.{faction}.9.{world}.{month},Territory Control,World,false,false,true,false,,Faction War,@ui_leaderboard_display_territory_control_streak,2,@ui_leaderboard_territory_firstlight,7,@ui_leaderboard_category_territory_control,,,,,,,,,,@ui_leaderboard_column_days
SeasonTerritoryControlStreak09,true,pc,Season,top-company-territory-control-streak.9.{world}.{season},longest-streak$territory-control.{faction}.9.{world}.{season},Territory Control,World,false,false,true,false,,Faction War,@ui_leaderboard_display_territory_control_streak,2,@ui_leaderboard_territory_firstlight,7,@ui_leaderboard_category_territory_control,,,,,,,,,,@ui_leaderboard_column_days
MonthTerritoryControlStreak10,true,pc,Month,top-company-territory-control-streak.10.{world}.{month},longest-streak$territory-control.{faction}.10.{world}.{month},Territory Control,World,false,false,true,false,,Faction War,@ui_leaderboard_display_territory_control_streak,2,@ui_leaderboard_territory_cutlasskeys,4,@ui_leaderboard_category_territory_control,,,,,,,,,,@ui_leaderboard_column_days
SeasonTerritoryControlStreak10,true,pc,Season,top-company-territory-control-streak.10.{world}.{season},longest-streak$territory-control.{faction}.10.{world}.{season},Territory Control,World,false,false,true,false,,Faction War,@ui_leaderboard_display_territory_control_streak,2,@ui_leaderboard_territory_cutlasskeys,4,@ui_leaderboard_category_territory_control,,,,,,,,,,@ui_leaderboard_column_days
MonthTerritoryControlStreak11,true,pc,Month,top-company-territory-control-streak.11.{world}.{month},longest-streak$territory-control.{faction}.11.{world}.{month},Territory Control,World,false,false,true,false,,Faction War,@ui_leaderboard_display_territory_control_streak,2,@ui_leaderboard_territory_mourningdale,9,@ui_leaderboard_category_territory_control,,,,,,,,,,@ui_leaderboard_column_days
SeasonTerritoryControlStreak11,true,pc,Season,top-company-territory-control-streak.11.{world}.{season},longest-streak$territory-control.{faction}.11.{world}.{season},Territory Control,World,false,false,true,false,,Faction War,@ui_leaderboard_display_territory_control_streak,2,@ui_leaderboard_territory_mourningdale,9,@ui_leaderboard_category_territory_control,,,,,,,,,,@ui_leaderboard_column_days
MonthTerritoryControlStreak12,true,pc,Month,top-company-territory-control-streak.12.{world}.{month},longest-streak$territory-control.{faction}.12.{world}.{month},Territory Control,World,false,false,true,false,,Faction War,@ui_leaderboard_display_territory_control_streak,2,@ui_leaderboard_territory_monarchsbluffs,8,@ui_leaderboard_category_territory_control,,,,,,,,,,@ui_leaderboard_column_days
SeasonTerritoryControlStreak12,true,pc,Season,top-company-territory-control-streak.12.{world}.{season},longest-streak$territory-control.{faction}.12.{world}.{season},Territory Control,World,false,false,true,false,,Faction War,@ui_leaderboard_display_territory_control_streak,2,@ui_leaderboard_territory_monarchsbluffs,8,@ui_leaderboard_category_territory_control,,,,,,,,,,@ui_leaderboard_column_days
MonthTerritoryControlStreak13,true,pc,Month,top-company-territory-control-streak.13.{world}.{month},longest-streak$territory-control.{faction}.13.{world}.{month},Territory Control,World,false,false,true,false,,Faction War,@ui_leaderboard_display_territory_control_streak,2,@ui_leaderboard_territory_weaversfen,12,@ui_leaderboard_category_territory_control,,,,,,,,,,@ui_leaderboard_column_days
SeasonTerritoryControlStreak13,true,pc,Season,top-company-territory-control-streak.13.{world}.{season},longest-streak$territory-control.{faction}.13.{world}.{season},Territory Control,World,false,false,true,false,,Faction War,@ui_leaderboard_display_territory_control_streak,2,@ui_leaderboard_territory_weaversfen,12,@ui_leaderboard_category_territory_control,,,,,,,,,,@ui_leaderboard_column_days
MonthTerritoryControlStreak15,true,pc,Month,top-company-territory-control-streak.15.{world}.{month},longest-streak$territory-control.{faction}.15.{world}.{month},Territory Control,World,false,false,true,false,,Faction War,@ui_leaderboard_display_territory_control_streak,2,@ui_leaderboard_territory_restlessshore,11,@ui_leaderboard_category_territory_control,,,,,,,,,,@ui_leaderboard_column_days
SeasonTerritoryControlStreak15,true,pc,Season,top-company-territory-control-streak.15.{world}.{season},longest-streak$territory-control.{faction}.15.{world}.{season},Territory Control,World,false,false,true,false,,Faction War,@ui_leaderboard_display_territory_control_streak,2,@ui_leaderboard_territory_restlessshore,11,@ui_leaderboard_category_territory_control,,,,,,,,,,@ui_leaderboard_column_days
MonthTerritoryControlStreak16,true,pc,Month,top-company-territory-control-streak.16.{world}.{month},longest-streak$territory-control.{faction}.16.{world}.{month},Territory Control,World,false,false,true,false,,Faction War,@ui_leaderboard_display_territory_control_streak,2,@ui_leaderboard_territory_brimstone,3,@ui_leaderboard_category_territory_control,,,,,,,,,,@ui_leaderboard_column_days
SeasonTerritoryControlStreak16,true,pc,Season,top-company-territory-control-streak.16.{world}.{season},longest-streak$territory-control.{faction}.16.{world}.{season},Territory Control,World,false,false,true,false,,Faction War,@ui_leaderboard_display_territory_control_streak,2,@ui_leaderboard_territory_brimstone,3,@ui_leaderboard_category_territory_control,,,,,,,,,,@ui_leaderboard_column_days
MonthPvpArenaWins,true,pc,Month,top-pvp-arena-wins.{world}.{month},,PVP Arenas,World,true,false,false,false,Arena3v3,Vs. Players,@ui_leaderboard_display_pvparena_wins,2,@ui_leaderboard_display_pvparena_wins,2,@ui_leaderboard_category_pvparena,3,,,,,,,,,@ui_leaderboard_column_wins
SeasonPvpArenaWins,true,pc,Season,top-pvp-arena-wins.{world}.{season},,PVP Arenas,World,true,false,false,false,Arena3v3,Vs. Players,@ui_leaderboard_display_pvparena_wins,2,@ui_leaderboard_display_pvparena_wins,2,@ui_leaderboard_category_pvparena,3,,,,,,,,,@ui_leaderboard_column_wins
MonthPvpArenaWinLossRatio,true,pc,Month,top-pvp-arena-win-loss-ratio.{world}.{month},,PVP Arenas,World,true,false,false,false,Arena3v3,Vs. Players,@ui_leaderboard_display_pvparena_winlossratio,3,@ui_leaderboard_display_pvparena_winlossratio,3,@ui_leaderboard_category_pvparena,3,,,,,,,,,@ui_leaderboard_column_ratio
SeasonPvpArenaWinLossRatio,true,pc,Season,top-pvp-arena-win-loss-ratio.{world}.{season},,PVP Arenas,World,true,false,false,false,Arena3v3,Vs. Players,@ui_leaderboard_display_pvparena_winlossratio,3,@ui_leaderboard_display_pvparena_winlossratio,3,@ui_leaderboard_category_pvparena,3,,,,,,,,,@ui_leaderboard_column_ratio
MonthPvpArenaKills,true,pc,Month,top-pvp-arena-kills.{world}.{month},,PVP Arenas,World,true,false,false,false,Arena3v3,Vs. Players,@ui_leaderboard_display_pvparena_kills,4,@ui_leaderboard_display_pvparena_kills,4,@ui_leaderboard_category_pvparena,3,,,,,,,,,@ui_leaderboard_column_kills
SeasonPvpArenaKills,true,pc,Season,top-pvp-arena-kills.{world}.{season},,PVP Arenas,World,true,false,false,false,Arena3v3,Vs. Players,@ui_leaderboard_display_pvparena_kills,4,@ui_leaderboard_display_pvparena_kills,4,@ui_leaderboard_category_pvparena,3,,,,,,,,,@ui_leaderboard_column_kills
MonthPvpArenaKillDeathRatio,true,pc,Month,top-pvp-arena-kill-death-ratio.{world}.{month},,PVP Arenas,World,true,false,false,false,Arena3v3,Vs. Players,@ui_leaderboard_display_pvparena_killdeathratio,5,@ui_leaderboard_display_pvparena_killdeathratio,5,@ui_leaderboard_category_pvparena,3,,,,,,,,,@ui_leaderboard_column_ratio
SeasonPvpArenaKillDeathRatio,true,pc,Season,top-pvp-arena-kill-death-ratio.{world}.{season},,PVP Arenas,World,true,false,false,false,Arena3v3,Vs. Players,@ui_leaderboard_display_pvparena_killdeathratio,5,@ui_leaderboard_display_pvparena_killdeathratio,5,@ui_leaderboard_category_pvparena,3,,,,,,,,,@ui_leaderboard_column_ratio
MonthPvpArenaHeals,true,pc,Month,top-pvp-arena-heals.{world}.{month},,PVP Arenas,World,true,false,false,false,Arena3v3,Vs. Players,@ui_leaderboard_display_pvparena_heals,6,@ui_leaderboard_display_pvparena_heals,6,@ui_leaderboard_category_pvparena,3,,,,,,,,,@ui_leaderboard_column_heals
SeasonPvpArenaHeals,true,pc,Season,top-pvp-arena-heals.{world}.{season},,PVP Arenas,World,true,false,false,false,Arena3v3,Vs. Players,@ui_leaderboard_display_pvparena_heals,6,@ui_leaderboard_display_pvparena_heals,6,@ui_leaderboard_category_pvparena,3,,,,,,,,,@ui_leaderboard_column_heals
MonthPvpArenaDamageDealt,true,pc,Month,top-pvp-arena-damage-dealt.{world}.{month},,PVP Arenas,World,true,false,false,false,Arena3v4,Vs. Players,@ui_leaderboard_display_pvparena_damagedealt,8,@ui_leaderboard_display_pvparena_damagedealt,8,@ui_leaderboard_category_pvparena,3,,,,,,,,,@ui_leaderboard_column_damage
SeasonPvpArenaDamageDealt,true,pc,Season,top-pvp-arena-damage-dealt.{world}.{season},,PVP Arenas,World,true,false,false,false,Arena3v5,Vs. Players,@ui_leaderboard_display_pvparena_damagedealt,8,@ui_leaderboard_display_pvparena_damagedealt,8,@ui_leaderboard_category_pvparena,3,,,,,,,,,@ui_leaderboard_column_damage
MonthWeaponsmithLegendaries,true,pc,Month,top-weaponsmith-legendaries.{world}.{month},,Tradeskills,World,true,false,false,false,,Trade Skills,@ui_leaderboard_display_crafting_weaponsmith,6,@ui_leaderboard_display_legendaries,,@ui_leaderboard_category_legendaries,,,,,,,,,,@ui_leaderboard_column_crafted
SeasonWeaponsmithLegendaries,true,pc,Season,top-weaponsmith-legendaries.{world}.{season},,Tradeskills,World,true,false,false,false,,Trade Skills,@ui_leaderboard_display_crafting_weaponsmith,6,@ui_leaderboard_display_legendaries,,@ui_leaderboard_category_legendaries,,,,,,,,,,@ui_leaderboard_column_crafted
MonthArmorsmithLegendaries,true,pc,Month,top-armorsmith-legendaries.{world}.{month},,Tradeskills,World,true,false,false,false,,Trade Skills,@ui_leaderboard_display_crafting_armorsmith,2,@ui_leaderboard_display_legendaries,,@ui_leaderboard_category_legendaries,,,,,,,,,,@ui_leaderboard_column_crafted
SeasonArmorsmithLegendaries,true,pc,Season,top-armorsmith-legendaries.{world}.{season},,Tradeskills,World,true,false,false,false,,Trade Skills,@ui_leaderboard_display_crafting_armorsmith,2,@ui_leaderboard_display_legendaries,,@ui_leaderboard_category_legendaries,,,,,,,,,,@ui_leaderboard_column_crafted
MonthEngineeringLegendaries,true,pc,Month,top-engineer-legendaries.{world}.{month},,Tradeskills,World,true,false,false,false,,Trade Skills,@ui_leaderboard_display_crafting_engineering,3,@ui_leaderboard_display_legendaries,,@ui_leaderboard_category_legendaries,,,,,,,,,,@ui_leaderboard_column_crafted
SeasonEngineeringLegendaries,true,pc,Season,top-engineer-legendaries.{world}.{season},,Tradeskills,World,true,false,false,false,,Trade Skills,@ui_leaderboard_display_crafting_engineering,3,@ui_leaderboard_display_legendaries,,@ui_leaderboard_category_legendaries,,,,,,,,,,@ui_leaderboard_column_crafted
MonthJewelcraftingLegendaries,true,pc,Month,top-jewelcrafting-legendaries.{world}.{month},,Tradeskills,World,true,false,false,false,,Trade Skills,@ui_leaderboard_display_crafting_jewelcrafting,5,@ui_leaderboard_display_legendaries,,@ui_leaderboard_category_legendaries,,,,,,,,,,@ui_leaderboard_column_crafted
SeasonJewelcraftingLegendaries,true,pc,Season,top-jewelcrafting-legendaries.{world}.{season},,Tradeskills,World,true,false,false,false,,Trade Skills,@ui_leaderboard_display_crafting_jewelcrafting,5,@ui_leaderboard_display_legendaries,,@ui_leaderboard_category_legendaries,,,,,,,,,,@ui_leaderboard_column_crafted
MonthArcanaLegendaries,true,pc,Month,top-arcana-legendaries.{world}.{month},,Tradeskills,World,true,false,false,false,,Trade Skills,@ui_leaderboard_display_crafting_arcana,1,@ui_leaderboard_display_legendaries,,@ui_leaderboard_category_legendaries,,,,,,,,,,@ui_leaderboard_column_crafted
SeasonArcanaLegendaries,true,pc,Season,top-arcana-legendaries.{world}.{season},,Tradeskills,World,true,false,false,false,,Trade Skills,@ui_leaderboard_display_crafting_arcana,1,@ui_leaderboard_display_legendaries,,@ui_leaderboard_category_legendaries,,,,,,,,,,@ui_leaderboard_column_crafted
MonthFishingLegendaries,true,pc,Month,top-fishing-legendaries.{world}.{month},,Tradeskills,World,true,false,false,false,,Trade Skills,@ui_leaderboard_display_fishing_legendaries,4,@ui_leaderboard_display_legendaries,,@ui_leaderboard_category_legendaries,,,,,,,,,,@ui_leaderboard_column_caught
SeasonFishingLegendaries,true,pc,Season,top-fishing-legendaries.{world}.{season},,Tradeskills,World,true,false,false,false,,Trade Skills,@ui_leaderboard_display_fishing_legendaries,4,@ui_leaderboard_display_legendaries,,@ui_leaderboard_category_legendaries,,,,,,,,,,@ui_leaderboard_column_caught
