VitalsCategoryID,DisplayName,Icon,LocationHint,LocStringGenerationHelper,GroupVitalsCategoryId,IsNamed,IsDynamicPoiTarget,LootDropChanceOverride,MtlOverride,FemaleMtlOverride
Ancient_Amalgam_16BS12,@VC_Ancient_Amalgam_16BS12,,,"<string key=""VC_Ancient_Amalgam_16BS12"">Ancient_Amalgam_16BS12</string>",,,,,,
Ancient_Amalgam_Elite,@VC_Ancient_Amalgam_Elite,,,"<string key=""VC_Ancient_Amalgam_Elite"">Ancient_Amalgam_Elite</string>",,,,,,
Ancient_Amalgam_Named_16BS11a,@VC_Ancient_Amalgam_Named_16BS11a,,,"<string key=""VC_Ancient_Amalgam_Named_16BS11a"">Ancient_Amalgam_Named_16BS11a</string>",,,,,,
Ancient_Amalgam_Named_16BS11b,@VC_Ancient_Amalgam_Named_16BS11b,,,"<string key=""VC_Ancient_Amalgam_Named_16BS11b"">Ancient_Amalgam_Named_16BS11b</string>",,,,,,
Ancient_Amalgam_Named_DG_GreatCleave_00,@VC_Ancient_Amalgam_Named_DG_GreatCleave_00,,,"<string key=""VC_Ancient_Amalgam_Named_DG_GreatCleave_00"">Ancient_Amalgam_Named_DG_GreatCleave_00</string>",,,,,,
Ancient_Guardian_Javelineer_Named_07SM07,@VC_Ancient_Guardian_Javelineer_Named_07SM07,,,"<string key=""VC_Ancient_Guardian_Javelineer_Named_07SM07"">Ancient_Guardian_Javelineer_Named_07SM07</string>",,true,true,,Objects\Characters\npc\supernatural\skeleton_ancient_javelineer\ancient_javelineer_matGroup.mtl,
Ancient_Guardian_Mage_Named_07SM07,@VC_Ancient_Guardian_Mage_Named_07SM07,,,"<string key=""VC_Ancient_Guardian_Mage_Named_07SM07"">Ancient_Guardian_Mage_Named_07SM07</string>",,true,true,,Objects\Characters\npc\supernatural\skeleton_ancient_mage\ancient_mage_matGroup.mtl,
Ancient_Guardian_Mage_Named_09A_S7,@VC_Ancient_Guardian_Mage_Named_09A_S7,,,"<string key=""VC_Ancient_Guardian_Mage_Named_09A_S7"">Ancient_Guardian_Mage_Named_09A_S7</string>",,true,,,,
Ancient_Guardian_Reaver_03GC10,@VC_Ancient_Guardian_Reaver_03GC10,,,"<string key=""VC_Ancient_Guardian_Reaver_03GC10"">Ancient_Guardian_Reaver_03GC10</string>",Rimebone,,,,Objects\Characters\npc\supernatural\skeletonGuardian\skeletonGuardian_var01_matGroup.mtl,
Ancient_Guardian_Reaver_03GC10a,@VC_Ancient_Guardian_Reaver_03GC10a,,,"<string key=""VC_Ancient_Guardian_Reaver_03GC10a"">Ancient_Guardian_Reaver_03GC10a</string>",Winterwalk,,,,Objects\Characters\npc\supernatural\skeletonGuardian\skeletonGuardian_var01_matGroup.mtl,
Ancient_Guardian_Reaver_03GC10b,@VC_Ancient_Guardian_Reaver_03GC10b,,,"<string key=""VC_Ancient_Guardian_Reaver_03GC10b"">Ancient_Guardian_Reaver_03GC10b</string>",Rimespire,,,,Objects\Characters\npc\supernatural\skeletonGuardian\skeletonGuardian_var01_matGroup.mtl,
Ancient_Guardian_Reaver_03GC10c,@VC_Ancient_Guardian_Reaver_03GC10c,,,"<string key=""VC_Ancient_Guardian_Reaver_03GC10c"">Ancient_Guardian_Reaver_03GC10c</string>",Frosttorrent,,,,Objects\Characters\npc\supernatural\skeletonGuardian\skeletonGuardian_var01_matGroup.mtl,
Ancient_Guardian_Reaver_07SM07,@VC_Ancient_Guardian_Reaver_07SM07,,,"<string key=""VC_Ancient_Guardian_Reaver_07SM07"">Ancient_Guardian_Reaver_07SM07</string>",Rockruins,,,,Objects\Characters\npc\supernatural\skeletonGuardian\skeletonGuardian_var03_matGroup.mtl,
Ancient_Guardian_Reaver_11MD02,@VC_Ancient_Guardian_Reaver_11MD02,,,"<string key=""VC_Ancient_Guardian_Reaver_11MD02"">Ancient_Guardian_Reaver_11MD02</string>",Nembus,,,,,
Ancient_Guardian_Reaver_13WF02,@VC_Ancient_Guardian_Reaver_13WF02,,,"<string key=""VC_Ancient_Guardian_Reaver_13WF02"">Ancient_Guardian_Reaver_13WF02</string>",Starbound,,,,,
Ancient_Ice_Dragon_S4,@VC_Ancient_Ice_Dragon_S4,,,"<string key=""VC_Ancient_Ice_Dragon_S4"">Ancient_Ice_Dragon_S4</string>",,,,,,
Ancient_Javelineer,@VC_Ancient_Javelineer,,,"<string key=""VC_Ancient_Javelineer"">Ancient_Javelineer</string>",BASE,,,,,
Ancient_Mage,@VC_Ancient_Mage,,,"<string key=""VC_Ancient_Mage"">Ancient_Mage</string>",BASE,,,,,
IceVariant,@VC_IceVariant,,,"<string key=""VC_IceVariant"">IceVariant</string>",,,,,,
AncientGuardian_Bowman_IceVariant_GreatCleave_00,@VC_AncientGuardian_Bowman_IceVariant_GreatCleave_00,,,"<string key=""VC_AncientGuardian_Bowman_IceVariant_GreatCleave_00"">AncientGuardian_Bowman_IceVariant_GreatCleave_00</string>",,,,,,
AncientGuardian_Bowman_IceVariant_Raid10,@VC_AncientGuardian_Bowman_IceVariant_Raid10,,,"<string key=""VC_AncientGuardian_Bowman_IceVariant_Raid10"">AncientGuardian_Bowman_IceVariant_Raid10</string>",Runeforge,,,,,
AncientGuardian_Bowman_IceVariant_Raid10-,@VC_AncientGuardian_Bowman_IceVariant_Raid10-,,,"<string key=""VC_AncientGuardian_Bowman_IceVariant_Raid10-"">AncientGuardian_Bowman_IceVariant_Raid10-</string>",Runeforge,,,,,
AncientGuardian_Bowman_IceVariant_Raid10_Named,@VC_AncientGuardian_Bowman_IceVariant_Raid10_Named,,,"<string key=""VC_AncientGuardian_Bowman_IceVariant_Raid10_Named"">AncientGuardian_Bowman_IceVariant_Raid10_Named</string>",Runeforge,,,,,
AncientGuardian_Bowman_S4,@VC_AncientGuardian_Bowman_S4,,,"<string key=""VC_AncientGuardian_Bowman_S4"">AncientGuardian_Bowman_S4</string>",,,,,,
AncientGuardian_Bowman_Solo_S4,@VC_AncientGuardian_Bowman_Solo_S4,,,"<string key=""VC_AncientGuardian_Bowman_Solo_S4"">AncientGuardian_Bowman_Solo_S4</string>",,,,,,
AncientGuardian_Greatsword_IceVariant_DG_Greatcleave_00,@VC_AncientGuardian_Greatsword_IceVariant_DG_Greatcleave_00,,,"<string key=""VC_AncientGuardian_Greatsword_IceVariant_DG_Greatcleave_00"">AncientGuardian_Greatsword_IceVariant_DG_Greatcleave_00</string>",Runeforge,,,,,
AncientGuardian_Greatsword_IceVariant_Raid10,@VC_AncientGuardian_Greatsword_IceVariant_Raid10,,,"<string key=""VC_AncientGuardian_Greatsword_IceVariant_Raid10"">AncientGuardian_Greatsword_IceVariant_Raid10</string>",Runeforge,,,,,
AncientGuardian_Greatsword_IceVariant_Raid10-,@VC_AncientGuardian_Greatsword_IceVariant_Raid10-,,,"<string key=""VC_AncientGuardian_Greatsword_IceVariant_Raid10-"">AncientGuardian_Greatsword_IceVariant_Raid10-</string>",Runeforge,,,,,
AncientGuardian_Greatsword_IceVariant_Raid10_Named,@VC_AncientGuardian_Greatsword_IceVariant_Raid10_Named,,,"<string key=""VC_AncientGuardian_Greatsword_IceVariant_Raid10_Named"">AncientGuardian_Greatsword_IceVariant_Raid10_Named</string>",Runeforge,,,,,
AncientGuardian_Greatsword_Named_S4_1,@VC_AncientGuardian_Greatsword_Named_S4_1,,,"<string key=""VC_AncientGuardian_Greatsword_Named_S4_1"">AncientGuardian_Greatsword_Named_S4_1</string>",,,,,,
AncientGuardian_Greatsword_S4,@VC_AncientGuardian_Greatsword_S4,,,"<string key=""VC_AncientGuardian_Greatsword_S4"">AncientGuardian_Greatsword_S4</string>",,,,,,
AncientGuardian_Heavy_Boss_Named_DG_Everfall_00,@VC_AncientGuardian_Heavy_Boss_Named_DG_Everfall_00,,,"<string key=""VC_AncientGuardian_Heavy_Boss_Named_DG_Everfall_00"">AncientGuardian_Heavy_Boss_Named_DG_Everfall_00</string>",Starstone,true,true,,,
AncientGuardian_Heavy_Boss_Named_DG_GreatCleave_01,@VC_AncientGuardian_Heavy_Boss_Named_DG_GreatCleave_01,,,"<string key=""VC_AncientGuardian_Heavy_Boss_Named_DG_GreatCleave_01"">AncientGuardian_Heavy_Boss_Named_DG_GreatCleave_01</string>",Frozen,true,true,,,
AncientGuardian_Heavy_DG_GreatCleave_00_00,@VC_AncientGuardian_Heavy_DG_GreatCleave_00_00,,,"<string key=""VC_AncientGuardian_Heavy_DG_GreatCleave_00_00"">AncientGuardian_Heavy_DG_GreatCleave_00_00</string>",Frozen,,,,,
AncientGuardian_Heavy_DG_GreatCleave_00_01,@VC_AncientGuardian_Heavy_DG_GreatCleave_00_01,,,"<string key=""VC_AncientGuardian_Heavy_DG_GreatCleave_00_01"">AncientGuardian_Heavy_DG_GreatCleave_00_01</string>",Frozen,,,,,
AncientGuardian_Heavy_Named_00,@VC_AncientGuardian_Heavy_Named_00,,,"<string key=""VC_AncientGuardian_Heavy_Named_00"">AncientGuardian_Heavy_Named_00</string>",Shattered,true,true,,,
AncientGuardian_Heavy_Named_DG_GreatCleave_00,@VC_AncientGuardian_Heavy_Named_DG_GreatCleave_00,,,"<string key=""VC_AncientGuardian_Heavy_Named_DG_GreatCleave_00"">AncientGuardian_Heavy_Named_DG_GreatCleave_00</string>",Frozen,true,,,,
AncientGuardian_Javelin_13WF02,@VC_AncientGuardian_Javelin_13WF02,,,"<string key=""VC_AncientGuardian_Javelin_13WF02"">AncientGuardian_Javelin_13WF02</string>",Starbound,,,,Objects\Characters\npc\supernatural\skeleton_ancient_javelineer\ancient_javelineer_var02_matGroup.mtl,
AncientGuardian_Javelin_13WF05,@VC_AncientGuardian_Javelin_13WF05,,,"<string key=""VC_AncientGuardian_Javelin_13WF05"">AncientGuardian_Javelin_13WF05</string>",Skysworn,,,,Objects\Characters\npc\supernatural\skeleton_ancient_javelineer\ancient_javelineer_var02_matGroup.mtl,
AncientGuardian_Javelineer_04NW07,@VC_AncientGuardian_Javelineer_04NW07,,,"<string key=""VC_AncientGuardian_Javelineer_04NW07"">AncientGuardian_Javelineer_04NW07</string>",Arcturian,,,,Objects\Characters\npc\supernatural\skeleton_ancient_javelineer\ancient_javelineer_var03_matGroup.mtl,
AncientGuardian_Javelineer_05WC02,@VC_AncientGuardian_Javelineer_05WC02,,,"<string key=""VC_AncientGuardian_Javelineer_05WC02"">AncientGuardian_Javelineer_05WC02</string>",Soulmend,,,,,
AncientGuardian_Javelineer_05WC09,@VC_AncientGuardian_Javelineer_05WC09,,,"<string key=""VC_AncientGuardian_Javelineer_05WC09"">AncientGuardian_Javelineer_05WC09</string>",Starvault,,,,,
AncientGuardian_Javelineer_06SW02,@VC_AncientGuardian_Javelineer_06SW02,,,"<string key=""VC_AncientGuardian_Javelineer_06SW02"">AncientGuardian_Javelineer_06SW02</string>",Starstream,,,,Objects\Characters\npc\supernatural\skeleton_ancient_javelineer\ancient_javelineer_var03_matGroup.mtl,
AncientGuardian_Javelineer_09FL06,@VC_AncientGuardian_Javelineer_09FL06,,,"<string key=""VC_AncientGuardian_Javelineer_09FL06"">AncientGuardian_Javelineer_09FL06</string>",Tutelary,,,,Objects\Characters\npc\supernatural\skeleton_ancient_javelineer\ancient_javelineer_var03_matGroup.mtl,
AncientGuardian_Javelineer_09FL08,@VC_AncientGuardian_Javelineer_09FL08,,,"<string key=""VC_AncientGuardian_Javelineer_09FL08"">AncientGuardian_Javelineer_09FL08</string>",Brightbeacon,,,,Objects\Characters\npc\supernatural\skeleton_ancient_javelineer\ancient_javelineer_var03_matGroup.mtl,
AncientGuardian_Javelineer_11MD00a,@VC_AncientGuardian_Javelineer_11MD00a,,,"<string key=""VC_AncientGuardian_Javelineer_11MD00a"">AncientGuardian_Javelineer_11MD00a</string>",Drenchsky,,,,Objects\Characters\npc\supernatural\skeleton_ancient_javelineer\ancient_javelineer_var02_matGroup.mtl,
AncientGuardian_Javelineer_11MD00b,@VC_AncientGuardian_Javelineer_11MD00b,,,"<string key=""VC_AncientGuardian_Javelineer_11MD00b"">AncientGuardian_Javelineer_11MD00b</string>",Carrionstar,,,,Objects\Characters\npc\supernatural\skeleton_ancient_javelineer\ancient_javelineer_var02_matGroup.mtl,
AncientGuardian_Javelineer_11MD00e,@VC_AncientGuardian_Javelineer_11MD00e,,,"<string key=""VC_AncientGuardian_Javelineer_11MD00e"">AncientGuardian_Javelineer_11MD00e</string>",Novaguard,,,,Objects\Characters\npc\supernatural\skeleton_ancient_javelineer\ancient_javelineer_var02_matGroup.mtl,
AncientGuardian_Javelineer_11MD00f,@VC_AncientGuardian_Javelineer_11MD00f,,,"<string key=""VC_AncientGuardian_Javelineer_11MD00f"">AncientGuardian_Javelineer_11MD00f</string>",Fineseer,,,,Objects\Characters\npc\supernatural\skeleton_ancient_javelineer\ancient_javelineer_var02_matGroup.mtl,
AncientGuardian_Javelineer_11MD00g,@VC_AncientGuardian_Javelineer_11MD00g,,,"<string key=""VC_AncientGuardian_Javelineer_11MD00g"">AncientGuardian_Javelineer_11MD00g</string>",Redeye,,,,Objects\Characters\npc\supernatural\skeleton_ancient_javelineer\ancient_javelineer_var02_matGroup.mtl,
AncientGuardian_Javelineer_11MD01c,@VC_AncientGuardian_Javelineer_11MD01c,,,"<string key=""VC_AncientGuardian_Javelineer_11MD01c"">AncientGuardian_Javelineer_11MD01c</string>",Redeye,,,,Objects\Characters\npc\supernatural\skeleton_ancient_javelineer\ancient_javelineer_var02_matGroup.mtl,
AncientGuardian_Javelineer_12,@VC_AncientGuardian_Javelineer_12,,,"<string key=""VC_AncientGuardian_Javelineer_12"">AncientGuardian_Javelineer_12</string>",Generic,,,,Objects\Characters\npc\supernatural\skeleton_ancient_javelineer\ancient_javelineer_var03_matGroup.mtl,
AncientGuardian_Javelineer_12MB02,@VC_AncientGuardian_Javelineer_12MB02,,,"<string key=""VC_AncientGuardian_Javelineer_12MB02"">AncientGuardian_Javelineer_12MB02</string>",Celestial,,,,Objects\Characters\npc\supernatural\skeleton_ancient_javelineer\ancient_javelineer_var03_matGroup.mtl,
AncientGuardian_Javelineer_12MB08,@VC_AncientGuardian_Javelineer_12MB08,,,"<string key=""VC_AncientGuardian_Javelineer_12MB08"">AncientGuardian_Javelineer_12MB08</string>",Verdant,,,,Objects\Characters\npc\supernatural\skeleton_ancient_javelineer\ancient_javelineer_var03_matGroup.mtl,
AncientGuardian_Javelineer_16BS01,@VC_AncientGuardian_Javelineer_16BS01,,,"<string key=""VC_AncientGuardian_Javelineer_16BS01"">AncientGuardian_Javelineer_16BS01</string>",Generic,,,,,
AncientGuardian_Javelineer_16BS02,@VC_AncientGuardian_Javelineer_16BS02,,,"<string key=""VC_AncientGuardian_Javelineer_16BS02"">AncientGuardian_Javelineer_16BS02</string>",Generic,,,,,
AncientGuardian_Javelineer_16BS03,@VC_AncientGuardian_Javelineer_16BS03,,,"<string key=""VC_AncientGuardian_Javelineer_16BS03"">AncientGuardian_Javelineer_16BS03</string>",Generic,,,,,
AncientGuardian_Javelineer_16BS04,@VC_AncientGuardian_Javelineer_16BS04,,,"<string key=""VC_AncientGuardian_Javelineer_16BS04"">AncientGuardian_Javelineer_16BS04</string>",Generic,,,,,
AncientGuardian_Javelineer_16BS05,@VC_AncientGuardian_Javelineer_16BS05,,,"<string key=""VC_AncientGuardian_Javelineer_16BS05"">AncientGuardian_Javelineer_16BS05</string>",Generic,,,,Objects\Characters\npc\supernatural\skeleton_ancient_javelineer\ancient_javelineer_var01_matGroup.mtl,
AncientGuardian_Javelineer_16BS06,@VC_AncientGuardian_Javelineer_16BS06,,,"<string key=""VC_AncientGuardian_Javelineer_16BS06"">AncientGuardian_Javelineer_16BS06</string>",Generic,,,,,
AncientGuardian_Javelineer_16BS07,@VC_AncientGuardian_Javelineer_16BS07,,,"<string key=""VC_AncientGuardian_Javelineer_16BS07"">AncientGuardian_Javelineer_16BS07</string>",Generic,,,,Objects\Characters\npc\supernatural\skeleton_ancient_javelineer\ancient_javelineer_var02_matGroup.mtl,
AncientGuardian_Javelineer_16BS08,@VC_AncientGuardian_Javelineer_16BS08,,,"<string key=""VC_AncientGuardian_Javelineer_16BS08"">AncientGuardian_Javelineer_16BS08</string>",Generic,,,,,
AncientGuardian_Javelineer_16BS09,@VC_AncientGuardian_Javelineer_16BS09,,,"<string key=""VC_AncientGuardian_Javelineer_16BS09"">AncientGuardian_Javelineer_16BS09</string>",Generic,,,,Objects\Characters\npc\supernatural\skeleton_ancient_javelineer\ancient_javelineer_var01_matGroup.mtl,
AncientGuardian_Javelineer_16BS10,@VC_AncientGuardian_Javelineer_16BS10,,,"<string key=""VC_AncientGuardian_Javelineer_16BS10"">AncientGuardian_Javelineer_16BS10</string>",Generic,,,,,
AncientGuardian_Javelineer_16BS11,@VC_AncientGuardian_Javelineer_16BS11,,,"<string key=""VC_AncientGuardian_Javelineer_16BS11"">AncientGuardian_Javelineer_16BS11</string>",Generic,,,,Objects\Characters\npc\supernatural\skeleton_ancient_javelineer\ancient_javelineer_var03_matGroup.mtl,
AncientGuardian_Javelineer_16BS11c,@VC_AncientGuardian_Javelineer_16BS11c,,,"<string key=""VC_AncientGuardian_Javelineer_16BS11c"">AncientGuardian_Javelineer_16BS11c</string>",Reinforced,,,,,
AncientGuardian_Javelineer_16BS11d,@VC_AncientGuardian_Javelineer_16BS11d,,,"<string key=""VC_AncientGuardian_Javelineer_16BS11d"">AncientGuardian_Javelineer_16BS11d</string>",Impermeable,,,,,
AncientGuardian_Javelineer_16BS12,@VC_AncientGuardian_Javelineer_16BS12,,,"<string key=""VC_AncientGuardian_Javelineer_16BS12"">AncientGuardian_Javelineer_16BS12</string>",Generic,,,,,
AncientGuardian_Javelineer_19,@VC_AncientGuardian_Javelineer_19,,,"<string key=""VC_AncientGuardian_Javelineer_19"">AncientGuardian_Javelineer_19</string>",Generic,,,,Objects\Characters\npc\supernatural\skeleton_ancient_javelineer\ancient_javelineer_var03_matGroup.mtl,
AncientGuardian_Javelineer_20,@VC_AncientGuardian_Javelineer_20,,,"<string key=""VC_AncientGuardian_Javelineer_20"">AncientGuardian_Javelineer_20</string>",Generic,,,,Objects\Characters\npc\supernatural\skeleton_ancient_javelineer\ancient_javelineer_var03_matGroup.mtl,
AncientGuardian_Javelineer_21,@VC_AncientGuardian_Javelineer_21,,,"<string key=""VC_AncientGuardian_Javelineer_21"">AncientGuardian_Javelineer_21</string>",Generic,,,,Objects\Characters\npc\supernatural\skeleton_ancient_javelineer\ancient_javelineer_var03_matGroup.mtl,
AncientGuardian_Javelineer_22,@VC_AncientGuardian_Javelineer_22,,,"<string key=""VC_AncientGuardian_Javelineer_22"">AncientGuardian_Javelineer_22</string>",Generic,,,,Objects\Characters\npc\supernatural\skeleton_ancient_javelineer\ancient_javelineer_var03_matGroup.mtl,
AncientGuardian_Javelineer_23,@VC_AncientGuardian_Javelineer_23,,,"<string key=""VC_AncientGuardian_Javelineer_23"">AncientGuardian_Javelineer_23</string>",Generic,,,,Objects\Characters\npc\supernatural\skeleton_ancient_javelineer\ancient_javelineer_var03_matGroup.mtl,
AncientGuardian_Javelineer_24,@VC_AncientGuardian_Javelineer_24,,,"<string key=""VC_AncientGuardian_Javelineer_24"">AncientGuardian_Javelineer_24</string>",Generic,,,,Objects\Characters\npc\supernatural\skeleton_ancient_javelineer\ancient_javelineer_var03_matGroup.mtl,
AncientGuardian_Javelineer_25,@VC_AncientGuardian_Javelineer_25,,,"<string key=""VC_AncientGuardian_Javelineer_25"">AncientGuardian_Javelineer_25</string>",Generic,,,,Objects\Characters\npc\supernatural\skeleton_ancient_javelineer\ancient_javelineer_var03_matGroup.mtl,
AncientGuardian_Javelineer_27,@VC_AncientGuardian_Javelineer_27,,,"<string key=""VC_AncientGuardian_Javelineer_27"">AncientGuardian_Javelineer_27</string>",Generic,,,,Objects\Characters\npc\supernatural\skeleton_ancient_javelineer\ancient_javelineer_var02_matGroup.mtl,
AncientGuardian_Javelineer_28,@VC_AncientGuardian_Javelineer_28,,,"<string key=""VC_AncientGuardian_Javelineer_28"">AncientGuardian_Javelineer_28</string>",Generic,,,,Objects\Characters\npc\supernatural\skeleton_ancient_javelineer\ancient_javelineer_var02_matGroup.mtl,
AncientGuardian_Javelineer_36,@VC_AncientGuardian_Javelineer_36,,,"<string key=""VC_AncientGuardian_Javelineer_36"">AncientGuardian_Javelineer_36</string>",Generic,,,,Objects\Characters\npc\supernatural\skeleton_ancient_javelineer\ancient_javelineer_var02_matGroup.mtl,
AncientGuardian_Javelineer_37,@VC_AncientGuardian_Javelineer_37,,,"<string key=""VC_AncientGuardian_Javelineer_37"">AncientGuardian_Javelineer_37</string>",Generic,,,,Objects\Characters\npc\supernatural\skeleton_ancient_javelineer\ancient_javelineer_var02_matGroup.mtl,
AncientGuardian_Javelineer_38,@VC_AncientGuardian_Javelineer_38,,,"<string key=""VC_AncientGuardian_Javelineer_38"">AncientGuardian_Javelineer_38</string>",Generic,,,,Objects\Characters\npc\supernatural\skeleton_ancient_javelineer\ancient_javelineer_var02_matGroup.mtl,
AncientGuardian_Javelineer_39,@VC_AncientGuardian_Javelineer_39,,,"<string key=""VC_AncientGuardian_Javelineer_39"">AncientGuardian_Javelineer_39</string>",Generic,,,,Objects\Characters\npc\supernatural\skeleton_ancient_javelineer\ancient_javelineer_var02_matGroup.mtl,
AncientGuardian_Javelineer_39_ELITE,@VC_AncientGuardian_Javelineer_39_ELITE,,,"<string key=""VC_AncientGuardian_Javelineer_39_ELITE"">AncientGuardian_Javelineer_39_ELITE</string>",,,,,Objects\Characters\npc\supernatural\skeleton_ancient_javelineer\ancient_javelineer_var02_matGroup.mtl,
AncientGuardian_Javelineer_40,@VC_AncientGuardian_Javelineer_40,,,"<string key=""VC_AncientGuardian_Javelineer_40"">AncientGuardian_Javelineer_40</string>",Generic,,,,Objects\Characters\npc\supernatural\skeleton_ancient_javelineer\ancient_javelineer_var02_matGroup.mtl,
AncientGuardian_Javelineer_41,@VC_AncientGuardian_Javelineer_41,,,"<string key=""VC_AncientGuardian_Javelineer_41"">AncientGuardian_Javelineer_41</string>",Generic,,,,Objects\Characters\npc\supernatural\skeleton_ancient_javelineer\ancient_javelineer_var02_matGroup.mtl,
AncientGuardian_Javelineer_42,@VC_AncientGuardian_Javelineer_42,,,"<string key=""VC_AncientGuardian_Javelineer_42"">AncientGuardian_Javelineer_42</string>",Generic,,,,Objects\Characters\npc\supernatural\skeleton_ancient_javelineer\ancient_javelineer_var02_matGroup.mtl,
AncientGuardian_Javelineer_43,@VC_AncientGuardian_Javelineer_43,,,"<string key=""VC_AncientGuardian_Javelineer_43"">AncientGuardian_Javelineer_43</string>",Generic,,,,Objects\Characters\npc\supernatural\skeleton_ancient_javelineer\ancient_javelineer_var02_matGroup.mtl,
AncientGuardian_Javelineer_44,@VC_AncientGuardian_Javelineer_44,,,"<string key=""VC_AncientGuardian_Javelineer_44"">AncientGuardian_Javelineer_44</string>",Generic,,,,Objects\Characters\npc\supernatural\skeleton_ancient_javelineer\ancient_javelineer_var02_matGroup.mtl,
AncientGuardian_Javelineer_45,@VC_AncientGuardian_Javelineer_45,,,"<string key=""VC_AncientGuardian_Javelineer_45"">AncientGuardian_Javelineer_45</string>",Generic,,,,Objects\Characters\npc\supernatural\skeleton_ancient_javelineer\ancient_javelineer_var02_matGroup.mtl,
