Blunderbuss_Shrapnel,BlunderbussDefault,Blunderbuss_Chr_Shrapnel,Blunderbuss_Chr_Shrapnel,Blunderbuss_Chr_Shrapnel,Blunderbuss_Chr_Shrapnel,Blunderbuss_Chr_Shrapnel,Blunderbuss_Chr_Shrapnel,Blunderbuss_Chr_Shrapnel,Blunderbuss_Chr_Shrapnel,Blunderbuss_Chr_Shrapnel,Blunderbuss_Chr_Shrapnel,Blunderbuss_Chr_Shrapnel,Blunderbuss_Chr_Shrapnel,Blunderbuss_Chr_Shrapnel,Blunderbuss_Chr_Shrapnel,Blunderbuss_Chr_Shrapnel,Blunderbuss_Chr_Shrapnel,Blunderbuss_Chr_Shrapnel,Blunderbuss_Chr_Shrapnel,Blunderbuss_Chr_Shrapnel,Blunderbuss_Chr_Shrapnel,Blunderbuss_Chr_Shrapnel,Blunderbuss_Chr_Shrapnel,Blunderbuss_Chr_Shrapnel,Blunderbuss_Chr_Shrapnel,Blunderbuss_Chr_Shrapnel,Blunderbuss_Chr_Shrapnel,Blunderbuss_Chr_Shrapnel,Blunderbuss_Chr_Shrapnel,Blunderbuss_Chr_Shrapnel,Blunderbuss_Chr_Shrapnel,Blunderbuss_Chr_Shrapnel,Blunderbuss_Chr_Shrapnel,Blunderbuss_Chr_Shrapnel,Blunderbuss_Chr_Shrapnel,Blunderbuss_Chr_Shrapnel,BlunderbussDefault
Blunderbuss+Resist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,StickyBombDefault,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,HolyShield_Proj,BlunderbussResist,BlunderbussResist,BlunderbussResist
Blunderbuss_Claw+Resist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,StickyBombDefault,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,HolyShield_Proj,BlunderbussResist,BlunderbussResist,BlunderbussResist
Blunderbuss_Net+Resist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,StickyBombDefault,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,HolyShield_Proj,BlunderbussResist,BlunderbussResist,BlunderbussResist
Blunderbuss_Shrapnel+Resist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,StickyBombDefault,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,BlunderbussResist,HolyShield_Proj,BlunderbussResist,BlunderbussResist,BlunderbussResist
Blunderbuss+Crit,BlunderbussDefaultCrit,BlunderbussDefaultCrit,BlunderbussFleshCrit,BlunderbussFleshCrit,BlunderbussFleshCrit,BlunderbussFleshCrit,BlunderbussDamnedCrit,BlunderbussDryadCrit,BlunderbussGhostCrit,BlunderbussTurkeyCrit,BlunderbussSkeletonCrit,BlunderbussAncientGuardianCrit,BlunderbussGhostCharredCrit,BlunderbussGhostFrozenCrit,BlunderbussGhostShipwreckedCrit,BlunderbussGhostHangedCrit,BlunderbussGhostPlaguedCrit,BlunderbussBearElementalCrit,BlunderbussBearCrit,BlunderbussRegurgitatorCrit,BlunderbussSprigganForestCrit,BlunderbussCorruptedEntityCrit,BlunderbussBlightFiendCrit,BlunderbussFrostWolfCrit,BlunderbussEarthWolfCrit,BlunderbussLostCrit,BlunderbussWitheredCrit,BlunderbussDynastyCrit,BlunderbussDunePhantomCrit,BlunderbussDefaultCrit,BlunderbussAENagaCrit,BlunderbussAENagaCrit,BlunderbussSunCrit,HolyShield_Proj,BlunderbussRockNPCCrit,BlunderbussFleshCrit,BlunderbussDefaultCrit
Blunderbuss_Claw+Crit,Blunderbuss_Claw_Crit,Blunderbuss_Claw_Crit,Blunderbuss_Claw_Crit,Blunderbuss_Claw_Crit,Blunderbuss_Claw_Crit,Blunderbuss_Claw_Crit,Blunderbuss_Claw_Crit,Blunderbuss_Claw_Crit,Blunderbuss_Claw_Crit,Blunderbuss_Claw_Crit,Blunderbuss_Claw_Crit,Blunderbuss_Claw_Crit,Blunderbuss_Claw_Crit,Blunderbuss_Claw_Crit,Blunderbuss_Claw_Crit,Blunderbuss_Claw_Crit,Blunderbuss_Claw_Crit,Blunderbuss_Claw_Crit,Blunderbuss_Claw_Crit,Blunderbuss_Claw_Crit,Blunderbuss_Claw_Crit,Blunderbuss_Claw_Crit,Blunderbuss_Claw_Crit,Blunderbuss_Claw_Crit,Blunderbuss_Claw_Crit,Blunderbuss_Claw_Crit,Blunderbuss_Claw_Crit,Blunderbuss_Claw_Crit,Blunderbuss_Claw_Crit,Blunderbuss_Claw_Crit,Blunderbuss_Claw_Crit,Blunderbuss_Claw_Crit,Blunderbuss_Claw_Crit,HolyShield_Proj,Blunderbuss_Claw_Crit,Blunderbuss_Claw_Crit,Blunderbuss_Claw_Crit
Blunderbuss_Net+Crit,BlunderbussDefaultCrit,BlunderbussDefaultCrit,BlunderbussFleshCrit,BlunderbussFleshCrit,BlunderbussFleshCrit,BlunderbussFleshCrit,BlunderbussDamnedCrit,BlunderbussDryadCrit,BlunderbussGhostCrit,BlunderbussTurkeyCrit,BlunderbussSkeletonCrit,BlunderbussAncientGuardianCrit,BlunderbussGhostCharredCrit,BlunderbussGhostFrozenCrit,BlunderbussGhostShipwreckedCrit,BlunderbussGhostHangedCrit,BlunderbussGhostPlaguedCrit,BlunderbussBearElementalCrit,BlunderbussBearCrit,BlunderbussRegurgitatorCrit,BlunderbussSprigganForestCrit,BlunderbussCorruptedEntityCrit,BlunderbussBlightFiendCrit,BlunderbussFrostWolfCrit,BlunderbussEarthWolfCrit,BlunderbussLostCrit,BlunderbussWitheredCrit,BlunderbussDynastyCrit,BlunderbussDunePhantomCrit,BlunderbussDefaultCrit,BlunderbussAENagaCrit,BlunderbussAENagaCrit,BlunderbussSunCrit,HolyShield_Proj,BlunderbussRockNPCCrit,BlunderbussFleshCrit,BlunderbussDefaultCrit
Blunderbuss_Shrapnel+Crit,BlunderbussDefaultCrit,BlunderbussDefaultCrit,BlunderbussFleshCrit,BlunderbussFleshCrit,BlunderbussFleshCrit,BlunderbussFleshCrit,BlunderbussDamnedCrit,BlunderbussDryadCrit,BlunderbussGhostCrit,BlunderbussTurkeyCrit,BlunderbussSkeletonCrit,BlunderbussAncientGuardianCrit,BlunderbussGhostCharredCrit,BlunderbussGhostFrozenCrit,BlunderbussGhostShipwreckedCrit,BlunderbussGhostHangedCrit,BlunderbussGhostPlaguedCrit,BlunderbussBearElementalCrit,BlunderbussBearCrit,BlunderbussRegurgitatorCrit,BlunderbussSprigganForestCrit,BlunderbussCorruptedEntityCrit,BlunderbussBlightFiendCrit,BlunderbussFrostWolfCrit,BlunderbussEarthWolfCrit,BlunderbussLostCrit,BlunderbussWitheredCrit,BlunderbussDynastyCrit,BlunderbussDunePhantomCrit,BlunderbussDefaultCrit,BlunderbussAENagaCrit,BlunderbussAENagaCrit,BlunderbussSunCrit,HolyShield_Proj,BlunderbussRockNPCCrit,BlunderbussFleshCrit,BlunderbussDefaultCrit
NecroPhlegm,NecroPhlegm,NecroPhlegm,NecroPhlegm,NecroPhlegm,NecroPhlegm,NecroPhlegm,NecroPhlegm,NecroPhlegm,NecroPhlegm,NecroPhlegm,NecroPhlegm,NecroPhlegm,NecroPhlegm,NecroPhlegm,NecroPhlegm,NecroPhlegm,NecroPhlegm,NecroPhlegm,NecroPhlegm,NecroPhlegm,NecroPhlegm,NecroPhlegm,NecroPhlegm,NecroPhlegm,NecroPhlegm,NecroPhlegm,NecroPhlegm,NecroPhlegm,NecroPhlegm,NecroPhlegm,NecroPhlegm,NecroPhlegm,NecroPhlegm,NecroPhlegm,NecroPhlegm,NecroPhlegm,NecroPhlegm
BattleScreech,BattleScreech,BattleScreech,BattleScreech,BattleScreech,BattleScreech,BattleScreech,BattleScreech,BattleScreech,BattleScreech,BattleScreech,BattleScreech,BattleScreech,BattleScreech,BattleScreech,BattleScreech,BattleScreech,BattleScreech,BattleScreech,BattleScreech,BattleScreech,BattleScreech,BattleScreech,BattleScreech,BattleScreech,BattleScreech,BattleScreech,BattleScreech,BattleScreech,BattleScreech,BattleScreech,BattleScreech,BattleScreech,BattleScreech,BattleScreech,BattleScreech,BattleScreech,BattleScreech
Lunge,Lunge,Lunge,Lunge,Lunge,Lunge,Lunge,Lunge,Lunge,Lunge,Lunge,Lunge,Lunge,Lunge,Lunge,Lunge,Lunge,Lunge,Lunge,Lunge,Lunge,Lunge,Lunge,Lunge,Lunge,Lunge,Lunge,Lunge,Lunge,Lunge,Lunge,Lunge,Lunge,Lunge,Lunge,Lunge,Lunge,Lunge
Greatsword,GreatSwordDefault,GreatSwordDefault,GreatSwordFlesh,GreatSwordFleshHead,GreatSwordArmor,GreatSwordArmorHead,GreatSwordDamned,GreatSwordDryad,GreatSwordGhost,GreatSwordTurkey,GreatSwordSkeleton,GreatSwordAncientGuardian,GreatSwordGhostCharred,GreatSwordGhostFrozen,GreatSwordGhostShipwrecked,GreatSwordGhostHanged,GreatSwordGhostPlagued,GreatSwordBearElemental,GreatSwordBear,GreatSwordRegurgitator,GreatSwordForestSpriggan,GreatSwordCorruptedEntity,GreatSwordBlightFiend,GreatSwordFrostWolf,GreatSwordEarthWolf,GreatSwordLost,GreatSwordWithered,GreatSwordDynasty,GreatSwordDunePhantom,GreatSwordDunePhantom,GreatSwordDynastyAENaga,AnubianLocustScarabBody,GreatSwordSun,HolyShield_Proj,GreatSwordRockNPC,GreatSwordArmor,GreatSwordDefault
Greatsword_Heavy,GreatSwordHeavy,GreatSwordHeavy,WarHammerFlesh,WarHammerFleshHead,GreatSwordHeavyArmor,GreatSwordHeavyArmorHead,GreatSwordHeavyDamned,GreatSwordHeavyDryad,GreatSwordHeavyGhost,GreatSwordHeavyTurkey,GreatSwordHeavySkeleton,GreatSwordHeavyAncientGuardian,GreatSwordHeavyGhostCharred,GreatSwordHeavyGhostFrozen,GreatSwordHeavyGhostShipwrecked,GreatSwordHeavyGhostHanged,GreatSwordHeavyGhostPlagued,GreatSwordHeavyBearElemental,GreatSwordBear,GreatSwordHeavyRegurgitator,GreatSwordHeavyForestSpriggan,GreatSwordHeavyCorruptedEntity,GreatSwordHeavyBlightFiend,GreatSwordHeavyFrostWolf,GreatSwordHeavyEarthWolf,GreatSwordHeavyLost,GreatSwordHeavyWithered,GreatSwordHeavyDynasty,GreatSwordHeavyDunePhantom,GreatSwordHeavyDunePhantom,GreatSwordHeavyDynastyAENaga,WarHammerAENaga,GreatSwordHeavySun,HolyShield_Proj,GreatSwordHeavyRockNPC,GreatSwordHeavyArmor,GreatSwordHeavy
Greatsword+Resist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,HolyShield_Proj,GreatSwordResist,GreatSwordResist,GreatSwordResist
Greatsword_Heavy+Resist,GreatSwordHeavyResist,GreatSwordHeavyResist,GreatSwordHeavyResist,GreatSwordHeavyResist,GreatSwordHeavyResist,GreatSwordHeavyResist,GreatSwordHeavyResist,GreatSwordHeavyResist,GreatSwordHeavyResist,GreatSwordHeavyResist,GreatSwordHeavyResist,GreatSwordHeavyResist,GreatSwordHeavyResist,GreatSwordHeavyResist,GreatSwordHeavyResist,GreatSwordHeavyResist,GreatSwordHeavyResist,GreatSwordHeavyResist,GreatSwordHeavyResist,GreatSwordHeavyResist,GreatSwordHeavyResist,GreatSwordHeavyResist,GreatSwordHeavyResist,GreatSwordHeavyResist,GreatSwordHeavyResist,GreatSwordHeavyResist,GreatSwordHeavyResist,GreatSwordHeavyResist,GreatSwordHeavyResist,GreatSwordHeavyResist,GreatSwordHeavyResist,GreatSwordHeavyResist,GreatSwordHeavyResist,HolyShield_Proj,GreatSwordHeavyResist,GreatSwordHeavyResist,GreatSwordHeavyResist
Greatsword_No_Environment,GreatSwordDefault,GreatSwordDefault,GreatSwordFlesh,GreatSwordFleshHead,GreatAxeArmor,GreatSwordArmorHead,GreatSwordDamned,GreatSwordDryad,GreatSwordGhost,GreatSwordTurkey,GreatAxeSkeleton,GreatSwordAncientGuardian,GreatSwordGhostCharred,GreatSwordGhostFrozen,GreatSwordGhostShipwrecked,GreatSwordGhostHanged,GreatSwordGhostPlagued,GreatSwordBearElemental,GreatSwordBear,GreatSwordRegurgitator,GreatSwordForestSpriggan,GreatSwordCorruptedEntity,GreatSwordBlightFiend,GreatSwordFrostWolf,GreatSwordEarthWolf,GreatSwordLost,GreatSwordWithered,GreatSwordDynasty,GreatSwordDunePhantom,AnubianGuardianBruteBody,GreatSwordDynastyAENaga,AnubianLocustScarabBody,GreatSwordSun,HolyShield_Proj,GreatSwordRockNPC,GreatAxeArmor,GreatSwordDefault
Greatsword_No_Environment+Resist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,GreatSwordResist,HolyShield_Proj,GreatSwordResist,GreatSwordResist,GreatSwordResist
Greatsword+Crit,GreatSwordDefaultCrit,GreatSwordDefaultCrit,GreatSwordDefaultCrit,GreatSwordDefaultCrit,GreatSwordDefaultCrit,GreatSwordDefaultCrit,GreatSwordDefaultCrit,GreatSwordDryadCrit,GreatSwordGhostCrit,GreatSwordTurkeyCrit,GreatSwordSkeletonCrit,GreatSwordAncientGuardianCrit,GreatSwordGhostCharredCrit,GreatSwordGhostFrozenCrit,GreatSwordGhostShipwreckedCrit,GreatSwordGhostHangedCrit,GreatSwordGhostPlaguedCrit,GreatSwordBearElementalCrit,GreatSwordBearCrit,GreatSwordRegurgitatorCrit,GreatSwordForestSprigganCrit,GreatSwordCorruptedEntityCrit,GreatSwordBlightFiendCrit,GreatSwordFrostWolfCrit,GreatSwordEarthWolfCrit,GreatSwordLostCrit,GreatSwordWitheredCrit,GreatSwordDynastyCrit,GreatSwordDunePhantomCrit,GreatSwordDefaultCrit,GreatSwordAENagaCrit,GreatSwordAENagaCrit,GreatSwordSunCrit,HolyShield_Proj,GreatSwordRockNPCCrit,GreatSwordDefaultCrit,GreatSwordDefaultCrit
Greatsword_Heavy+Crit,GreatSwordHeavyCrit,GreatSwordHeavyCrit,GreatSwordHeavyCrit,GreatSwordHeavyCrit,GreatSwordHeavyCrit,GreatSwordHeavyCrit,GreatSwordHeavyCrit,GreatSwordHeavyDryadCrit,GreatSwordHeavyGhostCrit,GreatSwordHeavyTurkeyCrit,GreatSwordHeavySkeletonCrit,GreatSwordHeavyAncientGuardianCrit,GreatSwordHeavyGhostCharredCrit,GreatSwordHeavyGhostFrozenCrit,GreatSwordHeavyGhostShipwreckedCrit,GreatSwordHeavyGhostHangedCrit,GreatSwordHeavyGhostPlaguedCrit,GreatSwordHeavyBearElementalCrit,GreatSwordHeavyCrit,GreatSwordHeavyRegurgitatorCrit,GreatSwordHeavyForestSprigganCrit,GreatSwordHeavyCorruptedEntityCrit,GreatSwordHeavyBlightFiendCrit,GreatSwordHeavyFrostWolfCrit,GreatSwordHeavyEarthWolfCrit,GreatSwordHeavyLostCrit,GreatSwordHeavyWitheredCrit,GreatSwordHeavyDynastyCrit,GreatSwordHeavyDunePhantomCrit,GreatSwordHeavyCrit,GreatSwordHeavyAENagaCrit,GreatSwordHeavyAENagaCrit,GreatSwordHeavySunCrit,HolyShield_Proj,GreatSwordHeavyRockNPCCrit,GreatSwordHeavyCrit,GreatSwordHeavyCrit
BileBomb,Heartgem_BileBombDefault,Heartgem_BileBombDefault,Heartgem_BileBombDefault,Heartgem_BileBombDefault,Heartgem_BileBombDefault,Heartgem_BileBombDefault,Heartgem_BileBombDefault,Heartgem_BileBombDefault,Heartgem_BileBombDefault,Heartgem_BileBombDefault,Heartgem_BileBombDefault,Heartgem_BileBombDefault,Heartgem_BileBombDefault,Heartgem_BileBombDefault,Heartgem_BileBombDefault,Heartgem_BileBombDefault,Heartgem_BileBombDefault,Heartgem_BileBombDefault,Heartgem_BileBombDefault,Heartgem_BileBombDefault,Heartgem_BileBombDefault,Heartgem_BileBombDefault,Heartgem_BileBombDefault,Heartgem_BileBombDefault,Heartgem_BileBombDefault,Heartgem_BileBombDefault,Heartgem_BileBombDefault,Heartgem_BileBombDefault,Heartgem_BileBombDefault,Heartgem_BileBombDefault,Heartgem_BileBombDefault,Heartgem_BileBombDefault,Heartgem_BileBombDefault,HolyShield_Proj,Heartgem_BileBombDefault,Heartgem_BileBombDefault,Heartgem_BileBombDefault
BileBomb+Resist,Heartgem_BileBombResist,Heartgem_BileBombResist,Heartgem_BileBombResist,Heartgem_BileBombResist,Heartgem_BileBombResist,Heartgem_BileBombResist,Heartgem_BileBombResist,Heartgem_BileBombResist,Heartgem_BileBombResist,Heartgem_BileBombResist,Heartgem_BileBombResist,Heartgem_BileBombResist,Heartgem_BileBombResist,Heartgem_BileBombResist,Heartgem_BileBombResist,Heartgem_BileBombResist,Heartgem_BileBombResist,Heartgem_BileBombResist,Heartgem_BileBombResist,Heartgem_BileBombResist,Heartgem_BileBombResist,Heartgem_BileBombResist,Heartgem_BileBombResist,Heartgem_BileBombResist,Heartgem_BileBombResist,Heartgem_BileBombResist,Heartgem_BileBombResist,Heartgem_BileBombResist,Heartgem_BileBombResist,Heartgem_BileBombResist,Heartgem_BileBombResist,Heartgem_BileBombResist,Heartgem_BileBombResist,HolyShield_Proj,Heartgem_BileBombResist,Heartgem_BileBombResist,Heartgem_BileBombResist
