LootTableID,AND/OR,RollBonusSetting,Conditions,ConditionOverridesRoll,TriggerLimitOnVisit,UseLevelGS,HWMMult,ChanceToExceedIndex,GSBonus,MaxRoll,IgnoreHWMGS,LootBiasingEnabled,LootBiasingChanceOverride,Item1,GearScoreRange1,PerkBucketOverrides1,Item2,GearScoreRange2,PerkBucketOverrides2,Item3,GearScoreRange3,PerkOverrides3,Item4,GearScoreRange4,PerkOverrides4,Item5,GearScoreRange5,PerkOverrides5,Item6,GearScoreRange6,PerkOverrides6,Item7,GearScoreRange7,PerkOverrides7,Item8,GearScoreRange8,PerkOverrides8,Item9,GearScoreRange9,PerkOverrides9,Item10,GearScoreRange10,PerkOverrides10,Item11,GearScoreRange11,PerkOverrides11,Item12,GearScoreRange12,PerkOverrides12,Item13,GearScoreRange13,PerkOverrides13,Item14,GearScoreRange14,PerkOverrides14,Item15,GearScoreRange15,PerkOverrides15,Item16,GearScoreRange16,PerkOverrides16,Item17,GearScoreRange17,PerkOverrides17,Item18,GearScoreRange18,PerkOverrides18,Item19,GearScoreRange19,PerkOverrides19,Item20,GearScoreRange20,PerkOverrides20,Item21,GearScoreRange21,PerkOverrides21,Item22,GearScoreRange22,PerkOverrides22,Item23,GearScoreRange23,PerkOverrides23,Item24,GearScoreRange24,PerkOverrides24,Item25,GearScoreRange25,PerkOverrides25,Item26,GearScoreRange26,PerkOverrides26,Item27,GearScoreRange27,PerkOverrides27,Item28,GearScoreRange28,PerkOverrides28,Item29,GearScoreRange29,PerkOverrides29,Item30,GearScoreRange30,PerkOverrides30,Item31,GearScoreRange31,PerkOverrides31,Item32,GearScoreRange32,PerkOverrides32,Item33,GearScoreRange33,PerkOverrides33
IronwoodTreeMedium,AND,AddToRoll,,,,,,,,,,,,WoodT5,,,[LTID]IronwoodLoggingResources,,,[LTID]IronwoodLoggingResourcesT51,,,[LTID]BagofEarthGifts_Roll,,,[LTID]Loot_ToolMotes,,,[LTID]SE_Music_Ironwood_Loot,,,Gatherable_Research_Abnormal_Wood_T4,,,[LTID]PvPResourceGathering,,,[LTID]S8Grant_GatheringMcGuffins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IronwoodTreeMedium_Qty,,,,,,,,,,,,,,18-24,,,1,,,1,,,1,,,2,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IronwoodTreeMedium_Probs,,,,,,,,,,100000,,,,0,,,101800,,,101800,,,0,,,0,,,0,,,101000,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IronwoodTreeLarge,AND,AddToRoll,,,,,,,,,,,,WoodT5,,,[LTID]IronwoodLoggingResources,,,[LTID]IronwoodLoggingResourcesT51,,,[LTID]BagofEarthGifts_Roll,,,[LTID]Loot_ToolMotes,,,[LTID]SE_Music_Ironwood_Loot,,,Gatherable_Research_Abnormal_Wood_T4,,,[LTID]PvPResourceGathering,,,[LTID]S8Grant_GatheringMcGuffins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IronwoodTreeLarge_Qty,,,,,,,,,,,,,,25-32,,,1,,,1,,,1,,,3,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IronwoodTreeLarge_Probs,,,,,,,,,,100000,,,,0,,,101800,,,101800,,,0,,,0,,,0,,,101000,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IronwoodTreeHuge,AND,AddToRoll,,,,,,,,,,,,WoodT5,,,[LTID]IronwoodLoggingResources,,,[LTID]IronwoodLoggingResourcesT51,,,[LTID]BagofEarthGifts_Roll,,,[LTID]Loot_ToolMotes,,,[LTID]SE_Music_Ironwood_Loot,,,Gatherable_Research_Abnormal_Wood_T4,,,[LTID]PvPResourceGathering,,,[LTID]S8Grant_GatheringMcGuffins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IronwoodTreeHuge_Qty,,,,,,,,,,,,,,33-40,,,1,,,1,,,1,,,3,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IronwoodTreeHuge_Probs,,,,,,,,,,100000,,,,0,,,101800,,,101800,,,0,,,0,,,0,,,101000,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CactusTiny,AND,AddToRoll,,,,,,,,,,,,CactusFleshT1,,,WaterT1,,,[LTID]CactusLoggingResources,,,[LTID]Loot_ToolMotes,,,[LTID]BagofEarthGifts_Roll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CactusTiny_Qty,,,,,,,,,,,,,,1,,,0-1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CactusTiny_Probs,,,,,,,,,,100000,,,,0,,,0,,,101000,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CactusSmall,AND,AddToRoll,,,,,,,,,,,,CactusFleshT1,,,WaterT1,,,[LTID]Loot_ToolMotes,,,[LTID]BagofEarthGifts_Roll,,,[LTID]PvPResourceGathering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CactusSmall_Qty,,,,,,,,,,,,,,1-2,,,1-2,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CactusSmall_Probs,,,,,,,,,,100000,,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CactusMedium,AND,AddToRoll,,,,,,,,,,,,CactusFleshT1,,,WaterT1,,,[LTID]Loot_ToolMotes,,,[LTID]BagofEarthGifts_Roll,,,[LTID]PvPResourceGathering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CactusMedium_Qty,,,,,,,,,,,,,,1-3,,,3-5,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CactusMedium_Probs,,,,,,,,,,100000,,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CactusLarge,AND,AddToRoll,,,,,,,,,,,,CactusFleshT1,,,WaterT1,,,[LTID]Loot_ToolMotes,,,[LTID]BagofEarthGifts_Roll,,,[LTID]PvPResourceGathering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CactusLarge_Qty,,,,,,,,,,,,,,2-3,,,10-16,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CactusLarge_Probs,,,,,,,,,,100000,,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CactusHuge,AND,AddToRoll,,,,,,,,,,,,CactusFleshT1,,,WaterT1,,,[LTID]Loot_ToolMotes,,,[LTID]BagofEarthGifts_Roll,,,[LTID]PvPResourceGathering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CactusHuge_Qty,,,,,,,,,,,,,,2-4,,,17-25,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CactusHuge_Probs,,,,,,,,,,100000,,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MycodendraTiny,AND,AddToRoll,,,,,,,,,,,,MycodendraFleshT1,,,WaterT1,,,[LTID]MycodendraLoggingResources,,,[LTID]Loot_ToolMotes,,,[LTID]BagofEarthGifts_Roll,,,[LTID]PvPResourceGathering,,,[LTID]S8Grant_GatheringMcGuffins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MycodendraTiny_Qty,,,,,,,,,,,,,,6-10,,,0-1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MycodendraTiny_Probs,,,,,,,,,,100000,,,,0,,,0,,,101000,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MycodendraSmall,AND,AddToRoll,,,,,,,,,,,,MycodendraFleshT1,,,WaterT1,,,[LTID]MycodendraLoggingResources,,,[LTID]Loot_ToolMotes,,,[LTID]BagofEarthGifts_Roll,,,[LTID]PvPResourceGathering,,,[LTID]S8Grant_GatheringMcGuffins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MycodendraSmall_Qty,,,,,,,,,,,,,,11-17,,,0-1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MycodendraSmall_Probs,,,,,,,,,,100000,,,,0,,,0,,,101000,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MycodendraMedium,AND,AddToRoll,,,,,,,,,,,,MycodendraFleshT1,,,WaterT1,,,[LTID]MycodendraLoggingResources,,,[LTID]Loot_ToolMotes,,,[LTID]BagofEarthGifts_Roll,,,[LTID]PvPResourceGathering,,,[LTID]S8Grant_GatheringMcGuffins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MycodendraMedium_Qty,,,,,,,,,,,,,,18-24,,,0-1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MycodendraMedium_Probs,,,,,,,,,,100000,,,,0,,,0,,,101000,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MycodendraLarge,AND,AddToRoll,,,,,,,,,,,,MycodendraFleshT1,,,WaterT1,,,[LTID]MycodendraLoggingResources,,,[LTID]Loot_ToolMotes,,,[LTID]BagofEarthGifts_Roll,,,[LTID]PvPResourceGathering,,,[LTID]S8Grant_GatheringMcGuffins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MycodendraLarge_Qty,,,,,,,,,,,,,,25-32,,,0-1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MycodendraLarge_Probs,,,,,,,,,,100000,,,,0,,,0,,,101000,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MycodendraHuge,AND,AddToRoll,,,,,,,,,,,,MycodendraFleshT1,,,WaterT1,,,[LTID]MycodendraLoggingResources,,,[LTID]Loot_ToolMotes,,,[LTID]BagofEarthGifts_Roll,,,[LTID]PvPResourceGathering,,,[LTID]S8Grant_GatheringMcGuffins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MycodendraHuge_Qty,,,,,,,,,,,,,,33-40,,,0-1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MycodendraHuge_Probs,,,,,,,,,,100000,,,,0,,,0,,,101000,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RunewoodTreeTiny,AND,AddToRoll,,,,,,,,,,,,WoodT52,,,[LTID]IronwoodLoggingResources,,,[LTID]IronwoodLoggingResourcesT51,,,[LTID]BagofEarthGifts_Roll,,,[LTID]Loot_ToolMotes,,,[LTID]SE_Music_Ironwood_Loot,,,Gatherable_Research_Bizzare_Wood_T5,,,[LTID]PvPResourceGathering,,,[LTID]S8Grant_GatheringMcGuffins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RunewoodTreeTiny_Qty,,,,,,,,,,,,,,6-10,,,1,,,1,,,1,,,2,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RunewoodTreeTiny_Probs,,,,,,,,,,100000,,,,0,,,101800,,,101800,,,0,,,0,,,0,,,110000,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RunewoodTreeSmall,AND,AddToRoll,,,,,,,,,,,,WoodT52,,,[LTID]IronwoodLoggingResources,,,[LTID]IronwoodLoggingResourcesT51,,,[LTID]BagofEarthGifts_Roll,,,[LTID]Loot_ToolMotes,,,[LTID]SE_Music_Ironwood_Loot,,,Gatherable_Research_Bizzare_Wood_T5,,,[LTID]PvPResourceGathering,,,[LTID]S8Grant_GatheringMcGuffins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RunewoodTreeSmall_Qty,,,,,,,,,,,,,,11-17,,,1,,,1,,,1,,,2,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RunewoodTreeSmall_Probs,,,,,,,,,,100000,,,,0,,,101800,,,101800,,,0,,,0,,,0,,,110000,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RunewoodTreeMedium,AND,AddToRoll,,,,,,,,,,,,WoodT52,,,[LTID]IronwoodLoggingResources,,,[LTID]IronwoodLoggingResourcesT51,,,[LTID]BagofEarthGifts_Roll,,,[LTID]Loot_ToolMotes,,,[LTID]SE_Music_Ironwood_Loot,,,Gatherable_Research_Bizzare_Wood_T5,,,[LTID]PvPResourceGathering,,,[LTID]S8Grant_GatheringMcGuffins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RunewoodTreeMedium_Qty,,,,,,,,,,,,,,18-24,,,1,,,1,,,1,,,2,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RunewoodTreeMedium_Probs,,,,,,,,,,100000,,,,0,,,101800,,,101800,,,0,,,0,,,0,,,110000,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RunewoodTreeLarge,AND,AddToRoll,,,,,,,,,,,,WoodT52,,,[LTID]IronwoodLoggingResources,,,[LTID]IronwoodLoggingResourcesT51,,,[LTID]BagofEarthGifts_Roll,,,[LTID]Loot_ToolMotes,,,[LTID]SE_Music_Ironwood_Loot,,,Gatherable_Research_Bizzare_Wood_T5,,,[LTID]PvPResourceGathering,,,[LTID]S8Grant_GatheringMcGuffins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RunewoodTreeLarge_Qty,,,,,,,,,,,,,,25-32,,,1,,,1,,,1,,,3,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RunewoodTreeLarge_Probs,,,,,,,,,,100000,,,,0,,,101800,,,101800,,,0,,,0,,,0,,,110000,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RunewoodTreeHuge,AND,AddToRoll,,,,,,,,,,,,WoodT52,,,[LTID]IronwoodLoggingResources,,,[LTID]IronwoodLoggingResourcesT51,,,[LTID]BagofEarthGifts_Roll,,,[LTID]Loot_ToolMotes,,,[LTID]SE_Music_Ironwood_Loot,,,Gatherable_Research_Bizzare_Wood_T5,,,[LTID]PvPResourceGathering,,,[LTID]S8Grant_GatheringMcGuffins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RunewoodTreeHuge_Qty,,,,,,,,,,,,,,33-40,,,1,,,1,,,1,,,3,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RunewoodTreeHuge_Probs,,,,,,,,,,100000,,,,0,,,101800,,,101800,,,0,,,0,,,0,,,110000,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LoggingResources,OR,AddToRoll,,,,,,,,,,,,[LTID]Sap,,,[LTID]Resin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LoggingResources_Qty,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LoggingResources_Probs,,,,,,,,,,100000,,,,85000,,,85000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LoggingResourcesT31,OR,AddToRoll,,,,,,,,,,,,PetrifiedWoodT1,,,PetrifiedWoodT1,,,PetrifiedWoodT1,,,WhisperwoodT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LoggingResourcesT31_Qty,,,,,,,,,,,,,,2-4,,,2-4,,,2-4,,,2-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LoggingResourcesT31_Probs,,,,,,,,,,100000,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WyrdwoodLoggingResources,OR,AddToRoll,,,,,,,,,,,,WyrdwoodSapT1,,,WyrdwoodResinT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WyrdwoodLoggingResources_Qty,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WyrdwoodLoggingResources_Probs,,,,,,,,,,100000,,,,85000,,,85000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WyrdwoodLoggingResourcesT41,OR,AddToRoll,,,,,,,,,,,,WhisperwoodT1,,,EbonwoodT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WyrdwoodLoggingResourcesT41_Qty,,,,,,,,,,,,,,2-4,,,2-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WyrdwoodLoggingResourcesT41_Probs,,,,,,,,,,100000,,,,0,,,32000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IronwoodLoggingResources,OR,AddToRoll,,,,,,,,,,,,[LTID]IronwoodSap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IronwoodLoggingResources_Qty,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IronwoodLoggingResources_Probs,,,,,,,,,,100000,,,,85000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IronwoodLoggingResourcesT51,OR,AddToRoll,,,,,,,,,,,,WildwoodT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IronwoodLoggingResourcesT51_Qty,,,,,,,,,,,,,,7-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IronwoodLoggingResourcesT51_Probs,,,,,,,,,,100000,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sap,OR,AddToRoll,,,,,,,,,,,,SapT1,,,SapT2,,,SapT3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sap_Qty,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sap_Probs,,,,,,,,,,100000,,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IronwoodSap,OR,AddToRoll,,,,,,,,,,,,IronwoodSapT3,,,IronwoodResinT2,,,IronwoodResinT1,,,IronwoodSapT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IronwoodSap_Qty,,,,,,,,,,,,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IronwoodSap_Probs,,,,,,,,,,100000,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Resin,OR,AddToRoll,,,,,,,,,,,,ResinT1,,,ResinT2,,,ResinT3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Resin_Qty,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Resin_Probs,,,,,,,,,,100000,,,,0,,,55000,,,90000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CactusLoggingResources,OR,AddToRoll,,,,,,,,,,,,[LTID]Sap,,,[LTID]Resin,,,PetrifiedWoodT1,,,WhisperwoodT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
