LootTableID,AND/OR,RollBonusSetting,Conditions,ConditionOverridesRoll,UseLevelGS,HWMMult,ChanceToExceedIndex,GSBonus,MaxRoll,Item1,GearScoreRange1,PerkBucketOverrides1,Item2,GearScoreRange2,PerkBucketOverrides2,Item3,GearScoreRange3,PerkOverrides3,Item4,GearScoreRange4,PerkOverrides4,Item5,GearScoreRange5,PerkOverrides5,Item6,GearScoreRange6,PerkOverrides6,Item7,GearScoreRange7,PerkOverrides7,Item8,GearScoreRange8,PerkOverrides8,Item9,GearScoreRange9,PerkOverrides9,Item10,GearScoreRange10,PerkOverrides10,Item11,GearScoreRange11,PerkOverrides11,Item12,GearScoreRange12,PerkOverrides12,Item13,GearScoreRange13,PerkOverrides13,Item14,GearScoreRange14,PerkOverrides14,Item15,GearScoreRange15,PerkOverrides15,Item16,GearScoreRange16,PerkOverrides16,Item17,GearScoreRange17,PerkOverrides17,Item18,GearScoreRange18,PerkOverrides18,Item19,GearScoreRange19,PerkOverrides19,Item20,GearScoreRange20,PerkOverrides20,Item21,GearScoreRange21,PerkOverrides21,Item22,GearScoreRange22,PerkOverrides22,Item23,GearScoreRange23,PerkOverrides23,Item24,GearScoreRange24,PerkOverrides24,Item25,GearScoreRange25,PerkOverrides25,Item26,GearScoreRange26,PerkOverrides26,Item27,GearScoreRange27,PerkOverrides27,Item28,GearScoreRange28,PerkOverrides28,Item29,GearScoreRange29,PerkOverrides29,Item30,GearScoreRange30,PerkOverrides30,Item31,GearScoreRange31,PerkOverrides31,Item32,GearScoreRange32,PerkOverrides32,Item33,GearScoreRange33,PerkOverrides33
OmegaArmorSageTrinket_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSentry,AND,AddToRoll,,,,,,,,Omega_Box_Armor_Sentry_Heavy,,,Omega_Box_Armor_Sentry_Medium,,,Omega_Box_Armor_Sentry_Light,,,Omega_Box_Armor_Sentry_Trinket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSentry_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSentry_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSentryHeavy,AND,AddToRoll,,,,,,,,Omega_HeavyHead_Sentry,,,Omega_HeavyChest_Sentry,,,Omega_HeavyHands_Sentry,,,Omega_HeavyLegs_Sentry,,,Omega_HeavyFeet_Sentry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSentryHeavy_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSentryHeavy_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSentryMedium,AND,AddToRoll,,,,,,,,Omega_MediumHead_Sentry,,,Omega_MediumChest_Sentry,,,Omega_MediumHands_Sentry,,,Omega_MediumLegs_Sentry,,,Omega_MediumFeet_Sentry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSentryMedium_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSentryMedium_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSentryLight,AND,AddToRoll,,,,,,,,Omega_LightHead_Sentry,,,Omega_LightChest_Sentry,,,Omega_LightHands_Sentry,,,Omega_LightLegs_Sentry,,,Omega_LightFeet_Sentry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSentryLight_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSentryLight_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSentryTrinket,AND,AddToRoll,,,,,,,,Omega_Earring_Sentry,,,Omega_Amulet_Sentry,,,Omega_Ring_Sentry_1,,,Omega_Ring_Sentry_2,,,Omega_Ring_Sentry_3,,,Omega_Ring_Sentry_4,,,Omega_Ring_Sentry_5,,,Omega_Ring_Sentry_6,,,Omega_Ring_Sentry_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSentryTrinket_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSentryTrinket_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaWeaponsPVP,AND,AddToRoll,,,,,,,,Omega_Longsword_PVP,,,Omega_Hatchet_PVP,,,Omega_Warhammer_PVP,,,Omega_Greataxe_PVP,,,Omega_Bow_PVP,,,Omega_Musket_PVP,,,Omega_ShieldRound_PVP,,,Omega_ShieldKite_PVP,,,Omega_ShieldTower_PVP,,,Omega_StaffFire_PVP,,,Omega_StaffLife_PVP,,,Omega_Spear_PVP,,,Omega_Rapier_PVP,,,Omega_GauntletIce_PVP,,,Omega_GauntletVoid_PVP,,,ArrowT5,,,ShotT5,,,Omega_Blunderbuss_PVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaWeaponsPVP_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1000,,,1000,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaWeaponsPVP_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSoldierPVP,AND,AddToRoll,,,,,,,,Omega_Box_Armor_Soldier_PVP_Heavy,,,Omega_Box_Armor_Soldier_PVP_Medium,,,Omega_Box_Armor_Soldier_PVP_Light,,,Omega_Box_Armor_Soldier_PVP_Trinket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSoldierPVP_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSoldierPVP_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSoldierPVPHeavy,AND,AddToRoll,,,,,,,,Omega_HeavyHead_Soldier_PVP,,,Omega_HeavyChest_Soldier_PVP,,,Omega_HeavyHands_Soldier_PVP,,,Omega_HeavyLegs_Soldier_PVP,,,Omega_HeavyFeet_Soldier_PVP,,,Omega_Box_Armor_Soldier_PVP_Heavy_Ability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSoldierPVPHeavy_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSoldierPVPHeavy_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSoldierPVPMedium,AND,AddToRoll,,,,,,,,Omega_MediumHead_Soldier_PVP,,,Omega_MediumChest_Soldier_PVP,,,Omega_MediumHands_Soldier_PVP,,,Omega_MediumLegs_Soldier_PVP,,,Omega_MediumFeet_Soldier_PVP,,,Omega_Box_Armor_Soldier_PVP_Medium_Ability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSoldierPVPMedium_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSoldierPVPMedium_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSoldierPVPLight,AND,AddToRoll,,,,,,,,Omega_LightHead_Soldier_PVP,,,Omega_LightChest_Soldier_PVP,,,Omega_LightHands_Soldier_PVP,,,Omega_LightLegs_Soldier_PVP,,,Omega_LightFeet_Soldier_PVP,,,Omega_Box_Armor_Soldier_PVP_Light_Ability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSoldierPVPLight_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSoldierPVPLight_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSoldierPVPHeavyAbility,AND,AddToRoll,,,,,,,,Omega_HeavyHead_Soldier_PVP_A1,,,Omega_HeavyHead_Soldier_PVP_A2,,,Omega_HeavyHead_Soldier_PVP_A3,,,Omega_HeavyHead_Soldier_PVP_A4,,,Omega_HeavyHead_Soldier_PVP_A5,,,Omega_HeavyHands_Soldier_PVP_A1,,,Omega_HeavyHands_Soldier_PVP_A2,,,Omega_HeavyHands_Soldier_PVP_A3,,,Omega_HeavyHands_Soldier_PVP_A4,,,Omega_HeavyHands_Soldier_PVP_A5,,,Omega_HeavyFeet_Soldier_PVP_A1,,,Omega_HeavyFeet_Soldier_PVP_A2,,,Omega_HeavyFeet_Soldier_PVP_A3,,,Omega_HeavyFeet_Soldier_PVP_A4,,,Omega_HeavyFeet_Soldier_PVP_A5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSoldierPVPHeavyAbility_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSoldierPVPHeavyAbility_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSoldierPVPMediumAbility,AND,AddToRoll,,,,,,,,Omega_MediumHead_Soldier_PVP_A1,,,Omega_MediumHead_Soldier_PVP_A2,,,Omega_MediumHead_Soldier_PVP_A3,,,Omega_MediumHead_Soldier_PVP_A4,,,Omega_MediumHead_Soldier_PVP_A5,,,Omega_MediumHands_Soldier_PVP_A1,,,Omega_MediumHands_Soldier_PVP_A2,,,Omega_MediumHands_Soldier_PVP_A3,,,Omega_MediumHands_Soldier_PVP_A4,,,Omega_MediumHands_Soldier_PVP_A5,,,Omega_MediumFeet_Soldier_PVP_A1,,,Omega_MediumFeet_Soldier_PVP_A2,,,Omega_MediumFeet_Soldier_PVP_A3,,,Omega_MediumFeet_Soldier_PVP_A4,,,Omega_MediumFeet_Soldier_PVP_A5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSoldierPVPMediumAbility_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSoldierPVPMediumAbility_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSoldierPVPLightAbility,AND,AddToRoll,,,,,,,,Omega_LightHead_Soldier_PVP_A1,,,Omega_LightHead_Soldier_PVP_A2,,,Omega_LightHead_Soldier_PVP_A3,,,Omega_LightHead_Soldier_PVP_A4,,,Omega_LightHead_Soldier_PVP_A5,,,Omega_LightHands_Soldier_PVP_A1,,,Omega_LightHands_Soldier_PVP_A2,,,Omega_LightHands_Soldier_PVP_A3,,,Omega_LightHands_Soldier_PVP_A4,,,Omega_LightHands_Soldier_PVP_A5,,,Omega_LightFeet_Soldier_PVP_A1,,,Omega_LightFeet_Soldier_PVP_A2,,,Omega_LightFeet_Soldier_PVP_A3,,,Omega_LightFeet_Soldier_PVP_A4,,,Omega_LightFeet_Soldier_PVP_A5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSoldierPVPLightAbility_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSoldierPVPLightAbility_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSoldierPVPTrinket,AND,AddToRoll,,,,,,,,Omega_Earring_Soldier_PVP,,,Omega_Amulet_Soldier_PVP,,,Omega_Ring_Soldier_PVP_1,,,Omega_Ring_Soldier_PVP_2,,,Omega_Ring_Soldier_PVP_3,,,Omega_Amulet_Sentry_PVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSoldierPVPTrinket_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSoldierPVPTrinket_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorRangerPVP,AND,AddToRoll,,,,,,,,Omega_Box_Armor_Ranger_PVP_Heavy,,,Omega_Box_Armor_Ranger_PVP_Medium,,,Omega_Box_Armor_Ranger_PVP_Light,,,Omega_Box_Armor_Ranger_PVP_Trinket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorRangerPVP_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorRangerPVP_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorRangerPVPHeavy,AND,AddToRoll,,,,,,,,Omega_HeavyHead_Ranger_PVP,,,Omega_HeavyChest_Ranger_PVP,,,Omega_HeavyHands_Ranger_PVP,,,Omega_HeavyLegs_Ranger_PVP,,,Omega_HeavyFeet_Ranger_PVP,,,Omega_Box_Armor_Ranger_PVP_Heavy_Ability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorRangerPVPHeavy_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorRangerPVPHeavy_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorRangerPVPMedium,AND,AddToRoll,,,,,,,,Omega_MediumHead_Ranger_PVP,,,Omega_MediumChest_Ranger_PVP,,,Omega_MediumHands_Ranger_PVP,,,Omega_MediumLegs_Ranger_PVP,,,Omega_MediumFeet_Ranger_PVP,,,Omega_Box_Armor_Ranger_PVP_Medium_Ability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorRangerPVPMedium_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorRangerPVPMedium_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorRangerPVPLight,AND,AddToRoll,,,,,,,,Omega_LightHead_Ranger_PVP,,,Omega_LightChest_Ranger_PVP,,,Omega_LightHands_Ranger_PVP,,,Omega_LightLegs_Ranger_PVP,,,Omega_LightFeet_Ranger_PVP,,,Omega_Box_Armor_Ranger_PVP_Light_Ability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorRangerPVPLight_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorRangerPVPLight_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorRangerPVPHeavyAbility,AND,AddToRoll,,,,,,,,Omega_HeavyHead_Ranger_PVP_A1,,,Omega_HeavyHead_Ranger_PVP_A2,,,Omega_HeavyHead_Ranger_PVP_A3,,,Omega_HeavyHead_Ranger_PVP_A4,,,Omega_HeavyHands_Ranger_PVP_A1,,,Omega_HeavyHands_Ranger_PVP_A2,,,Omega_HeavyHands_Ranger_PVP_A3,,,Omega_HeavyHands_Ranger_PVP_A4,,,Omega_HeavyFeet_Ranger_PVP_A1,,,Omega_HeavyFeet_Ranger_PVP_A2,,,Omega_HeavyFeet_Ranger_PVP_A3,,,Omega_HeavyFeet_Ranger_PVP_A4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorRangerPVPHeavyAbility_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorRangerPVPHeavyAbility_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorRangerPVPMediumAbility,AND,AddToRoll,,,,,,,,Omega_MediumHead_Ranger_PVP_A1,,,Omega_MediumHead_Ranger_PVP_A2,,,Omega_MediumHead_Ranger_PVP_A3,,,Omega_MediumHead_Ranger_PVP_A4,,,Omega_MediumHands_Ranger_PVP_A1,,,Omega_MediumHands_Ranger_PVP_A2,,,Omega_MediumHands_Ranger_PVP_A3,,,Omega_MediumHands_Ranger_PVP_A4,,,Omega_MediumFeet_Ranger_PVP_A1,,,Omega_MediumFeet_Ranger_PVP_A2,,,Omega_MediumFeet_Ranger_PVP_A3,,,Omega_MediumFeet_Ranger_PVP_A4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorRangerPVPMediumAbility_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorRangerPVPMediumAbility_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorRangerPVPLightAbility,AND,AddToRoll,,,,,,,,Omega_LightHead_Ranger_PVP_A1,,,Omega_LightHead_Ranger_PVP_A2,,,Omega_LightHead_Ranger_PVP_A3,,,Omega_LightHead_Ranger_PVP_A4,,,Omega_LightHands_Ranger_PVP_A1,,,Omega_LightHands_Ranger_PVP_A2,,,Omega_LightHands_Ranger_PVP_A3,,,Omega_LightHands_Ranger_PVP_A4,,,Omega_LightFeet_Ranger_PVP_A1,,,Omega_LightFeet_Ranger_PVP_A2,,,Omega_LightFeet_Ranger_PVP_A3,,,Omega_LightFeet_Ranger_PVP_A4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorRangerPVPLightAbility_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorRangerPVPLightAbility_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorRangerPVPTrinket,AND,AddToRoll,,,,,,,,Omega_Earring_Ranger_PVP,,,Omega_Amulet_Ranger_PVP,,,Omega_Ring_Ranger_PVP_1,,,Omega_Ring_Ranger_PVP_2,,,Omega_Ring_Ranger_PVP_3,,,Omega_Amulet_Sentry_PVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorRangerPVPTrinket_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorRangerPVPTrinket_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorScholarPVP,AND,AddToRoll,,,,,,,,Omega_Box_Armor_Scholar_PVP_Heavy,,,Omega_Box_Armor_Scholar_PVP_Medium,,,Omega_Box_Armor_Scholar_PVP_Light,,,Omega_Box_Armor_Scholar_PVP_Trinket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorScholarPVP_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorScholarPVP_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
