RecipeID,FirstCraftAchievementId,RecipeNameOverride,CraftingCategory,CraftingGroup,AdditionalFilterText,RecipeTags,DisplayIngredients,bKnownByDefault,bListedByDefault,CraftAll,IsRefining,IsProcedural,MaxPerkItemsAllowed,PerkItemsBucketPush,ExpertiseBumpChanceOverride,IsExpertiseBasedGS,HWMProgressionID,IsTemporary,CraftingFee,UseCraftingTax,Tradeskill,RecipeLevel,StationType1,StationType2,StationType3,StationType4,CraftingTime,OutputQty,ItemID,SkipGrantItems,SkipGrantItemsDesc,SkipGrantItemsTitle,SkipGrantItemsBody,BaseGearScore,BaseTier,ProceduralTierID1,ProceduralTierID2,ProceduralTierID3,ProceduralTierID4,ProceduralTierID5,RequiredAchievementID,UnlockedAchievementID,UnlockedAchievementBlocksRecrafting,Ingredient1,Type1,Ingredient2,Type2,Ingredient3,Type3,Ingredient4,Type4,Ingredient5,Type5,Ingredient6,Type6,Ingredient7,Type7,Qty1,Qty2,Qty3,Qty4,Qty5,Qty6,Qty7,GameEventID,Game Event Validation,CooldownSeconds,CooldownQuantity,GearScoreBonus,GearScoreReduction,BonusItemChance,BonusItemChanceIncrease,BonusItemChanceDecrease,AttributeCost,PerkCost,GemSlotCost,RequiredExpansion
EbonwoodT1,FC_EbonwoodT1,,RefinedResources,Conversion3,@Wood_CategoryName,,,true,true,true,true,false,,,,,,false,7,0,Woodworking,100,carpentry2,,,,1,1,EbonwoodT1,,,,,,,,,,,,,,,WoodT4,Item,,,,,,,,,,,,,150,,,,,,,Craft_WoodworkingT3,true,86400,10,,,-0.07,"0.25,0.5,0.75,4","-0.05,-0.1,-0.15,-0.2,-0.28",,,,
TimberT2_Down,,@TimberT2_Down_Name,ResourceDowngrade,Planks,@Wood_CategoryName,,,true,true,true,true,true,,,,,,false,1,0,Woodworking,10,carpentry2,,,,1,2,,,,,,,3,,,TimberT2,,,,,,TimberT3,Item,SolventT5,Item,,,,,,,,,,,2,3,,,,,,,true,,,,,-1,,,,,,
TimberT3_Down,,@TimberT3_Down_Name,ResourceDowngrade,Planks,@Wood_CategoryName,,,true,true,true,true,true,,,,,,false,4,0,Woodworking,20,carpentry2,,,,1,2,,,,,,,4,,,,TimberT3,,,,,TimberT4,Item,SolventT5,Item,,,,,,,,,,,2,3,,,,,,,true,,,,,-1,,,,,,
TimberT4_Down,,@TimberT4_Down_Name,ResourceDowngrade,Planks,@Wood_CategoryName,,,true,true,true,true,true,,,,,,false,7,0,Woodworking,30,carpentry2,,,,1,2,,,,,,,5,,,,,TimberT4,,,,TimberT5,Item,SolventT5,Item,,,,,,,,,,,2,3,,,,,,,true,,,,,-1,,,,,,
WildwoodT1,FC_WildwoodT1,,RefinedResources,Conversion3,@Wood_CategoryName,,,true,true,true,true,false,,,,,,false,20,0,Woodworking,200,carpentry2,,,,1,1,WildwoodT1,,,,,,,,,,,,,,,WoodT5,Item,,,,,,,,,,,,,250,,,,,,,Craft_WoodworkingT3,,86400,10,,,,,,,,,
BarbvineT1,FC_BarbvineT1,,RefinedResources,Conversion3,@Wood_CategoryName,,,true,true,true,true,false,,,,,,false,20,0,Woodworking,200,carpentry2,,,,1,1,BarbvineT1,,,,,,,,,,,,,,,WoodT5,Item,,,,,,,,,,,,,250,,,,,,,Craft_WoodworkingT3,,86400,10,,,,,,,,,
Stonecutting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,
BlockT2,FC_BlockT2,,CutStone,Blocks,,,,true,true,true,true,false,,,,,,false,1,0,Stonecutting,0,masonry2,,,,1,1,BlockT2,,,,,,,,,,,,,,,StoneT1,Item,,,,,,,,,,,,,4,,,,,,,Craft_StonecuttingT2,true,,,,,0,"0.25,0.5,0.75,1","-0.05,-0.1,-0.15,-0.2,-0.25",,,,
BlockT3,FC_BlockT3,,CutStone,Blocks,,,,true,true,true,true,false,,,,,,false,4,0,Stonecutting,50,masonry2,,,,1,1,BlockT3,,,,,,,,,,,,,,,BlockT2,Item,Sandpaper,Category_Only,,,,,,,,,,,4,1,,,,,,Craft_StonecuttingT3,true,,,,,-0.02,"0,0.5,0.75,1","-0.05,-0.1,-0.15,-0.2,-0.25",,,,
BlockT4,FC_BlockT4,,CutStone,Blocks,,,,true,true,true,true,false,,,,,,false,7,0,Stonecutting,100,masonry2,,,,1,1,BlockT4,,,,,,,,,,,,,,,StoneT4,Item,BlockT3,Item,Sandpaper,Category_Only,,,,,,,,,6,2,1,,,,,Craft_StonecuttingT4,true,,,,,-0.05,"0.25,0.5,0.75,1","-0.05,-0.1,-0.15,-0.2,-0.25",,,,
BlockT5,FC_BlockT5,,CutStone,Blocks,,,,true,true,true,true,false,,,,,,false,13,0,Stonecutting,150,masonry2,,,,1,1,BlockT5,,,,,,,,,,,,,,,BlockT4,Item,StoneT4,Item,Sandpaper,Category_Only,Lodestone,Category_Only,,,,,,,8,2,1,1,,,,Craft_StonecuttingT5,true,,,,,-0.07,"0.25,0.5,0.75,1","-0.05,-0.1,-0.15,-0.2,-0.25",,,,
BlockT51,FC_BlockT51,,CutStone,Blocks,,,,true,true,true,true,false,,,,,,false,19,0,Stonecutting,200,masonry2,,,,1,1,BlockT51,,,,,,,,,,,,,,,BlockT5,Item,SandpaperT5,Item,Lodestone,Category_Only,,,,,,,,,5,1,1,,,,,Craft_StonecuttingT51,true,86400,10,,,-0.25,0,0,,,,
SandT4,FC_SandT4,,RefinedResources,Blocks,,,,true,true,true,true,false,,,,,,false,19,0,Stonecutting,150,masonry2,,,,1,1,SandT4,,,,,,,,,,,,,,,Sandstone,Item,SandpaperT5,Item,,,,,,,,,,,5,1,,,,,,Craft_StonecuttingT5,true,,,,,-0.07,"0.25,0.5,0.75,1","-0.05,-0.1,-0.15,-0.2,-0.25",,,,
BlockT2_Down,,@BlockT2_Down_Name,ResourceDowngrade,Blocks,,,,true,true,true,true,true,,,,,,false,1,0,Stonecutting,10,masonry2,,,,1,2,,,,,,,3,,,BlockT2,,,,,,BlockT3,Item,SolventT5,Item,,,,,,,,,,,2,3,,,,,,,true,,,,,-1,,,,,,
BlockT3_Down,,@BlockT3_Down_Name,ResourceDowngrade,Blocks,,,,true,true,true,true,true,,,,,,false,4,0,Stonecutting,20,masonry2,,,,1,2,,,,,,,4,,,,BlockT3,,,,,BlockT4,Item,SolventT5,Item,,,,,,,,,,,2,3,,,,,,,true,,,,,-1,,,,,,
BlockT4_Down,,@BlockT4_Down_Name,ResourceDowngrade,Blocks,,,,true,true,true,true,true,,,,,,false,7,0,Stonecutting,30,masonry2,,,,1,2,,,,,,,5,,,,,BlockT4,,,,BlockT5,Item,SolventT5,Item,,,,,,,,,,,2,3,,,,,,,true,,,,,-1,,,,,,
MiningExpBonusOreT2,,@Gatherable_Research_Notes_Mining_T2_MasterName,GatherableResearch,SalvageResearch,,,,true,true,true,true,false,,,,,,false,1,0,Mining,0,smelting2,,,,1,1,Gatherable_Research_Notes_Mining_T2,true,,,,,,,,,,,,,,Gatherable_Research_Strange_Ore_T2,Item,,,,,,,,,,,,,1,,,,,,,ProcessMiningExpBonusT2,true,86400,3,,,,,,,,,
MiningExpBonusOreT3,,@Gatherable_Research_Notes_Mining_T3_MasterName,GatherableResearch,SalvageResearch,,,,true,true,true,true,false,,,,,,false,1,0,Mining,0,smelting2,,,,1,1,Gatherable_Research_Notes_Mining_T3,true,,,,,,,,,,,,,,Gatherable_Research_Unusual_Ore_T3,Item,,,,,,,,,,,,,1,,,,,,,ProcessMiningExpBonusT3,true,86400,3,,,,,,,,,
MiningExpBonusOreT4,,@Gatherable_Research_Notes_Mining_T4_MasterName,GatherableResearch,SalvageResearch,,,,true,true,true,true,false,,,,,,false,1,0,Mining,0,smelting2,,,,1,1,Gatherable_Research_Notes_Mining_T4,true,,,,,,,,,,,,,,Gatherable_Research_Abnormal_Ore_T4,Item,,,,,,,,,,,,,1,,,,,,,ProcessMiningExpBonusT4,true,86400,3,,,,,,,,,
MiningExpBonusOreT5,,@Gatherable_Research_Notes_Mining_T5_MasterName,GatherableResearch,SalvageResearch,,,,true,true,true,true,false,,,,,,false,1,0,Mining,0,smelting2,,,,1,1,Gatherable_Research_Notes_Mining_T5,true,,,,,,,,,,,,,,Gatherable_Research_Bizzare_Ore_T5,Item,,,,,,,,,,,,,1,,,,,,,ProcessMiningExpBonusT5,true,86400,3,,,,,,,,,
SkinningExpBonusHideT2,,@Gatherable_Research_Notes_Skinning_T2_MasterName,GatherableResearch,SalvageResearch,,,,true,true,true,true,false,,,,,,false,1,0,Skinning,0,tanning2,,,,1,1,Gatherable_Research_Notes_Skinning_T2,true,,,,,,,,,,,,,,Gatherable_Research_Strange_Hide_T2,Item,,,,,,,,,,,,,1,,,,,,,ProcessSkinningExpBonusT2,true,86400,3,,,,,,,,,
SkinningExpBonusHideT3,,@Gatherable_Research_Notes_Skinning_T3_MasterName,GatherableResearch,SalvageResearch,,,,true,true,true,true,false,,,,,,false,1,0,Skinning,0,tanning2,,,,1,1,Gatherable_Research_Notes_Skinning_T3,true,,,,,,,,,,,,,,Gatherable_Research_Unusual_Hide_T3,Item,,,,,,,,,,,,,1,,,,,,,ProcessSkinningExpBonusT3,true,86400,3,,,,,,,,,
SkinningExpBonusHideT4,,@Gatherable_Research_Notes_Skinning_T4_MasterName,GatherableResearch,SalvageResearch,,,,true,true,true,true,false,,,,,,false,1,0,Skinning,0,tanning2,,,,1,1,Gatherable_Research_Notes_Skinning_T4,true,,,,,,,,,,,,,,Gatherable_Research_Abnormal_Hide_T4,Item,,,,,,,,,,,,,1,,,,,,,ProcessSkinningExpBonusT4,true,86400,3,,,,,,,,,
SkinningExpBonusHideT5,,@Gatherable_Research_Notes_Skinning_T5_MasterName,GatherableResearch,SalvageResearch,,,,true,true,true,true,false,,,,,,false,1,0,Skinning,0,tanning2,,,,1,1,Gatherable_Research_Notes_Skinning_T5,true,,,,,,,,,,,,,,Gatherable_Research_Bizzare_Hide_T5,Item,,,,,,,,,,,,,1,,,,,,,ProcessSkinningExpBonusT5,true,86400,3,,,,,,,,,
HarvestingExpBonusFiberT2,,@Gatherable_Research_Notes_Harvesting_T2_MasterName,GatherableResearch,SalvageResearch,,,,true,true,true,true,false,,,,,,false,1,0,Harvesting,0,weaving2,,,,1,1,Gatherable_Research_Notes_Harvesting_T2,true,,,,,,,,,,,,,,Gatherable_Research_Strange_Fiber_T2,Item,,,,,,,,,,,,,1,,,,,,,ProcessHarvestingExpBonusT2,true,86400,3,,,,,,,,,
HarvestingExpBonusFiberT3,,@Gatherable_Research_Notes_Harvesting_T3_MasterName,GatherableResearch,SalvageResearch,,,,true,true,true,true,false,,,,,,false,1,0,Harvesting,0,weaving2,,,,1,1,Gatherable_Research_Notes_Harvesting_T3,true,,,,,,,,,,,,,,Gatherable_Research_Unusual_Fiber_T3,Item,,,,,,,,,,,,,1,,,,,,,ProcessHarvestingExpBonusT3,true,86400,3,,,,,,,,,
HarvestingExpBonusFiberT4,,@Gatherable_Research_Notes_Harvesting_T4_MasterName,GatherableResearch,SalvageResearch,,,,true,true,true,true,false,,,,,,false,1,0,Harvesting,0,weaving2,,,,1,1,Gatherable_Research_Notes_Harvesting_T4,true,,,,,,,,,,,,,,Gatherable_Research_Abnormal_Fiber_T4,Item,,,,,,,,,,,,,1,,,,,,,ProcessHarvestingExpBonusT4,true,86400,3,,,,,,,,,
HarvestingExpBonusFiberT5,,@Gatherable_Research_Notes_Harvesting_T5_MasterName,GatherableResearch,SalvageResearch,,,,true,true,true,true,false,,,,,,false,1,0,Harvesting,0,weaving2,,,,1,1,Gatherable_Research_Notes_Harvesting_T5,true,,,,,,,,,,,,,,Gatherable_Research_Bizzare_Fiber_T5,Item,,,,,,,,,,,,,1,,,,,,,ProcessHarvestingExpBonusT5,true,86400,3,,,,,,,,,
LoggingExpBonusWoodT2,,@Gatherable_Research_Notes_Logging_T2_MasterName,GatherableResearch,SalvageResearch,,,,true,true,true,true,false,,,,,,false,1,0,Logging,0,carpentry2,,,,1,1,Gatherable_Research_Notes_Logging_T2,true,,,,,,,,,,,,,,Gatherable_Research_Strange_Wood_T2,Item,,,,,,,,,,,,,1,,,,,,,ProcessLoggingExpBonusT2,true,86400,3,,,,,,,,,
LoggingExpBonusWoodT3,,@Gatherable_Research_Notes_Logging_T3_MasterName,GatherableResearch,SalvageResearch,,,,true,true,true,true,false,,,,,,false,1,0,Logging,0,carpentry2,,,,1,1,Gatherable_Research_Notes_Logging_T3,true,,,,,,,,,,,,,,Gatherable_Research_Unusual_Wood_T3,Item,,,,,,,,,,,,,1,,,,,,,ProcessLoggingExpBonusT3,true,86400,3,,,,,,,,,
LoggingExpBonusWoodT4,,@Gatherable_Research_Notes_Logging_T4_MasterName,GatherableResearch,SalvageResearch,,,,true,true,true,true,false,,,,,,false,1,0,Logging,0,carpentry2,,,,1,1,Gatherable_Research_Notes_Logging_T4,true,,,,,,,,,,,,,,Gatherable_Research_Abnormal_Wood_T4,Item,,,,,,,,,,,,,1,,,,,,,ProcessLoggingExpBonusT4,true,86400,3,,,,,,,,,
LoggingExpBonusWoodT5,,@Gatherable_Research_Notes_Logging_T5_MasterName,GatherableResearch,SalvageResearch,,,,true,true,true,true,false,,,,,,false,1,0,Logging,0,carpentry2,,,,1,1,Gatherable_Research_Notes_Logging_T5,true,,,,,,,,,,,,,,Gatherable_Research_Bizzare_Wood_T5,Item,,,,,,,,,,,,,1,,,,,,,ProcessLoggingExpBonusT5,true,86400,3,,,,,,,,,
FishingExpBonusBaitT2,,@Gatherable_Research_Notes_Fishing_T2_MasterName,GatherableResearch,SalvageResearch,,,,true,true,true,true,false,,,,,,false,1,0,Fishing,0,cooking2,,,,1,1,Gatherable_Research_Notes_Fishing_T2,true,,,,,,,,,,,,,,Gatherable_Research_Strange_Bait_T2,Item,,,,,,,,,,,,,1,,,,,,,ProcessFishingExpBonusT2,true,86400,3,,,,,,,,,
FishingExpBonusBaitT3,,@Gatherable_Research_Notes_Fishing_T3_MasterName,GatherableResearch,SalvageResearch,,,,true,true,true,true,false,,,,,,false,1,0,Fishing,0,cooking2,,,,1,1,Gatherable_Research_Notes_Fishing_T3,true,,,,,,,,,,,,,,Gatherable_Research_Unusual_Bait_T3,Item,,,,,,,,,,,,,1,,,,,,,ProcessFishingExpBonusT3,true,86400,3,,,,,,,,,
FishingExpBonusBaitT4,,@Gatherable_Research_Notes_Fishing_T4_MasterName,GatherableResearch,SalvageResearch,,,,true,true,true,true,false,,,,,,false,1,0,Fishing,0,cooking2,,,,1,1,Gatherable_Research_Notes_Fishing_T4,true,,,,,,,,,,,,,,Gatherable_Research_Abnormal_Bait_T4,Item,,,,,,,,,,,,,1,,,,,,,ProcessFishingExpBonusT4,true,86400,3,,,,,,,,,
FishingExpBonusBaitT5,,@Gatherable_Research_Notes_Fishing_T5_MasterName,GatherableResearch,SalvageResearch,,,,true,true,true,true,false,,,,,,false,1,0,Fishing,0,cooking2,,,,1,1,Gatherable_Research_Notes_Fishing_T5,true,,,,,,,,,,,,,,Gatherable_Research_Bizzare_Bait_T5,Item,,,,,,,,,,,,,1,,,,,,,ProcessFishingExpBonusT5,true,86400,3,,,,,,,,,
GypsumOrbRed,,@GypsumOrbRed,GypsumRefining,GypsumRaw,@Metal_CategoryName,,,true,true,true,true,false,,,,,,false,250,0,,0,gypsumstation1,,,,1,1,GypsumOrb,,,,,,,,,,,,,,,GypsumRed,Item,,,,,,,,,,,,,1,,,,,,,,true,,1,,,,,,,,,
GypsumOrbGarnet,,@GypsumOrbGarnet,GypsumRefining,GypsumRaw,@Metal_CategoryName,,,true,true,true,true,false,,,,,,false,250,0,,0,gypsumstation1,,,,1,1,GypsumOrb,,,,,,,,,,,,,,,GypsumGarnet,Item,,,,,,,,,,,,,1,,,,,,,,true,,1,,,,,,,,,
GypsumOrbBlue,,@GypsumOrbBlue,GypsumRefining,GypsumRaw,@Metal_CategoryName,,,true,true,true,true,false,,,,,,false,250,0,,0,gypsumstation1,,,,1,1,GypsumOrb,,,,,,,,,,,,,,,GypsumBlue,Item,,,,,,,,,,,,,1,,,,,,,,true,,1,,,,,,,,,
GypsumOrbGreen,,@GypsumOrbGreen,GypsumRefining,GypsumRaw,@Metal_CategoryName,,,true,true,true,true,false,,,,,,false,250,0,,0,gypsumstation1,,,,1,1,GypsumOrb,,,,,,,,,,,,,,,GypsumGreen,Item,,,,,,,,,,,,,1,,,,,,,,true,,1,,,,,,,,,
GypsumOrbBlack,,@GypsumOrbBlack,GypsumRefining,GypsumRaw,@Metal_CategoryName,,,true,true,true,true,false,,,,,,false,250,0,,0,gypsumstation1,,,,1,1,GypsumOrb,,,,,,,,,,,,,,,GypsumBlack,Item,,,,,,,,,,,,,3,,,,,,,,true,,1,,,,,,,,,
GypsumOrbYellow,,@GypsumOrbYellow,GypsumRefining,GypsumRaw,@Metal_CategoryName,,,true,true,true,true,false,,,,,,false,250,0,,0,gypsumstation1,,,,1,1,GypsumOrb,,,,,,,,,,,,,,,GypsumYellow,Item,,,,,,,,,,,,,5,,,,,,,,true,,1,,,,,,,,,
GypsumOrbOrange,,@GypsumOrbOrange,GypsumRefining,GypsumRaw,@Metal_CategoryName,,,true,true,true,true,false,,,,,,false,250,0,,0,gypsumstation1,,,,1,1,GypsumOrb,,,,,,,,,,,,,,,GypsumOrange,Item,,,,,,,,,,,,,1,,,,,,,,true,,1,,,,,,,,,
GypsumOrbPurple,,@GypsumOrbPurple,GypsumRefining,GypsumRaw,@Metal_CategoryName,,,true,true,true,true,false,,,,,,false,250,0,,0,gypsumstation1,,,,1,1,GypsumOrb,,,,,,,,,,,,,,,GypsumPurple,Item,,,,,,,,,,,,,7,,,,,,,,true,,1,,,,,,,,,
GypsumOrbWhite,,@GypsumOrbWhite,GypsumRefining,GypsumRaw,@Metal_CategoryName,,,true,true,true,true,false,,,,,,false,250,0,,0,gypsumstation1,,,,1,1,GypsumOrb,,,,,,,,,,,,,,,GypsumWhite,Item,,,,,,,,,,,,,3,,,,,,,,true,,1,,,,,,,,,
GypsumOrbSpores,,@GypsumOrbSpores,GypsumRefining,GypsumRaw,@Metal_CategoryName,,,true,true,true,true,false,,,,,,false,250,0,,0,gypsumstation1,,,,1,1,GypsumOrb,,,,,,,,,,,,,,,AngryEarthSporesT1,Item,BeastSporesT1,Item,AncientSporesT1,Item,EliteAngryEarthSporesT1,Item,EliteBeastSporesT1,Item,,,,,10,7,5,3,1,,,,true,86400,1,,,,,,,,,
CastGypsum_Head,,,GypsumCasting,GypsumCasts,@Metal_CategoryName,,,true,true,true,true,false,,,,,,false,500,1,,0,gypsumstation1,,,,1,1,CastGypsum_Head,,,,,,,,,,,,,,,GypsumOrb,Item,,,,,,,,,,,,,1,,,,,,,SPEXP_Gypsum,true,604800,7,,,,,,,,,
CastGypsum_Chest,,,GypsumCasting,GypsumCasts,@Metal_CategoryName,,,true,true,true,true,false,,,,,,false,500,1,,0,gypsumstation1,,,,1,1,CastGypsum_Chest,,,,,,,,,,,,,,,GypsumOrb,Item,,,,,,,,,,,,,1,,,,,,,SPEXP_Gypsum,true,604800,7,,,,,,,,,
CastGypsum_Hands,,,GypsumCasting,GypsumCasts,@Metal_CategoryName,,,true,true,true,true,false,,,,,,false,500,1,,0,gypsumstation1,,,,1,1,CastGypsum_Hands,,,,,,,,,,,,,,,GypsumOrb,Item,,,,,,,,,,,,,1,,,,,,,SPEXP_Gypsum,true,604800,7,,,,,,,,,
CastGypsum_Legs,,,GypsumCasting,GypsumCasts,@Metal_CategoryName,,,true,true,true,true,false,,,,,,false,500,1,,0,gypsumstation1,,,,1,1,CastGypsum_Legs,,,,,,,,,,,,,,,GypsumOrb,Item,,,,,,,,,,,,,1,,,,,,,SPEXP_Gypsum,true,604800,7,,,,,,,,,
CastGypsum_Feet,,,GypsumCasting,GypsumCasts,@Metal_CategoryName,,,true,true,true,true,false,,,,,,false,500,1,,0,gypsumstation1,,,,1,1,CastGypsum_Feet,,,,,,,,,,,,,,,GypsumOrb,Item,,,,,,,,,,,,,1,,,,,,,SPEXP_Gypsum,true,604800,7,,,,,,,,,
CastGypsum_Sword,,,GypsumCasting,GypsumCasts,@Metal_CategoryName,,,true,true,true,true,false,,,,,,false,500,1,,0,gypsumstation1,,,,1,1,CastGypsum_Sword,,,,,,,,,,,,,,,GypsumOrb,Item,,,,,,,,,,,,,1,,,,,,,SPEXP_Gypsum,true,604800,7,,,,,,,,,
CastGypsum_GreatAxe,,,GypsumCasting,GypsumCasts,@Metal_CategoryName,,,true,true,true,true,false,,,,,,false,500,1,,0,gypsumstation1,,,,1,1,CastGypsum_GreatAxe,,,,,,,,,,,,,,,GypsumOrb,Item,,,,,,,,,,,,,1,,,,,,,SPEXP_Gypsum,true,604800,7,,,,,,,,,
CastGypsum_WarHammer,,,GypsumCasting,GypsumCasts,@Metal_CategoryName,,,true,true,true,true,false,,,,,,false,500,1,,0,gypsumstation1,,,,1,1,CastGypsum_WarHammer,,,,,,,,,,,,,,,GypsumOrb,Item,,,,,,,,,,,,,1,,,,,,,SPEXP_Gypsum,true,604800,7,,,,,,,,,
CastGypsum_GreatSword,,,GypsumCasting,GypsumCasts,@Metal_CategoryName,,,true,true,true,true,false,,,,,,false,500,1,,0,gypsumstation1,,,,1,1,CastGypsum_GreatSword,,,,,,,,,,,,,,,GypsumOrb,Item,,,,,,,,,,,,,1,,,,,,,SPEXP_Gypsum,true,604800,7,,,,,,,,,
CastGypsum_Rapier,,,GypsumCasting,GypsumCasts,@Metal_CategoryName,,,true,true,true,true,false,,,,,,false,500,1,,0,gypsumstation1,,,,1,1,CastGypsum_Rapier,,,,,,,,,,,,,,,GypsumOrb,Item,,,,,,,,,,,,,1,,,,,,,SPEXP_Gypsum,true,604800,7,,,,,,,,,
CastGypsum_Hatchet,,,GypsumCasting,GypsumCasts,@Metal_CategoryName,,,true,true,true,true,false,,,,,,false,500,1,,0,gypsumstation1,,,,1,1,CastGypsum_Hatchet,,,,,,,,,,,,,,,GypsumOrb,Item,,,,,,,,,,,,,1,,,,,,,SPEXP_Gypsum,true,604800,7,,,,,,,,,
CastGypsum_Flail,,,GypsumCasting,GypsumCasts,@Metal_CategoryName,,,true,true,true,true,false,,,,,,false,500,1,,0,gypsumstation1,,,,1,1,CastGypsum_Flail,,,,,,,,,,,,,,,GypsumOrb,Item,,,,,,,,,,,,,1,,,,,,,SPEXP_Gypsum,true,604800,7,,,,,,,,,Expansion2023
CastGypsum_Bow,,,GypsumCasting,GypsumCasts,@Metal_CategoryName,,,true,true,true,true,false,,,,,,false,500,1,,0,gypsumstation1,,,,1,1,CastGypsum_Bow,,,,,,,,,,,,,,,GypsumOrb,Item,,,,,,,,,,,,,1,,,,,,,SPEXP_Gypsum,true,604800,7,,,,,,,,,
CastGypsum_Musket,,,GypsumCasting,GypsumCasts,@Metal_CategoryName,,,true,true,true,true,false,,,,,,false,500,1,,0,gypsumstation1,,,,1,1,CastGypsum_Musket,,,,,,,,,,,,,,,GypsumOrb,Item,,,,,,,,,,,,,1,,,,,,,SPEXP_Gypsum,true,604800,7,,,,,,,,,
CastGypsum_Blunerbuss,,,GypsumCasting,GypsumCasts,@Metal_CategoryName,,,true,true,true,true,false,,,,,,false,500,1,,0,gypsumstation1,,,,1,1,CastGypsum_Blunderbuss,,,,,,,,,,,,,,,GypsumOrb,Item,,,,,,,,,,,,,1,,,,,,,SPEXP_Gypsum,true,604800,7,,,,,,,,,
CastGypsum_LifeStaff,,,GypsumCasting,GypsumCasts,@Metal_CategoryName,,,true,true,true,true,false,,,,,,false,500,1,,0,gypsumstation1,,,,1,1,CastGypsum_LifeStaff,,,,,,,,,,,,,,,GypsumOrb,Item,,,,,,,,,,,,,1,,,,,,,SPEXP_Gypsum,true,604800,7,,,,,,,,,
CastGypsum_FireStaff,,,GypsumCasting,GypsumCasts,@Metal_CategoryName,,,true,true,true,true,false,,,,,,false,500,1,,0,gypsumstation1,,,,1,1,CastGypsum_FireStaff,,,,,,,,,,,,,,,GypsumOrb,Item,,,,,,,,,,,,,1,,,,,,,SPEXP_Gypsum,true,604800,7,,,,,,,,,
CastGypsum_IceGauntlet,,,GypsumCasting,GypsumCasts,@Metal_CategoryName,,,true,true,true,true,false,,,,,,false,500,1,,0,gypsumstation1,,,,1,1,CastGypsum_IceGauntlet,,,,,,,,,,,,,,,GypsumOrb,Item,,,,,,,,,,,,,1,,,,,,,SPEXP_Gypsum,true,604800,7,,,,,,,,,
CastGypsum_VoidGauntlet,,,GypsumCasting,GypsumCasts,@Metal_CategoryName,,,true,true,true,true,false,,,,,,false,500,1,,0,gypsumstation1,,,,1,1,CastGypsum_VoidGauntlet,,,,,,,,,,,,,,,GypsumOrb,Item,,,,,,,,,,,,,1,,,,,,,SPEXP_Gypsum,true,604800,7,,,,,,,,,
CastGypsum_Shield,,,GypsumCasting,GypsumCasts,@Metal_CategoryName,,,true,true,true,true,false,,,,,,false,500,1,,0,gypsumstation1,,,,1,1,CastGypsum_Shield,,,,,,,,,,,,,,,GypsumOrb,Item,,,,,,,,,,,,,1,,,,,,,SPEXP_Gypsum,true,604800,7,,,,,,,,,
CastGypsum_Spear,,,GypsumCasting,GypsumCasts,@Metal_CategoryName,,,true,true,true,true,false,,,,,,false,500,1,,0,gypsumstation1,,,,1,1,CastGypsum_Spear,,,,,,,,,,,,,,,GypsumOrb,Item,,,,,,,,,,,,,1,,,,,,,SPEXP_Gypsum,true,604800,7,,,,,,,,,
CastGypsum_Ring,,,GypsumCasting,GypsumCasts,@Metal_CategoryName,,,true,true,true,true,false,,,,,,false,500,1,,0,gypsumstation1,,,,1,1,CastGypsum_Ring,,,,,,,,,,,,,,,GypsumOrb,Item,,,,,,,,,,,,,1,,,,,,,SPEXP_Gypsum,true,604800,7,,,,,,,,,
CastGypsum_Amulet,,,GypsumCasting,GypsumCasts,@Metal_CategoryName,,,true,true,true,true,false,,,,,,false,500,1,,0,gypsumstation1,,,,1,1,CastGypsum_Amulet,,,,,,,,,,,,,,,GypsumOrb,Item,,,,,,,,,,,,,1,,,,,,,SPEXP_Gypsum,true,604800,7,,,,,,,,,
CastGypsum_Earring,,,GypsumCasting,GypsumCasts,@Metal_CategoryName,,,true,true,true,true,false,,,,,,false,500,1,,0,gypsumstation1,,,,1,1,CastGypsum_Earring,,,,,,,,,,,,,,,GypsumOrb,Item,,,,,,,,,,,,,1,,,,,,,SPEXP_Gypsum,true,604800,7,,,,,,,,,
CS_CastGypsum_Head,,,GypsumCasting,OverchargedCasts,@Metal_CategoryName,,OverchargedOrb,false,true,true,true,false,,,,,,false,500,1,,0,gypsumstation1,,,,1,1,CastGypsum_Head,,,,,,,,,,,,,,,OverchargedOrb,Item,,,,,,,,,,,,,1,,,,,,,,true,,1,,,,,,,,,
CS_CastGypsum_Chest,,,GypsumCasting,OverchargedCasts,@Metal_CategoryName,,OverchargedOrb,false,true,true,true,false,,,,,,false,500,1,,0,gypsumstation1,,,,1,1,CastGypsum_Chest,,,,,,,,,,,,,,,OverchargedOrb,Item,,,,,,,,,,,,,1,,,,,,,,true,,1,,,,,,,,,
CS_CastGypsum_Hands,,,GypsumCasting,OverchargedCasts,@Metal_CategoryName,,OverchargedOrb,false,true,true,true,false,,,,,,false,500,1,,0,gypsumstation1,,,,1,1,CastGypsum_Hands,,,,,,,,,,,,,,,OverchargedOrb,Item,,,,,,,,,,,,,1,,,,,,,,true,,1,,,,,,,,,
